,Product_ID,Deadlines,Fermentation_sequence
0,16,744,12
1,2,744,4
2,32,744,10
3,15,744,18
4,32,744,1
5,24,744,2
6,21,744,20
7,23,744,16
8,25,744,13
9,10,744,7
10,13,744,11
11,6,744,9
12,41,744,19
13,18,744,6
14,27,744,8
15,16,744,3
16,12,744,15
17,33,744,14
18,16,744,17
19,30,744,5
20,28,1416,24
21,21,1416,21
22,2,1416,39
23,43,1416,26
24,35,1416,40
25,19,1416,25
26,31,1416,27
27,20,1416,35
28,38,1416,23
29,34,1416,22
30,13,1416,31
31,30,1416,33
32,6,1416,34
33,18,1416,30
34,13,1416,36
35,33,1416,38
36,40,1416,28
37,22,1416,29
38,0,1416,32
39,36,1416,37
40,25,2160,45
41,2,2160,58
42,34,2160,41
43,30,2160,53
44,25,2160,43
45,29,2160,55
46,41,2160,57
47,29,2160,42
48,39,2160,54
49,31,2160,59
50,36,2160,46
51,10,2160,44
52,43,2160,51
53,0,2160,60
54,15,2160,49
55,25,2160,47
56,38,2160,56
57,12,2160,48
58,34,2160,52
59,15,2160,50
60,4,2880,79
61,0,2880,80
62,1,2880,67
63,33,2880,64
64,23,2880,68
65,24,2880,72
66,13,2880,65
67,10,2880,76
68,10,2880,66
69,32,2880,71
70,39,2880,78
71,31,2880,69
72,30,2880,70
73,20,2880,75
74,34,2880,73
75,10,2880,77
76,3,2880,74
77,10,2880,62
78,23,2880,63
79,0,2880,61
80,15,3624,85
81,36,3624,84
82,37,3624,81
83,33,3624,96
84,23,3624,95
85,6,3624,92
86,9,3624,90
87,8,3624,94
88,36,3624,89
89,29,3624,83
90,15,3624,88
91,24,3624,99
92,37,3624,82
93,10,3624,97
94,5,3624,87
95,29,3624,93
96,31,3624,100
97,38,3624,91
98,24,3624,86
99,25,3624,98
100,5,4344,105
101,30,4344,114
102,13,4344,106
103,1,4344,118
104,41,4344,107
105,19,4344,119
106,15,4344,108
107,27,4344,102
108,15,4344,110
109,15,4344,111
110,40,4344,109
111,19,4344,117
112,28,4344,101
113,24,4344,103
114,32,4344,116
115,29,4344,104
116,33,4344,113
117,28,4344,115
118,0,4344,120
119,23,4344,112
