,Product_ID,Deadlines,Fermentation_sequence
0,2,744,7
1,34,744,1
2,10,744,10
3,3,744,4
4,27,744,18
5,20,744,15
6,28,744,2
7,31,744,5
8,41,744,11
9,29,744,8
10,9,744,9
11,37,744,17
12,34,744,3
13,9,744,19
14,15,744,20
15,14,744,14
16,36,744,6
17,11,744,13
18,36,744,12
19,43,744,16
20,38,1416,33
21,42,1416,32
22,4,1416,23
23,18,1416,21
24,42,1416,30
25,26,1416,38
26,25,1416,35
27,34,1416,31
28,16,1416,26
29,30,1416,29
30,29,1416,34
31,7,1416,28
32,2,1416,37
33,18,1416,22
34,8,1416,36
35,17,1416,39
36,7,1416,40
37,28,1416,25
38,11,1416,24
39,39,1416,27
40,10,2160,60
41,7,2160,51
42,17,2160,46
43,39,2160,50
44,36,2160,53
45,13,2160,52
46,7,2160,54
47,20,2160,48
48,21,2160,56
49,14,2160,55
50,19,2160,44
51,9,2160,45
52,42,2160,42
53,38,2160,58
54,33,2160,47
55,12,2160,43
56,19,2160,41
57,42,2160,59
58,31,2160,49
59,5,2160,57
60,18,2880,64
61,20,2880,80
62,22,2880,62
63,17,2880,76
64,8,2880,79
65,35,2880,63
66,1,2880,75
67,42,2880,73
68,37,2880,66
69,16,2880,74
70,23,2880,68
71,2,2880,77
72,21,2880,65
73,16,2880,67
74,9,2880,69
75,30,2880,78
76,25,2880,71
77,31,2880,72
78,3,2880,61
79,16,2880,70
80,6,3624,91
81,22,3624,95
82,6,3624,82
83,25,3624,90
84,43,3624,98
85,33,3624,84
86,33,3624,86
87,27,3624,96
88,39,3624,85
89,41,3624,92
90,39,3624,97
91,31,3624,93
92,21,3624,88
93,33,3624,94
94,24,3624,99
95,0,3624,89
96,5,3624,100
97,16,3624,87
98,39,3624,81
99,43,3624,83
100,43,4344,117
101,23,4344,119
102,4,4344,112
103,10,4344,107
104,28,4344,120
105,26,4344,101
106,42,4344,109
107,12,4344,115
108,23,4344,114
109,18,4344,106
110,26,4344,110
111,21,4344,113
112,34,4344,108
113,6,4344,104
114,31,4344,118
115,39,4344,111
116,16,4344,116
117,29,4344,103
118,38,4344,105
119,41,4344,102
