,Product_ID,Deadlines,Fermentation_sequence
0,14,744,18
1,13,744,16
2,3,744,20
3,43,744,11
4,28,744,14
5,18,744,10
6,35,744,4
7,25,744,7
8,33,744,1
9,0,744,15
10,28,744,2
11,30,744,19
12,20,744,6
13,40,744,12
14,24,744,9
15,21,744,17
16,19,744,5
17,33,744,8
18,25,744,3
19,15,744,13
20,5,1416,37
21,25,1416,24
22,37,1416,32
23,37,1416,35
24,20,1416,28
25,28,1416,38
26,22,1416,40
27,6,1416,25
28,2,1416,31
29,7,1416,29
30,2,1416,22
31,15,1416,21
32,35,1416,23
33,6,1416,27
34,13,1416,34
35,39,1416,26
36,10,1416,36
37,37,1416,33
38,25,1416,30
39,22,1416,39
40,41,2160,56
41,39,2160,59
42,39,2160,46
43,10,2160,55
44,36,2160,47
45,43,2160,51
46,19,2160,43
47,19,2160,49
48,22,2160,60
49,43,2160,50
50,2,2160,58
51,0,2160,54
52,0,2160,52
53,0,2160,53
54,1,2160,57
55,18,2160,44
56,16,2160,48
57,29,2160,45
58,31,2160,41
59,35,2160,42
60,25,2880,64
61,36,2880,74
62,0,2880,76
63,21,2880,78
64,6,2880,72
65,10,2880,77
66,35,2880,68
67,28,2880,80
68,6,2880,65
69,24,2880,63
70,5,2880,79
71,0,2880,73
72,1,2880,62
73,43,2880,69
74,12,2880,61
75,20,2880,70
76,27,2880,71
77,29,2880,75
78,29,2880,67
79,4,2880,66
80,25,3624,82
81,15,3624,92
82,41,3624,96
83,23,3624,99
84,2,3624,86
85,21,3624,98
86,34,3624,94
87,33,3624,81
88,20,3624,84
89,36,3624,87
90,30,3624,100
91,26,3624,91
92,41,3624,95
93,18,3624,93
94,40,3624,85
95,20,3624,83
96,39,3624,89
97,11,3624,88
98,7,3624,90
99,11,3624,97
100,29,4344,104
101,24,4344,107
102,25,4344,102
103,26,4344,115
104,10,4344,117
105,1,4344,112
106,42,4344,116
107,20,4344,109
108,18,4344,106
109,9,4344,114
110,24,4344,103
111,6,4344,105
112,22,4344,119
113,1,4344,111
114,5,4344,118
115,25,4344,108
116,24,4344,101
117,39,4344,113
118,12,4344,110
119,22,4344,120
