,Product_ID,Deadlines,Fermentation_sequence
0,38,744,1
1,28,744,5
2,10,744,17
3,5,744,4
4,11,744,13
5,17,744,3
6,43,744,7
7,13,744,20
8,21,744,18
9,16,744,11
10,42,744,19
11,25,744,14
12,8,744,9
13,23,744,16
14,26,744,2
15,3,744,15
16,33,744,6
17,11,744,10
18,24,744,8
19,33,744,12
20,12,1416,23
21,32,1416,40
22,1,1416,24
23,42,1416,33
24,8,1416,38
25,31,1416,34
26,30,1416,39
27,1,1416,28
28,41,1416,27
29,24,1416,36
30,1,1416,35
31,0,1416,32
32,35,1416,29
33,12,1416,26
34,17,1416,21
35,39,1416,25
36,29,1416,37
37,42,1416,30
38,42,1416,31
39,18,1416,22
40,11,2160,45
41,38,2160,56
42,41,2160,49
43,42,2160,59
44,43,2160,52
45,36,2160,44
46,2,2160,53
47,25,2160,55
48,18,2160,50
49,4,2160,47
50,42,2160,60
51,25,2160,42
52,7,2160,54
53,38,2160,46
54,11,2160,48
55,28,2160,57
56,19,2160,41
57,41,2160,51
58,2,2160,58
59,20,2160,43
60,42,2880,72
61,23,2880,67
62,34,2880,76
63,19,2880,69
64,33,2880,65
65,10,2880,77
66,11,2880,70
67,31,2880,62
68,5,2880,80
69,41,2880,73
70,24,2880,75
71,28,2880,66
72,26,2880,63
73,23,2880,61
74,24,2880,64
75,32,2880,74
76,8,2880,79
77,38,2880,71
78,40,2880,68
79,27,2880,78
80,22,3624,98
81,34,3624,85
82,28,3624,93
83,37,3624,100
84,42,3624,97
85,8,3624,86
86,12,3624,94
87,8,3624,90
88,33,3624,84
89,16,3624,89
90,12,3624,99
91,27,3624,81
92,12,3624,91
93,9,3624,82
94,0,3624,95
95,11,3624,87
96,31,3624,88
97,0,3624,96
98,28,3624,83
99,43,3624,92
100,37,4344,107
101,39,4344,114
102,29,4344,115
103,43,4344,103
104,28,4344,119
105,21,4344,102
106,21,4344,117
107,27,4344,112
108,0,4344,101
109,38,4344,108
110,25,4344,109
111,17,4344,104
112,8,4344,110
113,24,4344,106
114,13,4344,120
115,2,4344,111
116,36,4344,113
117,3,4344,118
118,18,4344,105
119,10,4344,116
