,task,earliest_start,start,end,product_index,activity_id,product_id
0,0,267,267,417,0,0,14
1,1,309,309,333,0,1,14
2,2,309,309,367,0,2,14
3,3,398,398,435,0,3,14
4,4,388,388,459,0,4,14
5,5,398,398,472,0,5,14
6,6,388,388,472,0,6,14
7,7,367,367,476,0,7,14
8,8,314,314,481,0,8,14
9,9,367,367,492,0,9,14
10,10,374,374,499,0,10,14
11,11,377,377,503,0,11,14
12,12,377,377,503,0,12,14
13,13,398,398,547,0,13,14
14,14,459,459,596,0,14,14
15,15,104,104,303,1,0,22
16,16,199,199,228,1,1,22
17,17,199,199,271,1,2,22
18,18,199,199,277,1,3,22
19,19,260,260,314,1,4,22
20,20,199,199,314,1,5,22
21,21,300,300,336,1,6,22
22,22,308,308,343,1,7,22
23,23,238,238,343,1,8,22
24,24,270,270,357,1,9,22
25,25,306,306,347,1,10,22
26,26,295,295,376,1,11,22
27,27,262,262,374,1,12,22
28,28,306,306,463,1,13,22
29,29,417,417,567,2,0,14
30,30,459,459,483,2,1,14
31,31,459,459,517,2,2,14
32,32,548,548,585,2,3,14
33,33,538,538,609,2,4,14
34,34,548,548,622,2,5,14
35,35,538,538,622,2,6,14
36,36,517,517,626,2,7,14
37,37,459,459,626,2,8,14
38,38,519,519,644,2,9,14
39,39,522,522,647,2,10,14
40,40,527,527,653,2,11,14
41,41,529,529,655,2,12,14
42,42,548,548,697,2,13,14
43,43,609,609,746,2,14,14
44,44,366,366,494,3,0,43
45,45,418,418,435,3,1,43
46,46,418,418,479,3,2,43
47,47,452,452,491,3,3,43
48,48,418,418,491,3,4,43
49,49,492,492,497,3,5,43
50,50,472,472,506,3,6,43
51,51,487,487,511,3,7,43
52,52,418,418,511,3,8,43
53,53,472,472,519,3,9,43
54,54,452,452,512,3,10,43
55,55,459,459,529,3,11,43
56,56,499,499,532,3,12,43
57,57,473,473,611,3,13,43
58,58,0,0,150,4,0,14
59,59,42,42,66,4,1,14
60,60,42,42,100,4,2,14
61,61,131,131,168,4,3,14
62,62,121,121,192,4,4,14
63,63,131,131,205,4,5,14
64,64,121,121,205,4,6,14
65,65,100,100,209,4,7,14
66,66,42,42,209,4,8,14
67,67,100,100,225,4,9,14
68,68,100,100,225,4,10,14
69,69,110,110,236,4,11,14
70,70,110,110,236,4,12,14
71,71,131,131,280,4,13,14
72,72,192,192,329,4,14,14
73,73,181,181,339,5,0,29
74,74,332,332,360,5,1,29
75,75,332,332,360,5,2,29
76,76,332,332,362,5,3,29
77,77,317,317,362,5,4,29
78,78,357,357,385,5,5,29
79,79,347,347,375,5,6,29
80,80,360,360,468,5,7,29
81,81,399,399,511,6,0,18
82,82,496,496,511,6,1,18
83,83,486,486,511,6,2,18
84,84,497,497,516,6,3,18
85,85,503,503,522,6,4,18
86,86,503,503,521,6,5,18
87,87,506,506,524,6,6,18
88,88,516,516,533,6,7,18
89,89,512,512,529,6,8,18
90,90,515,515,612,6,9,18
91,91,150,150,267,7,0,1
92,92,195,195,251,7,1,1
93,93,195,195,256,7,2,1
94,94,231,231,283,7,3,1
95,95,195,195,283,7,4,1
96,96,231,231,295,7,5,1
97,97,267,267,300,7,6,1
98,98,266,266,300,7,7,1
99,99,267,267,306,7,8,1
100,100,249,249,306,7,9,1
101,101,263,263,325,7,10,1
102,102,232,232,325,7,11,1
103,103,264,264,418,7,12,1
104,104,567,567,665,8,0,26
105,105,567,567,648,8,1,26
106,106,657,657,685,8,2,26
107,107,648,648,685,8,3,26
108,108,657,657,694,8,4,26
109,109,648,648,694,8,5,26
110,110,657,657,705,8,6,26
111,111,657,657,711,8,7,26
112,112,691,691,711,8,8,26
113,113,657,657,711,8,9,26
114,114,657,657,711,8,10,26
115,115,705,705,800,8,11,26
116,116,120,120,211,9,0,35
117,117,120,120,186,9,1,35
118,118,215,215,245,9,2,35
119,119,186,186,245,9,3,35
120,120,215,215,270,9,4,35
121,121,217,217,270,9,5,35
122,122,280,280,369,9,6,35
