,task,earliest_start,start,end,product_index,activity_id,product_id
0,0,1386,1386,1492,0,0,0
1,1,1503,1503,1531,0,1,0
2,2,1472,1472,1531,0,2,0
3,3,1508,1508,1545,0,3,0
4,4,1503,1503,1540,0,4,0
5,5,1503,1503,1540,0,5,0
6,6,1472,1472,1540,0,6,0
7,7,1508,1508,1544,0,7,0
8,8,1504,1504,1540,0,8,0
9,9,1515,1515,1549,0,9,0
10,10,1515,1515,1549,0,10,0
11,11,1525,1525,1561,0,11,0
12,12,1525,1525,1561,0,12,0
13,13,1515,1515,1640,0,13,0
14,14,1579,1579,1738,1,0,25
15,15,1669,1669,1693,1,1,25
16,16,1693,1693,1737,1,2,25
17,17,1693,1693,1737,1,3,25
18,18,1693,1693,1739,1,4,25
19,19,1669,1669,1739,1,5,25
20,20,1723,1723,1762,1,6,25
21,21,1723,1723,1762,1,7,25
22,22,1714,1714,1851,1,8,25
23,23,61,61,183,2,0,21
24,24,91,91,119,2,1,21
25,25,91,91,163,2,2,21
26,26,190,190,213,2,3,21
27,27,157,157,213,2,4,21
28,28,185,185,219,2,5,21
29,29,91,91,219,2,6,21
30,30,185,185,233,2,7,21
31,31,187,187,233,2,8,21
32,32,191,191,239,2,9,21
33,33,204,204,238,2,10,21
34,34,192,192,238,2,11,21
35,35,209,209,249,2,12,21
36,36,204,204,249,2,13,21
37,37,233,233,338,2,14,21
38,38,1454,1454,1579,3,0,10
39,39,1508,1508,1566,3,1,10
40,40,1508,1508,1569,3,2,10
41,41,1582,1582,1600,3,3,10
42,42,1561,1561,1600,3,4,10
43,43,1549,1549,1604,3,5,10
44,44,1549,1549,1603,3,6,10
45,45,1582,1582,1610,3,7,10
46,46,1582,1582,1615,3,8,10
47,47,1561,1561,1615,3,9,10
48,48,1582,1582,1624,3,10,10
49,49,1546,1546,1627,3,11,10
50,50,1508,1508,1627,3,12,10
51,51,1592,1592,1632,3,13,10
52,52,1583,1583,1632,3,14,10
53,53,1577,1577,1725,3,15,10
54,54,840,840,1002,4,0,16
55,55,987,987,998,4,1,16
56,56,972,972,998,4,2,16
57,57,997,997,1039,4,3,16
58,58,987,987,1029,4,4,16
59,59,1029,1029,1118,4,5,16
60,60,678,678,754,5,0,31
61,61,770,770,799,5,1,31
62,62,730,730,799,5,2,31
63,63,780,780,833,5,3,31
64,64,773,773,823,5,4,31
65,65,823,823,916,5,5,31
66,66,1076,1076,1193,6,0,1
67,67,1121,1121,1177,6,1,1
68,68,1121,1121,1182,6,2,1
69,69,1157,1157,1209,6,3,1
70,70,1121,1121,1209,6,4,1
71,71,1157,1157,1221,6,5,1
72,72,1193,1193,1226,6,6,1
73,73,1192,1192,1226,6,7,1
74,74,1193,1193,1232,6,8,1
75,75,1175,1175,1232,6,9,1
76,76,1196,1196,1258,6,10,1
77,77,1158,1158,1251,6,11,1
78,78,1190,1190,1344,6,12,1
79,79,285,285,387,7,0,41
80,80,402,402,431,7,1,41
81,81,404,404,431,7,2,41
82,82,402,402,435,7,3,41
83,83,356,356,435,7,4,41
84,84,416,416,441,7,5,41
85,85,416,416,441,7,6,41
86,86,416,416,443,7,7,41
87,87,402,402,443,7,8,41
88,88,356,356,443,7,9,41
89,89,416,416,443,7,10,41
90,90,411,411,467,7,11,41
91,91,409,409,463,7,12,41
92,92,416,416,551,7,13,41
93,93,387,387,485,8,0,26
94,94,387,387,468,8,1,26
95,95,477,477,505,8,2,26
96,96,468,468,505,8,3,26
97,97,477,477,514,8,4,26
98,98,468,468,514,8,5,26
99,99,477,477,525,8,6,26
100,100,477,477,531,8,7,26
101,101,511,511,531,8,8,26
102,102,477,477,531,8,9,26
103,103,477,477,531,8,10,26
104,104,525,525,620,8,11,26
105,105,354,354,456,9,0,36
106,106,485,485,543,9,1,36
107,107,485,485,540,9,2,36
108,108,482,482,546,9,3,36
109,109,425,425,546,9,4,36
110,110,525,525,580,9,5,36
111,111,515,515,570,9,6,36
112,112,540,540,659,9,7,36
113,113,644,644,761,10,0,1
114,114,689,689,745,10,1,1
115,115,689,689,750,10,2,1
116,116,725,725,777,10,3,1
117,117,689,689,777,10,4,1
118,118,725,725,789,10,5,1
119,119,761,761,794,10,6,1
120,120,760,760,794,10,7,1
121,121,761,761,800,10,8,1
122,122,743,743,800,10,9,1
123,123,757,757,819,10,10,1
124,124,726,726,819,10,11,1
125,125,758,758,912,10,12,1
126,126,512,512,679,11,0,3
127,127,584,584,614,11,1,3
128,128,584,584,654,11,2,3
129,129,660,660,687,11,3,3
130,130,584,584,687,11,4,3
131,131,660,660,722,11,5,3
132,132,661,661,722,11,6,3
