,task,earliest_start,start,end,product_index,activity_id,product_id
0,0,368,368,518,0,0,14
1,1,410,410,434,0,1,14
2,2,410,410,468,0,2,14
3,3,502,502,539,0,3,14
4,4,495,495,566,0,4,14
5,5,502,502,576,0,5,14
6,6,495,495,579,0,6,14
7,7,468,468,577,0,7,14
8,8,410,410,577,0,8,14
9,9,476,476,601,0,9,14
10,10,468,468,593,0,10,14
11,11,479,479,605,0,11,14
12,12,478,478,604,0,12,14
13,13,499,499,648,0,13,14
14,14,560,560,697,0,14,14
15,15,1111,1111,1193,1,0,24
16,16,1186,1186,1202,1,1,24
17,17,1170,1170,1202,1,2,24
18,18,1186,1186,1228,1,3,24
19,19,1186,1186,1228,1,4,24
20,20,1228,1228,1321,1,5,24
21,21,1376,1376,1488,2,0,19
22,22,1470,1470,1511,2,1,19
23,23,1461,1461,1511,2,2,19
24,24,1470,1470,1535,2,3,19
25,25,1470,1470,1535,2,4,19
26,26,1535,1535,1628,2,5,19
27,27,289,289,391,3,0,2
28,28,413,413,444,3,1,2
29,29,408,408,437,3,2,2
30,30,406,406,447,3,3,2
31,31,360,360,447,3,4,2
32,32,423,423,451,3,5,2
33,33,423,423,451,3,6,2
34,34,444,444,470,3,7,2
35,35,437,437,463,3,8,2
36,36,437,437,553,3,9,2
37,37,0,0,61,4,0,20
38,38,82,82,99,4,1,20
39,39,48,48,99,4,2,20
40,40,82,82,104,4,3,20
41,41,84,84,104,4,4,20
42,42,92,92,111,4,5,20
43,43,92,92,111,4,6,20
44,44,104,104,200,4,7,20
45,45,642,642,761,5,0,11
46,46,776,776,802,5,1,11
47,47,776,776,802,5,2,11
48,48,742,742,802,5,3,11
49,49,742,742,802,5,4,11
50,50,783,783,837,5,5,11
51,51,786,786,840,5,6,11
52,52,783,783,837,5,7,11
53,53,779,779,833,5,8,11
54,54,830,830,923,5,9,11
55,55,830,830,923,5,10,11
56,56,1193,1193,1254,6,0,20
57,57,1275,1275,1292,6,1,20
58,58,1241,1241,1292,6,2,20
59,59,1275,1275,1297,6,3,20
60,60,1277,1277,1297,6,4,20
61,61,1285,1285,1304,6,5,20
62,62,1285,1285,1304,6,6,20
63,63,1297,1297,1393,6,7,20
64,64,877,877,999,7,0,37
65,65,904,904,944,7,1,37
66,66,904,904,972,7,2,37
67,67,994,994,1017,7,3,37
68,68,904,904,1017,7,4,37
69,69,1006,1006,1023,7,5,37
70,70,973,973,1023,7,6,37
71,71,994,994,1030,7,7,37
72,72,996,996,1030,7,8,37
73,73,1008,1008,1033,7,9,37
74,74,1022,1022,1043,7,10,37
75,75,1008,1008,1041,7,11,37
76,76,1016,1016,1052,7,12,37
77,77,1016,1016,1050,7,13,37
78,78,1030,1030,1131,7,14,37
79,79,999,999,1111,8,0,19
80,80,1093,1093,1134,8,1,19
81,81,1084,1084,1134,8,2,19
82,82,1093,1093,1158,8,3,19
