,task,earliest_start,start,end,product_index,activity_id,product_id
0,0,587,587,715,0,0,43
1,1,639,639,656,0,1,43
2,2,639,639,700,0,2,43
3,3,673,673,712,0,3,43
4,4,639,639,712,0,4,43
5,5,710,710,715,0,5,43
6,6,691,691,725,0,6,43
7,7,712,712,736,0,7,43
8,8,639,639,732,0,8,43
9,9,694,694,741,0,9,43
10,10,680,680,740,0,10,43
11,11,683,683,753,0,11,43
12,12,710,710,743,0,12,43
13,13,694,694,832,0,13,43
14,14,438,438,540,1,0,36
15,15,576,576,634,1,1,36
16,16,576,576,631,1,2,36
17,17,566,566,630,1,3,36
18,18,509,509,630,1,4,36
19,19,599,599,654,1,5,36
20,20,599,599,654,1,6,36
21,21,624,624,743,1,7,36
22,22,540,540,601,2,0,20
23,23,622,622,639,2,1,20
24,24,588,588,639,2,2,20
25,25,624,624,646,2,3,20
26,26,624,624,644,2,4,20
27,27,634,634,653,2,5,20
28,28,632,632,651,2,6,20
29,29,644,644,740,2,7,20
30,30,130,130,236,3,0,42
31,31,247,247,275,3,1,42
32,32,216,216,275,3,2,42
33,33,257,257,294,3,3,42
34,34,247,247,284,3,4,42
35,35,247,247,284,3,5,42
36,36,216,216,284,3,6,42
37,37,248,248,284,3,7,42
38,38,255,255,291,3,8,42
39,39,261,261,295,3,9,42
40,40,261,261,295,3,10,42
41,41,261,261,297,3,11,42
42,42,261,261,297,3,12,42
43,43,259,259,384,3,13,42
44,44,406,406,571,4,0,40
45,45,556,556,654,4,1,40
46,46,541,541,654,4,2,40
47,47,566,566,690,4,3,40
48,48,566,566,690,4,4,40
49,49,680,680,769,4,5,40
50,50,0,0,162,5,0,27
51,51,139,139,189,5,1,27
52,52,154,154,212,5,2,27
53,53,154,154,212,5,3,27
54,54,158,158,227,5,4,27
55,55,139,139,223,5,5,27
56,56,189,189,246,5,6,27
57,57,189,189,246,5,7,27
58,58,212,212,339,5,8,27
59,59,189,189,356,6,0,3
60,60,261,261,291,6,1,3
61,61,261,261,331,6,2,3
62,62,337,337,364,6,3,3
63,63,261,261,364,6,4,3
64,64,337,337,399,6,5,3
65,65,338,338,399,6,6,3
66,66,347,347,409,6,7,3
67,67,348,348,409,6,8,3
68,68,373,373,423,6,9,3
69,69,353,353,413,6,10,3
70,70,347,347,431,6,11,3
71,71,326,326,431,6,12,3
72,72,353,353,457,6,13,3
73,73,399,399,458,6,14,3
74,74,390,390,550,6,15,3
75,75,326,326,438,7,0,19
76,76,420,420,461,7,1,19
77,77,411,411,461,7,2,19
78,78,423,423,488,7,3,19
79,79,420,420,485,7,4,19
80,80,485,485,578,7,5,19
81,81,713,713,779,8,0,8
82,82,777,777,798,8,1,8
83,83,767,767,798,8,2,8
84,84,777,777,808,8,3,8
85,85,777,777,808,8,4,8
86,86,788,788,819,8,5,8
87,87,788,788,819,8,6,8
88,88,808,808,912,8,7,8
89,89,527,527,650,9,0,13
90,90,554,554,594,9,1,13
91,91,554,554,622,9,2,13
92,92,644,644,667,9,3,13
93,93,554,554,667,9,4,13
94,94,657,657,675,9,5,13
95,95,635,635,675,9,6,13
96,96,646,646,682,9,7,13
97,97,646,646,680,9,8,13
98,98,658,658,683,9,9,13
99,99,682,682,701,9,10,13
100,100,658,658,691,9,11,13
101,101,657,657,694,9,12,13
102,102,659,659,694,9,13,13
103,103,680,680,783,9,14,13
