,task,earliest_start,start,end,product_index,activity_id,product_id
0,0,0,0,135,0,0,5
1,1,41,41,61,0,1,5
2,2,41,41,95,0,2,5
3,3,111,111,159,0,3,5
4,4,103,103,159,0,4,5
5,5,95,95,169,0,5,5
6,6,111,111,169,0,6,5
7,7,95,95,172,0,7,5
8,8,41,41,172,0,8,5
9,9,119,119,177,0,9,5
10,10,119,119,177,0,10,5
11,11,103,103,190,0,11,5
12,12,95,95,190,0,12,5
13,13,119,119,270,0,13,5
14,14,154,154,270,0,14,5
15,15,190,190,283,0,15,5
16,16,138,138,296,1,0,28
17,17,210,210,270,1,1,28
18,18,288,288,309,1,2,28
19,19,210,210,309,1,3,28
20,20,298,298,330,1,4,28
21,21,315,315,337,1,5,28
22,22,298,298,336,1,6,28
23,23,306,306,341,1,7,28
24,24,273,273,341,1,8,28
25,25,318,318,357,1,9,28
26,26,320,320,353,1,10,28
27,27,320,320,442,1,11,28
28,28,135,135,241,2,0,42
29,29,252,252,280,2,1,42
30,30,221,221,280,2,2,42
31,31,252,252,289,2,3,42
32,32,252,252,289,2,4,42
33,33,252,252,289,2,5,42
34,34,221,221,289,2,6,42
35,35,253,253,289,2,7,42
36,36,253,253,289,2,8,42
37,37,264,264,298,2,9,42
38,38,264,264,298,2,10,42
39,39,264,264,300,2,11,42
40,40,264,264,300,2,12,42
41,41,264,264,389,2,13,42
42,42,133,133,302,3,0,32
43,43,195,195,220,3,1,32
44,44,195,195,290,3,2,32
45,45,290,290,305,3,3,32
46,46,195,195,305,3,4,32
47,47,296,296,307,3,5,32
48,48,280,280,307,3,6,32
49,49,290,290,315,3,7,32
50,50,290,290,315,3,8,32
51,51,296,296,318,3,9,32
52,52,303,303,321,3,10,32
53,53,296,296,321,3,11,32
54,54,315,315,410,3,12,32
55,55,395,395,507,4,0,6
56,56,508,508,531,4,1,6
57,57,489,489,531,4,2,6
58,58,508,508,534,4,3,6
59,59,509,509,534,4,4,6
60,60,520,520,544,4,5,6
61,61,520,520,544,4,6,6
62,62,534,534,637,4,7,6
63,63,241,241,366,5,0,10
64,64,295,295,353,5,1,10
65,65,295,295,356,5,2,10
66,66,369,369,387,5,3,10
67,67,348,348,387,5,4,10
68,68,333,333,388,5,5,10
69,69,334,334,388,5,6,10
70,70,369,369,397,5,7,10
71,71,369,369,402,5,8,10
72,72,348,348,402,5,9,10
73,73,369,369,411,5,10,10
74,74,333,333,414,5,11,10
75,75,295,295,414,5,12,10
76,76,379,379,419,5,13,10
77,77,370,370,419,5,14,10
78,78,364,364,512,5,15,10
79,79,302,302,395,6,0,33
80,80,416,416,453,6,1,33
81,81,370,370,453,6,2,33
82,82,416,416,487,6,3,33
83,83,418,418,487,6,4,33
84,84,487,487,576,6,5,33
85,85,366,366,525,7,0,25
86,86,456,456,480,7,1,25
87,87,480,480,524,7,2,25
88,88,480,480,524,7,3,25
89,89,480,480,526,7,4,25
90,90,456,456,526,7,5,25
91,91,510,510,549,7,6,25
92,92,510,510,549,7,7,25
93,93,501,501,638,7,8,25
94,94,0,0,187,8,0,23
95,95,84,84,99,8,1,23
96,96,84,84,169,8,2,23
97,97,182,182,201,8,3,23
98,98,190,190,201,8,4,23
99,99,159,159,201,8,5,23
100,100,84,84,201,8,6,23
101,101,182,182,210,8,7,23
102,102,183,183,210,8,8,23
103,103,190,190,213,8,9,23
104,104,199,199,218,8,10,23
105,105,191,191,218,8,11,23
106,106,210,210,307,8,12,23
107,107,57,57,133,9,0,31
108,108,149,149,178,9,1,31
109,109,109,109,178,9,2,31
110,110,159,159,212,9,3,31
111,111,159,159,209,9,4,31
112,112,202,202,295,9,5,31
