,task,earliest_start,start,end,product_index,activity_id,product_id
0,0,0,0,125,0,0,10
1,1,54,54,112,0,1,10
2,2,54,54,115,0,2,10
3,3,128,128,146,0,3,10
4,4,107,107,146,0,4,10
5,5,92,92,147,0,5,10
6,6,93,93,147,0,6,10
7,7,128,128,156,0,7,10
8,8,128,128,161,0,8,10
9,9,112,112,166,0,9,10
10,10,128,128,170,0,10,10
11,11,92,92,173,0,11,10
12,12,54,54,173,0,12,10
13,13,147,147,187,0,13,10
14,14,129,129,178,0,14,10
15,15,123,123,271,0,15,10
16,16,638,638,807,1,0,32
17,17,710,710,735,1,1,32
18,18,700,700,795,1,2,32
19,19,801,801,816,1,3,32
20,20,708,708,818,1,4,32
21,21,811,811,822,1,5,32
22,22,794,794,821,1,6,32
23,23,795,795,820,1,7,32
24,24,805,805,830,1,8,32
25,25,807,807,829,1,9,32
26,26,813,813,831,1,10,32
27,27,803,803,828,1,11,32
28,28,820,820,915,1,12,32
29,29,546,546,696,2,0,14
30,30,588,588,612,2,1,14
31,31,588,588,646,2,2,14
32,32,685,685,722,2,3,14
33,33,667,667,738,2,4,14
34,34,677,677,751,2,5,14
35,35,667,667,751,2,6,14
36,36,646,646,755,2,7,14
37,37,588,588,755,2,8,14
38,38,655,655,780,2,9,14
39,39,649,649,774,2,10,14
40,40,663,663,789,2,11,14
41,41,656,656,782,2,12,14
42,42,677,677,826,2,13,14
43,43,738,738,875,2,14,14
44,44,315,315,421,3,0,0
45,45,432,432,460,3,1,0
46,46,401,401,460,3,2,0
47,47,433,433,470,3,3,0
48,48,438,438,475,3,4,0
49,49,432,432,469,3,5,0
50,50,402,402,470,3,6,0
51,51,441,441,477,3,7,0
52,52,433,433,469,3,8,0
53,53,444,444,478,3,9,0
54,54,444,444,478,3,10,0
55,55,451,451,487,3,11,0
56,56,454,454,490,3,12,0
57,57,444,444,569,3,13,0
58,58,182,182,344,4,0,12
59,59,338,338,368,4,1,12
60,60,321,321,366,4,2,12
61,61,344,344,397,4,3,12
62,62,346,346,399,4,4,12
63,63,392,392,485,4,5,12
64,64,344,344,469,5,0,34
65,65,384,384,416,5,1,34
66,66,384,384,447,5,2,34
67,67,469,469,495,5,3,34
68,68,386,386,497,5,4,34
69,69,476,476,495,5,5,34
70,70,452,452,495,5,6,34
71,71,470,470,508,5,7,34
72,72,473,473,509,5,8,34
73,73,477,477,503,5,9,34
74,74,492,492,510,5,10,34
75,75,487,487,520,5,11,34
76,76,478,478,516,5,12,34
77,77,478,478,514,5,13,34
78,78,509,509,613,5,14,34
79,79,0,0,91,6,0,35
80,80,1,1,67,6,1,35
81,81,96,96,126,6,2,35
82,82,75,75,134,6,3,35
83,83,98,98,153,6,4,35
84,84,97,97,150,6,5,35
85,85,151,151,240,6,6,35
86,86,129,129,279,7,0,14
87,87,171,171,195,7,1,14
88,88,174,174,232,7,2,14
89,89,270,270,307,7,3,14
90,90,250,250,321,7,4,14
91,91,270,270,344,7,5,14
92,92,250,250,334,7,6,14
93,93,229,229,338,7,7,14
94,94,173,173,340,7,8,14
95,95,234,234,359,7,9,14
96,96,238,238,363,7,10,14
97,97,241,241,367,7,11,14
98,98,241,241,367,7,12,14
99,99,260,260,409,7,13,14
100,100,327,327,464,7,14,14
101,101,387,387,546,8,0,25
102,102,480,480,504,8,1,25
103,103,503,503,547,8,2,25
104,104,509,509,553,8,3,25
105,105,501,501,547,8,4,25
106,106,477,477,547,8,5,25
107,107,541,541,580,8,6,25
108,108,531,531,570,8,7,25
109,109,527,527,664,8,8,25
110,110,469,469,638,9,0,32
111,111,531,531,556,9,1,32
112,112,531,531,626,9,2,32
113,113,626,626,641,9,3,32
114,114,531,531,641,9,4,32
115,115,632,632,643,9,5,32
116,116,616,616,643,9,6,32
117,117,630,630,655,9,7,32
118,118,630,630,655,9,8,32
119,119,641,641,663,9,9,32
120,120,649,649,667,9,10,32
121,121,632,632,657,9,11,32
122,122,651,651,746,9,12,32
123,123,0,0,199,10,0,22
124,124,95,95,124,10,1,22
125,125,95,95,167,10,2,22
126,126,95,95,173,10,3,22
127,127,161,161,215,10,4,22
128,128,95,95,210,10,5,22
129,129,198,198,234,10,6,22
130,130,204,204,239,10,7,22
131,131,134,134,239,10,8,22
132,132,156,156,243,10,9,22
133,133,202,202,243,10,10,22
134,134,189,189,270,10,11,22
135,135,158,158,270,10,12,22
136,136,202,202,359,10,13,22
137,137,199,199,301,11,0,36
138,138,327,327,385,11,1,36
139,139,330,330,385,11,2,36
140,140,327,327,391,11,3,36
141,141,271,271,392,11,4,36
142,142,360,360,415,11,5,36
143,143,363,363,418,11,6,36
144,144,385,385,504,11,7,36
145,145,345,345,544,12,0,22
146,146,440,440,469,12,1,22
147,147,450,450,522,12,2,22
148,148,450,450,528,12,3,22
149,149,501,501,555,12,4,22
150,150,450,450,565,12,5,22
151,151,547,547,583,12,6,22
152,152,559,559,594,12,7,22
153,153,489,489,594,12,8,22
154,154,508,508,595,12,9,22
155,155,547,547,588,12,10,22
156,156,534,534,615,12,11,22
157,157,503,503,615,12,12,22
158,158,557,557,714,12,13,22
159,159,0,0,158,13,0,29
160,160,153,153,181,13,1,29
161,161,151,151,179,13,2,29
162,162,151,151,181,13,3,29
163,163,146,146,191,13,4,29
164,164,170,170,198,13,5,29
165,165,166,166,194,13,6,29
166,166,179,179,287,13,7,29
167,167,650,650,746,14,0,17
168,168,748,748,760,14,1,17
169,169,736,736,757,14,2,17
170,170,740,740,769,14,3,17
171,171,740,740,769,14,4,17
172,172,779,779,868,14,5,17
173,173,279,279,385,15,0,42
174,174,403,403,431,15,1,42
175,175,365,365,424,15,2,42
176,176,396,396,433,15,3,42
177,177,396,396,433,15,4,42
178,178,396,396,433,15,5,42
179,179,365,365,433,15,6,42
180,180,397,397,433,15,7,42
181,181,405,405,441,15,8,42
182,182,408,408,442,15,9,42
183,183,408,408,442,15,10,42
184,184,415,415,451,15,11,42
185,185,418,418,454,15,12,42
186,186,408,408,533,15,13,42
187,187,91,91,182,16,0,35
188,188,92,92,158,16,1,35
189,189,186,186,216,16,2,35
190,190,166,166,225,16,3,35
191,191,186,186,241,16,4,35
192,192,188,188,241,16,5,35
193,193,241,241,330,16,6,35
194,194,656,656,781,17,0,38
195,195,705,705,759,17,1,38
196,196,769,769,770,17,2,38
197,197,780,780,807,17,3,38
198,198,774,774,802,17,4,38
199,199,755,755,807,17,5,38
200,200,697,697,803,17,6,38
201,201,751,751,813,17,7,38
202,202,761,761,823,17,8,38
203,203,770,770,832,17,9,38
204,204,770,770,832,17,10,38
205,205,770,770,906,17,11,38
206,206,822,822,915,17,12,38
207,207,476,476,582,18,0,0
208,208,593,593,621,18,1,0
209,209,569,569,628,18,2,0
210,210,597,597,634,18,3,0
211,211,593,593,630,18,4,0
212,212,593,593,630,18,5,0
213,213,562,562,630,18,6,0
214,214,594,594,630,18,7,0
215,215,594,594,630,18,8,0
216,216,615,615,649,18,9,0
217,217,615,615,649,18,10,0
218,218,605,605,641,18,11,0
219,219,607,607,643,18,12,0
220,220,610,610,735,18,13,0
221,221,558,558,640,19,0,24
222,222,633,633,649,19,1,24
223,223,617,617,649,19,2,24
224,224,634,634,676,19,3,24
225,225,643,643,685,19,4,24
226,226,675,675,768,19,5,24
