,task,earliest_start,start,end,product_index,activity_id,product_id
0,0,15,15,140,0,0,34
1,1,47,47,79,0,1,34
2,2,47,47,110,0,2,34
3,3,132,132,158,0,3,34
4,4,47,47,158,0,4,34
5,5,147,147,166,0,5,34
6,6,123,123,166,0,6,34
7,7,132,132,170,0,7,34
8,8,134,134,170,0,8,34
9,9,148,148,174,0,9,34
10,10,166,166,184,0,10,34
11,11,148,148,181,0,11,34
12,12,157,157,195,0,12,34
13,13,157,157,193,0,13,34
14,14,170,170,274,0,14,34
15,15,398,398,569,1,0,39
16,16,570,570,606,1,1,39
17,17,545,545,606,1,2,39
18,18,578,578,622,1,3,39
19,19,578,578,622,1,4,39
20,20,590,590,634,1,5,39
21,21,588,588,632,1,6,39
22,22,614,614,721,1,7,39
23,23,227,227,398,2,0,39
24,24,399,399,435,2,1,39
25,25,374,374,435,2,2,39
26,26,402,402,446,2,3,39
27,27,402,402,446,2,4,39
28,28,417,417,461,2,5,39
29,29,417,417,461,2,6,39
30,30,443,443,550,2,7,39
31,31,569,569,691,3,0,21
32,32,599,599,627,3,1,21
33,33,599,599,671,3,2,21
34,34,698,698,721,3,3,21
35,35,665,665,721,3,4,21
36,36,693,693,727,3,5,21
37,37,599,599,727,3,6,21
38,38,696,696,744,3,7,21
39,39,695,695,741,3,8,21
40,40,701,701,749,3,9,21
41,41,717,717,751,3,10,21
42,42,707,707,753,3,11,21
43,43,722,722,762,3,12,21
44,44,713,713,758,3,13,21
45,45,741,741,846,3,14,21
46,46,271,271,429,4,0,29
47,47,429,429,457,4,1,29
48,48,432,432,460,4,2,29
49,49,422,422,452,4,3,29
50,50,407,407,452,4,4,29
51,51,442,442,470,4,5,29
52,52,439,439,467,4,6,29
53,53,450,450,558,4,7,29
54,54,0,0,125,5,0,38
55,55,41,41,95,5,1,38
56,56,113,113,114,5,2,38
57,57,114,114,141,5,3,38
58,58,113,113,141,5,4,38
59,59,95,95,147,5,5,38
60,60,41,41,147,5,6,38
61,61,95,95,157,5,7,38
62,62,95,95,157,5,8,38
63,63,104,104,166,5,9,38
64,64,104,104,166,5,10,38
65,65,114,114,250,5,11,38
66,66,166,166,259,5,12,38
67,67,667,667,784,6,0,1
68,68,712,712,768,6,1,1
69,69,712,712,773,6,2,1
70,70,748,748,800,6,3,1
71,71,712,712,800,6,4,1
72,72,748,748,812,6,5,1
73,73,784,784,817,6,6,1
74,74,783,783,817,6,7,1
75,75,784,784,823,6,8,1
76,76,766,766,823,6,9,1
77,77,780,780,842,6,10,1
78,78,749,749,842,6,11,1
79,79,781,781,935,6,12,1
80,80,353,353,503,7,0,14
81,81,395,395,419,7,1,14
82,82,395,395,453,7,2,14
83,83,484,484,521,7,3,14
84,84,474,474,545,7,4,14
85,85,484,484,558,7,5,14
86,86,474,474,558,7,6,14
87,87,453,453,562,7,7,14
88,88,395,395,562,7,8,14
89,89,453,453,578,7,9,14
90,90,453,453,578,7,10,14
91,91,463,463,589,7,11,14
92,92,463,463,589,7,12,14
93,93,484,484,633,7,13,14
94,94,545,545,682,7,14,14
95,95,24,24,189,8,0,40
96,96,174,174,272,8,1,40
97,97,159,159,272,8,2,40
98,98,184,184,308,8,3,40
99,99,181,181,305,8,4,40
100,100,298,298,387,8,5,40
101,101,149,149,268,9,0,11
102,102,283,283,309,9,1,11
103,103,283,283,309,9,2,11
104,104,249,249,309,9,3,11
105,105,249,249,309,9,4,11
106,106,290,290,344,9,5,11
107,107,285,285,339,9,6,11
108,108,290,290,344,9,7,11
109,109,285,285,339,9,8,11
110,110,337,337,430,9,9,11
111,111,337,337,430,9,10,11
112,112,140,140,231,10,0,35
113,113,140,140,206,10,1,35
114,114,235,235,265,10,2,35
115,115,206,206,265,10,3,35
116,116,235,235,290,10,4,35
117,117,237,237,290,10,5,35
118,118,290,290,379,10,6,35
119,119,691,691,813,11,0,37
120,120,718,718,758,11,1,37
121,121,718,718,786,11,2,37
122,122,808,808,831,11,3,37
123,123,718,718,831,11,4,37
124,124,820,820,837,11,5,37
125,125,787,787,837,11,6,37
126,126,808,808,844,11,7,37
127,127,810,810,844,11,8,37
128,128,822,822,847,11,9,37
129,129,842,842,863,11,10,37
130,130,822,822,855,11,11,37
131,131,820,820,856,11,12,37
132,132,822,822,856,11,13,37
133,133,844,844,945,11,14,37
134,134,30,30,149,12,0,11
135,135,164,164,190,12,1,11
136,136,164,164,190,12,2,11
137,137,130,130,190,12,3,11
138,138,130,130,190,12,4,11
139,139,170,170,224,12,5,11
140,140,174,174,228,12,6,11
141,141,166,166,220,12,7,11
142,142,170,170,224,12,8,11
143,143,218,218,311,12,9,11
144,144,218,218,311,12,10,11
145,145,218,218,353,13,0,5
146,146,259,259,279,13,1,5
147,147,259,259,313,13,2,5
148,148,339,339,387,13,3,5
149,149,321,321,377,13,4,5
150,150,313,313,387,13,5,5
151,151,339,339,397,13,6,5
152,152,313,313,390,13,7,5
153,153,259,259,390,13,8,5
154,154,344,344,402,13,9,5
155,155,344,344,402,13,10,5
156,156,321,321,408,13,11,5
157,157,313,313,408,13,12,5
158,158,337,337,488,13,13,5
159,159,372,372,488,13,14,5
160,160,408,408,501,13,15,5
161,161,282,282,373,14,0,35
162,162,282,282,348,14,1,35
163,163,377,377,407,14,2,35
164,164,348,348,407,14,3,35
165,165,387,387,442,14,4,35
166,166,379,379,432,14,5,35
167,167,432,432,521,14,6,35
168,168,240,240,402,15,0,16
169,169,390,390,401,15,1,16
170,170,372,372,398,15,2,16
171,171,387,387,429,15,3,16
172,172,397,397,439,15,4,16
173,173,429,429,518,15,5,16
174,174,125,125,227,16,0,2
175,175,242,242,273,16,1,2
176,176,244,244,273,16,2,2
177,177,242,242,283,16,3,2
178,178,196,196,283,16,4,2
179,179,257,257,285,16,5,2
180,180,257,257,285,16,6,2
181,181,273,273,299,16,7,2
182,182,273,273,299,16,8,2
183,183,273,273,389,16,9,2
184,184,493,493,621,17,0,43
185,185,545,545,562,17,1,43
186,186,545,545,606,17,2,43
187,187,579,579,618,17,3,43
188,188,545,545,618,17,4,43
189,189,622,622,627,17,5,43
190,190,601,601,635,17,6,43
191,191,614,614,638,17,7,43
192,192,545,545,638,17,8,43
193,193,601,601,648,17,9,43
194,194,589,589,649,17,10,43
195,195,589,589,659,17,11,43
196,196,622,622,655,17,12,43
197,197,600,600,738,17,13,43
198,198,388,388,532,18,0,4
199,199,535,535,565,18,1,4
