instance_folder,instance_id,method,time_limit,feasibility,obj,time_offline,time_online,start_times,real_durations,mode,nb_scenarios_saa,obj_pi
j10,4,proactive_SAA_smart,60,True,41.0,0.15529489517211914,0.0002110004425048828,"[0, 10, 9, 19, 0, 3, 9, 3, 11, 31, 11, 41]","[0, 6, 2, 3, 2, 5, 1, 6, 4, 6, 4, 0]",SAA_smart,4,36.0
j10,4,proactive_SAA_smart,60,True,41.0,0.15529489517211914,0.0002219676971435547,"[0, 10, 9, 19, 0, 3, 9, 3, 11, 31, 11, 41]","[0, 8, 2, 4, 2, 5, 1, 5, 4, 7, 7, 0]",SAA_smart,4,38.0
j10,4,proactive_SAA_smart,60,True,42.0,0.15529489517211914,0.00021004676818847656,"[0, 10, 9, 19, 0, 3, 9, 3, 11, 31, 11, 41]","[0, 9, 1, 3, 1, 7, 1, 6, 3, 11, 7, 0]",SAA_smart,4,39.0
j10,4,proactive_SAA_smart,60,True,41.0,0.15529489517211914,0.0002617835998535156,"[0, 10, 9, 19, 0, 3, 9, 3, 11, 31, 11, 41]","[0, 6, 1, 2, 1, 6, 1, 4, 5, 7, 4, 0]",SAA_smart,4,34.0
j10,4,proactive_SAA_smart,60,True,41.0,0.15529489517211914,0.00018978118896484375,"[0, 10, 9, 19, 0, 3, 9, 3, 11, 31, 11, 41]","[0, 6, 2, 6, 2, 6, 1, 5, 3, 6, 6, 0]",SAA_smart,4,36.0
j10,4,proactive_SAA_smart,60,True,41.0,0.15529489517211914,0.00020384788513183594,"[0, 10, 9, 19, 0, 3, 9, 3, 11, 31, 11, 41]","[0, 7, 2, 3, 1, 7, 1, 2, 3, 7, 5, 0]",SAA_smart,4,34.0
j10,4,proactive_SAA_smart,60,True,41.0,0.15529489517211914,0.000225067138671875,"[0, 10, 9, 19, 0, 3, 9, 3, 11, 31, 11, 41]","[0, 8, 1, 2, 2, 9, 1, 4, 7, 9, 7, 0]",SAA_smart,4,37.0
j10,5,proactive_SAA_smart,60,True,36.0,0.1634199619293213,0.000263214111328125,"[0, 0, 0, 11, 7, 15, 28, 17, 13, 17, 17, 36]","[0, 11, 9, 1, 1, 2, 6, 6, 2, 5, 6, 0]",SAA_smart,4,30.0
j10,5,proactive_SAA_smart,60,True,36.0,0.1634199619293213,0.00023412704467773438,"[0, 0, 0, 11, 7, 15, 28, 17, 13, 17, 17, 36]","[0, 6, 7, 1, 2, 1, 6, 5, 1, 4, 11, 0]",SAA_smart,4,27.0
j10,5,proactive_SAA_smart,60,True,37.0,0.1634199619293213,0.0002040863037109375,"[0, 0, 0, 11, 7, 15, 28, 17, 13, 17, 17, 36]","[0, 8, 10, 2, 1, 1, 9, 5, 1, 5, 7, 0]",SAA_smart,4,30.0
j10,5,proactive_SAA_smart,60,True,36.0,0.1634199619293213,0.00018787384033203125,"[0, 0, 0, 11, 7, 15, 28, 17, 13, 17, 17, 36]","[0, 7, 6, 1, 2, 2, 6, 4, 2, 2, 10, 0]",SAA_smart,4,28.0
j10,5,proactive_SAA_smart,60,True,36.0,0.1634199619293213,0.00019621849060058594,"[0, 0, 0, 11, 7, 15, 28, 17, 13, 17, 17, 36]","[0, 7, 6, 1, 2, 2, 7, 4, 1, 4, 9, 0]",SAA_smart,4,27.0
j10,5,proactive_SAA_smart,60,True,36.0,0.1634199619293213,0.00020503997802734375,"[0, 0, 0, 11, 7, 15, 28, 17, 13, 17, 17, 36]","[0, 11, 7, 2, 1, 1, 6, 6, 1, 4, 10, 0]",SAA_smart,4,31.0
j10,5,proactive_SAA_smart,60,True,36.0,0.1634199619293213,0.0002560615539550781,"[0, 0, 0, 11, 7, 15, 28, 17, 13, 17, 17, 36]","[0, 6, 11, 2, 2, 1, 5, 7, 2, 5, 8, 0]",SAA_smart,4,28.0
j10,5,proactive_SAA_smart,60,True,36.0,0.1634199619293213,0.0002028942108154297,"[0, 0, 0, 11, 7, 15, 28, 17, 13, 17, 17, 36]","[0, 8, 7, 1, 3, 2, 8, 7, 2, 3, 7, 0]",SAA_smart,4,30.0
j10,5,proactive_SAA_smart,60,True,36.0,0.1634199619293213,0.00019311904907226562,"[0, 0, 0, 11, 7, 15, 28, 17, 13, 17, 17, 36]","[0, 9, 6, 1, 3, 1, 6, 6, 1, 4, 6, 0]",SAA_smart,4,26.0
j10,5,proactive_SAA_smart,60,True,36.0,0.1634199619293213,0.00019097328186035156,"[0, 0, 0, 11, 7, 15, 28, 17, 13, 17, 17, 36]","[0, 6, 7, 2, 2, 2, 5, 3, 2, 3, 10, 0]",SAA_smart,4,28.0
