,Makespan,Lateness,Time,Fitness,Sequence,Best_fitness,Best_sequence
0,4187,393,529.2269129753113,2290.0,"[15, 19, 11, 3, 7, 5, 6, 4, 8, 21, 10, 24, 12, 9, 14, 1, 16, 17, 18, 13, 20, 0, 22, 35, 2, 33, 26, 27, 28, 29, 30, 31, 32, 25, 39, 23, 36, 37, 38, 34, 47, 79, 42, 43, 44, 51, 46, 52, 48, 49, 40, 45, 57, 53, 54, 55, 56, 59, 58, 65, 60, 61, 62, 69, 71, 50, 66, 96, 68, 73, 70, 41, 72, 63, 74, 75, 76, 77, 78, 64, 100, 81, 82, 83, 84, 85, 86, 104, 80, 89, 90, 91, 92, 93, 94, 95, 67, 97, 101, 99, 88, 98, 102, 103, 87, 105, 106, 107, 108, 109, 115, 111, 112, 119, 114, 110, 116, 117, 118, 113]",2290.0,"[15, 19, 11, 3, 7, 5, 6, 4, 8, 21, 10, 24, 12, 9, 14, 1, 16, 17, 18, 13, 20, 0, 22, 35, 2, 33, 26, 27, 28, 29, 30, 31, 32, 25, 39, 23, 36, 37, 38, 34, 47, 79, 42, 43, 44, 51, 46, 52, 48, 49, 40, 45, 57, 53, 54, 55, 56, 59, 58, 65, 60, 61, 62, 69, 71, 50, 66, 96, 68, 73, 70, 41, 72, 63, 74, 75, 76, 77, 78, 64, 100, 81, 82, 83, 84, 85, 86, 104, 80, 89, 90, 91, 92, 93, 94, 95, 67, 97, 101, 99, 88, 98, 102, 103, 87, 105, 106, 107, 108, 109, 115, 111, 112, 119, 114, 110, 116, 117, 118, 113]"
