Makespan,Lateness,Time,Fitness,Sequence,Best_fitness,Best_sequence
4251,2262,487.7709562778473,3753.75,"[11, 25, 12, 14, 1, 5, 17, 3, 8, 9, 13, 4, 19, 2, 0, 15, 6, 10, 18, 16, 20, 21, 7, 34, 35, 37, 38, 27, 36, 29, 30, 31, 32, 23, 22, 33, 26, 39, 24, 28, 40, 69, 42, 48, 44, 45, 46, 57, 59, 53, 50, 56, 52, 49, 54, 55, 51, 47, 58, 43, 60, 75, 62, 63, 64, 65, 66, 67, 68, 41, 70, 71, 72, 73, 74, 61, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119]",3753.75,"[11, 25, 12, 14, 1, 5, 17, 3, 8, 9, 13, 4, 19, 2, 0, 15, 6, 10, 18, 16, 20, 21, 7, 34, 35, 37, 38, 27, 36, 29, 30, 31, 32, 23, 22, 33, 26, 39, 24, 28, 40, 69, 42, 48, 44, 45, 46, 57, 59, 53, 50, 56, 52, 49, 54, 55, 51, 47, 58, 43, 60, 75, 62, 63, 64, 65, 66, 67, 68, 41, 70, 71, 72, 73, 74, 61, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119]"
