instance_folder,instance_id,method,time_limit_pi,time_limit_cp_stnu,obj,obj_pi,rel_regret,feasibility,feasibility_pi,real_durations,start_times,time_offline,time_online,mode
ubo50,34,STNU,10,10,211.0,195.0,8.205128205128204,True,True,"[0, 1, 6, 1, 9, 1, 1, 8, 3, 11, 7, 6, 11, 6, 3, 2, 1, 1, 8, 4, 1, 1, 4, 5, 1, 11, 11, 6, 1, 4, 8, 8, 2, 1, 4, 6, 3, 3, 3, 8, 1, 1, 7, 1, 12, 6, 6, 1, 3, 1, 12, 0]","[0, 108, 0, 6, 100, 6, 24, 55, 137, 187, 168, 57, 106, 117, 110, 184, 99, 141, 91, 83, 144, 112, 108, 36, 23, 25, 43, 126, 54, 8, 154, 100, 41, 163, 74, 169, 165, 148, 132, 43, 198, 12, 76, 143, 113, 63, 17, 7, 151, 125, 199, 209]",10.850500106811523,1.421203851699829,mean
ubo50,34,STNU,10,10,211.0,207.0,1.932367149758454,True,True,"[0, 1, 6, 1, 7, 1, 2, 10, 5, 8, 12, 7, 9, 7, 3, 4, 1, 1, 9, 4, 2, 1, 5, 7, 1, 9, 10, 6, 1, 5, 5, 7, 3, 2, 4, 6, 5, 4, 5, 10, 1, 1, 9, 1, 9, 10, 4, 1, 5, 1, 11, 0]","[0, 109, 0, 6, 102, 6, 22, 54, 136, 191, 173, 56, 106, 115, 112, 187, 101, 143, 92, 85, 146, 114, 109, 33, 21, 24, 43, 125, 53, 8, 159, 102, 40, 165, 74, 172, 168, 150, 131, 43, 199, 13, 76, 145, 115, 64, 17, 7, 154, 124, 200, 210]",10.850500106811523,1.46478271484375,mean
ubo50,34,STNU,10,10,208.0,194.0,7.216494845360825,True,True,"[0, 1, 7, 1, 8, 1, 2, 8, 3, 12, 11, 5, 8, 5, 3, 2, 1, 1, 6, 5, 2, 1, 3, 6, 1, 8, 11, 5, 1, 4, 5, 7, 2, 3, 6, 10, 4, 5, 3, 7, 1, 1, 9, 2, 8, 9, 5, 2, 6, 1, 8, 0]","[0, 103, 0, 7, 96, 7, 23, 53, 130, 185, 167, 55, 104, 113, 106, 182, 95, 137, 89, 83, 141, 106, 103, 33, 22, 25, 41, 119, 52, 10, 155, 96, 39, 160, 72, 167, 163, 144, 124, 41, 197, 14, 74, 139, 109, 61, 17, 8, 149, 118, 198, 208]",10.850500106811523,1.499168872833252,mean
ubo50,34,STNU,10,10,216.0,209.0,3.349282296650718,True,True,"[0, 1, 6, 2, 10, 1, 1, 11, 3, 12, 8, 8, 10, 9, 2, 4, 1, 1, 8, 6, 2, 1, 5, 6, 1, 8, 11, 4, 1, 7, 7, 7, 3, 2, 6, 11, 6, 5, 5, 8, 1, 1, 9, 1, 6, 7, 6, 1, 6, 2, 7, 0]","[0, 109, 0, 6, 102, 6, 24, 54, 137, 193, 176, 56, 105, 115, 112, 189, 101, 143, 93, 84, 146, 114, 109, 33, 23, 25, 42, 126, 53, 9, 161, 102, 39, 168, 73, 174, 170, 150, 130, 42, 205, 16, 75, 145, 115, 65, 17, 8, 155, 124, 206, 216]",10.850500106811523,1.4103329181671143,mean
ubo50,35,STNU,10,10,inf,inf,0.0,False,False,"[0, 4, 1, 5, 4, 8, 5, 6, 6, 11, 2, 1, 3, 1, 1, 4, 12, 7, 2, 1, 3, 7, 3, 1, 5, 6, 1, 9, 7, 1, 6, 6, 7, 6, 8, 1, 4, 6, 5, 1, 1, 5, 1, 4, 11, 1, 2, 1, 4, 4, 5, 0]",,0.03535890579223633,0.0,mean
ubo50,35,STNU,10,10,inf,inf,0.0,False,False,"[0, 5, 1, 7, 4, 12, 8, 6, 4, 6, 1, 3, 4, 1, 1, 7, 7, 10, 1, 1, 2, 5, 1, 1, 4, 4, 1, 7, 7, 1, 9, 12, 6, 9, 6, 1, 5, 6, 7, 1, 1, 4, 2, 3, 9, 1, 1, 1, 7, 7, 6, 0]",,0.03535890579223633,0.0,mean
ubo50,35,STNU,10,10,inf,200.0,100.0,False,True,"[0, 7, 1, 8, 5, 10, 5, 8, 3, 11, 1, 2, 3, 1, 1, 6, 11, 7, 3, 2, 3, 3, 1, 1, 4, 7, 1, 8, 4, 1, 7, 9, 9, 10, 5, 1, 5, 7, 4, 1, 1, 2, 3, 2, 9, 1, 1, 1, 4, 5, 9, 0]",,0.03535890579223633,0.0,mean
ubo50,35,STNU,10,10,inf,inf,0.0,False,False,"[0, 5, 1, 6, 3, 7, 7, 6, 5, 11, 2, 2, 3, 1, 1, 4, 9, 10, 3, 1, 2, 7, 1, 1, 7, 6, 1, 5, 7, 1, 6, 6, 9, 6, 7, 1, 3, 6, 4, 1, 1, 5, 1, 3, 11, 1, 1, 1, 6, 7, 8, 0]",,0.03535890579223633,0.0,mean
ubo50,35,STNU,10,10,inf,inf,0.0,False,False,"[0, 6, 1, 8, 4, 10, 5, 8, 5, 8, 1, 1, 6, 1, 1, 4, 6, 10, 3, 2, 2, 4, 3, 1, 8, 3, 1, 8, 8, 1, 5, 12, 7, 8, 8, 1, 4, 5, 8, 1, 1, 4, 1, 2, 11, 1, 2, 2, 5, 8, 7, 0]",,0.03535890579223633,0.0,mean
ubo50,35,STNU,10,10,inf,inf,0.0,False,False,"[0, 7, 1, 9, 4, 9, 9, 8, 5, 8, 2, 1, 6, 1, 1, 7, 7, 8, 1, 2, 3, 5, 3, 1, 4, 7, 1, 6, 5, 1, 9, 8, 6, 6, 7, 1, 5, 6, 8, 1, 1, 2, 1, 5, 9, 1, 2, 2, 3, 6, 5, 0]",,0.03535890579223633,0.0,mean
ubo50,35,STNU,10,10,inf,inf,0.0,False,False,"[0, 5, 1, 6, 3, 9, 5, 8, 3, 6, 2, 3, 3, 1, 1, 4, 8, 10, 2, 2, 3, 3, 3, 1, 7, 5, 1, 9, 6, 1, 5, 8, 9, 8, 8, 1, 4, 8, 5, 1, 1, 2, 3, 5, 7, 1, 1, 1, 4, 8, 6, 0]",,0.03535890579223633,0.0,mean
ubo50,35,STNU,10,10,inf,inf,0.0,False,False,"[0, 7, 1, 7, 2, 8, 9, 9, 5, 8, 1, 1, 3, 1, 1, 7, 11, 6, 3, 1, 1, 3, 1, 1, 4, 5, 1, 8, 8, 1, 9, 7, 5, 6, 7, 1, 3, 5, 8, 1, 1, 2, 1, 2, 6, 1, 2, 2, 6, 7, 5, 0]",,0.03535890579223633,0.0,mean
ubo50,35,STNU,10,10,inf,196.0,100.0,False,True,"[0, 8, 1, 7, 4, 9, 8, 5, 6, 10, 2, 1, 5, 1, 1, 6, 10, 9, 3, 1, 3, 6, 2, 1, 8, 6, 1, 8, 4, 1, 9, 12, 8, 10, 6, 1, 2, 5, 4, 1, 1, 4, 3, 3, 12, 1, 1, 1, 6, 6, 5, 0]",,0.03535890579223633,0.0,mean
ubo50,35,STNU,10,10,inf,inf,0.0,False,False,"[0, 4, 1, 8, 5, 8, 8, 7, 6, 11, 2, 2, 3, 1, 1, 5, 12, 9, 3, 1, 3, 5, 1, 1, 6, 6, 1, 5, 8, 1, 5, 12, 6, 6, 9, 1, 5, 4, 6, 1, 1, 3, 1, 4, 8, 1, 1, 1, 4, 6, 8, 0]",,0.03535890579223633,0.0,mean
ubo50,36,STNU,10,10,inf,165.0,100.0,False,True,"[0, 7, 5, 3, 12, 4, 3, 3, 2, 10, 9, 1, 1, 1, 3, 1, 6, 2, 6, 3, 6, 4, 6, 5, 1, 6, 1, 1, 7, 6, 5, 7, 7, 7, 10, 1, 7, 1, 9, 10, 1, 3, 1, 1, 2, 2, 1, 1, 8, 6, 6, 0]",,10.969807863235474,0.0,mean
ubo50,36,STNU,10,10,inf,171.0,100.0,False,True,"[0, 8, 5, 5, 12, 3, 5, 1, 2, 7, 5, 1, 1, 1, 2, 1, 7, 2, 9, 3, 7, 7, 12, 6, 3, 3, 1, 1, 8, 9, 2, 4, 5, 9, 10, 1, 8, 1, 9, 9, 3, 1, 2, 1, 2, 2, 3, 2, 7, 4, 10, 0]",,10.969807863235474,0.0,mean
ubo50,36,STNU,10,10,inf,174.0,100.0,False,True,"[0, 7, 5, 2, 8, 5, 3, 1, 3, 10, 5, 1, 2, 1, 1, 1, 12, 2, 8, 5, 7, 7, 12, 3, 1, 3, 1, 1, 7, 6, 3, 7, 5, 11, 11, 1, 10, 1, 6, 10, 1, 3, 2, 1, 2, 1, 1, 1, 7, 8, 6, 0]",,10.969807863235474,0.0,mean
ubo50,36,STNU,10,10,inf,160.0,100.0,False,True,"[0, 8, 3, 2, 10, 2, 4, 1, 3, 8, 7, 1, 3, 1, 1, 1, 8, 2, 6, 3, 9, 4, 7, 6, 3, 4, 1, 1, 6, 6, 6, 5, 7, 6, 10, 1, 7, 1, 11, 8, 1, 2, 1, 1, 2, 3, 1, 1, 9, 5, 10, 0]",,10.969807863235474,0.0,mean
ubo50,36,STNU,10,10,inf,162.0,100.0,False,True,"[0, 6, 5, 5, 9, 2, 3, 2, 2, 6, 6, 1, 1, 1, 1, 1, 10, 2, 9, 2, 11, 5, 7, 2, 2, 4, 1, 1, 8, 7, 3, 6, 6, 8, 9, 1, 11, 1, 11, 6, 1, 1, 2, 1, 3, 3, 2, 1, 7, 8, 8, 0]",,10.969807863235474,0.0,mean
ubo50,36,STNU,10,10,inf,161.0,100.0,False,True,"[0, 7, 2, 2, 7, 3, 3, 2, 3, 9, 8, 1, 1, 1, 1, 1, 7, 1, 5, 4, 8, 6, 8, 4, 2, 6, 1, 1, 6, 9, 2, 6, 8, 6, 10, 1, 12, 1, 9, 10, 2, 3, 1, 1, 1, 1, 3, 2, 7, 6, 10, 0]",,10.969807863235474,0.0,mean
ubo50,36,STNU,10,10,inf,166.0,100.0,False,True,"[0, 9, 3, 3, 7, 2, 4, 2, 6, 7, 7, 1, 1, 1, 3, 1, 12, 2, 5, 4, 8, 7, 9, 2, 2, 5, 1, 1, 11, 7, 2, 4, 8, 8, 8, 1, 9, 1, 9, 11, 1, 3, 2, 1, 2, 3, 3, 1, 9, 4, 6, 0]",,10.969807863235474,0.0,mean
ubo50,36,STNU,10,10,inf,184.0,100.0,False,True,"[0, 11, 2, 3, 12, 2, 2, 3, 2, 8, 9, 1, 1, 1, 1, 1, 12, 2, 5, 5, 6, 4, 7, 6, 3, 6, 1, 1, 8, 8, 2, 5, 7, 7, 10, 1, 10, 1, 7, 10, 3, 2, 2, 1, 1, 1, 3, 2, 6, 7, 7, 0]",,10.969807863235474,0.0,mean
ubo50,36,STNU,10,10,inf,182.0,100.0,False,True,"[0, 9, 6, 5, 9, 2, 4, 2, 6, 9, 9, 1, 2, 1, 1, 1, 7, 2, 6, 5, 9, 6, 11, 5, 2, 3, 1, 1, 8, 5, 3, 8, 5, 6, 8, 1, 10, 1, 9, 7, 2, 2, 1, 1, 2, 1, 1, 1, 6, 4, 9, 0]",,10.969807863235474,0.0,mean
ubo50,36,STNU,10,10,inf,172.0,100.0,False,True,"[0, 11, 6, 5, 7, 3, 2, 1, 4, 11, 7, 1, 1, 1, 2, 1, 10, 1, 8, 2, 6, 6, 8, 2, 3, 3, 1, 1, 6, 7, 2, 6, 6, 12, 9, 1, 11, 1, 8, 7, 3, 2, 2, 1, 2, 3, 2, 2, 9, 6, 7, 0]",,10.969807863235474,0.0,mean
ubo50,37,STNU,10,10,inf,198.0,100.0,False,True,"[0, 1, 4, 1, 4, 1, 1, 10, 2, 5, 1, 3, 5, 10, 7, 8, 6, 1, 8, 8, 1, 1, 8, 3, 7, 1, 1, 5, 1, 5, 1, 1, 7, 4, 6, 5, 1, 6, 7, 1, 11, 1, 5, 2, 1, 3, 9, 12, 1, 1, 1, 0]",,0.926976203918457,0.0,mean
ubo50,37,STNU,10,10,inf,210.0,100.0,False,True,"[0, 1, 6, 1, 8, 1, 3, 8, 2, 5, 1, 4, 7, 7, 9, 11, 5, 1, 7, 11, 1, 2, 6, 4, 4, 1, 1, 9, 1, 4, 1, 1, 11, 6, 6, 8, 1, 6, 7, 1, 11, 1, 5, 1, 2, 2, 6, 8, 2, 2, 2, 0]",,0.926976203918457,0.0,mean
ubo50,37,STNU,10,10,inf,207.0,100.0,False,True,"[0, 1, 5, 1, 7, 1, 1, 6, 2, 9, 1, 2, 3, 9, 7, 7, 7, 2, 5, 11, 1, 2, 10, 5, 3, 1, 1, 5, 1, 3, 1, 2, 7, 2, 11, 7, 1, 8, 9, 1, 9, 2, 3, 2, 2, 5, 10, 9, 1, 2, 2, 0]",,0.926976203918457,0.0,mean
ubo50,37,STNU,10,10,inf,214.0,100.0,False,True,"[0, 1, 6, 1, 5, 1, 1, 8, 2, 9, 2, 5, 4, 9, 8, 9, 6, 1, 7, 6, 1, 2, 6, 5, 7, 1, 1, 5, 1, 4, 1, 2, 9, 4, 11, 6, 1, 4, 11, 1, 12, 2, 3, 2, 3, 4, 8, 8, 1, 1, 1, 0]",,0.926976203918457,0.0,mean
ubo50,37,STNU,10,10,inf,219.0,100.0,False,True,"[0, 1, 7, 1, 7, 1, 1, 11, 2, 8, 2, 5, 4, 9, 6, 8, 9, 2, 6, 11, 1, 1, 9, 4, 4, 1, 1, 7, 1, 6, 1, 1, 9, 5, 8, 9, 1, 5, 6, 1, 11, 1, 5, 2, 2, 2, 9, 7, 2, 2, 2, 0]",,0.926976203918457,0.0,mean
ubo50,37,STNU,10,10,inf,202.0,100.0,False,True,"[0, 1, 4, 1, 5, 1, 2, 8, 2, 6, 2, 3, 7, 9, 10, 10, 9, 1, 8, 10, 1, 2, 11, 3, 4, 1, 1, 5, 1, 4, 1, 2, 8, 2, 10, 5, 1, 4, 6, 1, 6, 1, 3, 2, 3, 4, 8, 11, 1, 3, 2, 0]",,0.926976203918457,0.0,mean
ubo50,37,STNU,10,10,inf,214.0,100.0,False,True,"[0, 1, 4, 1, 7, 1, 2, 10, 1, 7, 2, 2, 6, 11, 10, 9, 9, 2, 8, 7, 1, 2, 9, 5, 3, 1, 1, 9, 1, 4, 1, 1, 7, 2, 7, 7, 1, 6, 6, 1, 9, 2, 6, 1, 2, 5, 11, 11, 2, 1, 2, 0]",,0.926976203918457,0.0,mean
ubo50,37,STNU,10,10,inf,209.0,100.0,False,True,"[0, 1, 5, 1, 5, 1, 2, 9, 1, 6, 2, 4, 5, 11, 7, 10, 9, 1, 6, 6, 1, 2, 7, 4, 5, 1, 1, 6, 1, 5, 1, 2, 8, 4, 6, 9, 1, 5, 9, 1, 11, 1, 6, 1, 1, 4, 7, 9, 1, 2, 1, 0]",,0.926976203918457,0.0,mean
ubo50,37,STNU,10,10,inf,209.0,100.0,False,True,"[0, 1, 8, 1, 8, 1, 3, 11, 1, 5, 2, 3, 5, 9, 7, 9, 5, 1, 8, 10, 1, 2, 6, 6, 6, 1, 1, 5, 1, 6, 1, 1, 10, 4, 11, 5, 1, 6, 8, 1, 9, 1, 3, 1, 1, 3, 7, 11, 1, 1, 2, 0]",,0.926976203918457,0.0,mean
ubo50,37,STNU,10,10,inf,205.0,100.0,False,True,"[0, 1, 4, 1, 5, 1, 2, 9, 2, 8, 1, 2, 4, 10, 9, 11, 5, 2, 4, 7, 1, 1, 10, 3, 5, 1, 1, 7, 1, 5, 1, 1, 6, 4, 6, 7, 1, 4, 10, 1, 11, 2, 3, 2, 2, 6, 9, 6, 1, 2, 2, 0]",,0.926976203918457,0.0,mean
ubo50,38,STNU,10,10,inf,inf,0.0,False,False,"[0, 9, 1, 2, 11, 9, 6, 6, 8, 6, 2, 3, 4, 7, 8, 5, 2, 10, 3, 5, 11, 2, 2, 5, 9, 8, 4, 9, 2, 3, 1, 6, 3, 2, 7, 8, 1, 1, 8, 8, 6, 1, 5, 5, 6, 2, 8, 1, 1, 9, 1, 0]",,0.03968405723571777,0.0,mean
ubo50,38,STNU,10,10,inf,inf,0.0,False,False,"[0, 6, 1, 2, 6, 6, 4, 6, 8, 6, 2, 2, 4, 8, 10, 4, 3, 12, 3, 5, 11, 1, 4, 3, 9, 8, 5, 11, 1, 3, 1, 4, 2, 2, 5, 8, 2, 1, 9, 5, 4, 1, 5, 5, 6, 3, 12, 1, 1, 10, 1, 0]",,0.03968405723571777,0.0,mean
ubo50,38,STNU,10,10,inf,inf,0.0,False,False,"[0, 9, 1, 3, 10, 9, 4, 7, 6, 8, 2, 2, 3, 6, 6, 4, 5, 6, 5, 8, 11, 2, 5, 5, 8, 10, 7, 11, 3, 1, 1, 5, 4, 2, 7, 7, 2, 1, 9, 6, 5, 1, 5, 4, 4, 5, 7, 1, 1, 10, 1, 0]",,0.03968405723571777,0.0,mean
ubo50,38,STNU,10,10,inf,207.0,100.0,False,True,"[0, 10, 1, 2, 10, 7, 5, 6, 6, 5, 2, 2, 4, 7, 10, 2, 2, 12, 2, 8, 9, 1, 4, 5, 10, 11, 4, 6, 1, 2, 1, 4, 2, 2, 5, 8, 1, 1, 8, 7, 6, 1, 5, 3, 4, 2, 6, 2, 1, 10, 1, 0]",,0.03968405723571777,0.0,mean
ubo50,38,STNU,10,10,inf,222.0,100.0,False,True,"[0, 11, 1, 1, 11, 7, 5, 10, 7, 4, 2, 1, 2, 6, 11, 4, 4, 10, 5, 6, 9, 3, 4, 2, 9, 11, 6, 6, 3, 3, 1, 3, 4, 1, 8, 12, 2, 1, 12, 6, 6, 1, 4, 7, 8, 2, 8, 1, 1, 8, 1, 0]",,0.03968405723571777,0.0,mean
ubo50,38,STNU,10,10,inf,inf,0.0,False,False,"[0, 8, 1, 3, 8, 5, 7, 6, 7, 6, 2, 1, 3, 6, 10, 4, 5, 9, 5, 7, 11, 2, 6, 5, 8, 9, 4, 9, 1, 3, 1, 3, 6, 2, 7, 9, 1, 1, 9, 6, 7, 1, 5, 6, 8, 4, 8, 2, 1, 9, 1, 0]",,0.03968405723571777,0.0,mean
ubo50,38,STNU,10,10,inf,inf,0.0,False,False,"[0, 10, 1, 1, 8, 5, 5, 9, 8, 8, 1, 1, 4, 8, 9, 4, 5, 6, 3, 5, 8, 1, 4, 3, 10, 8, 6, 11, 3, 1, 1, 6, 4, 3, 8, 8, 2, 1, 9, 4, 8, 1, 3, 5, 4, 4, 6, 1, 1, 10, 1, 0]",,0.03968405723571777,0.0,mean
ubo50,38,STNU,10,10,inf,inf,0.0,False,False,"[0, 7, 1, 2, 6, 5, 6, 10, 8, 5, 1, 3, 5, 8, 10, 3, 2, 10, 2, 8, 11, 3, 2, 2, 11, 8, 5, 9, 2, 1, 1, 6, 3, 3, 6, 12, 1, 1, 10, 7, 7, 1, 4, 5, 5, 3, 9, 2, 1, 7, 1, 0]",,0.03968405723571777,0.0,mean
ubo50,38,STNU,10,10,inf,inf,0.0,False,False,"[0, 7, 1, 1, 8, 6, 5, 8, 5, 6, 2, 1, 4, 5, 8, 4, 2, 11, 3, 6, 8, 3, 3, 6, 10, 10, 5, 11, 1, 1, 1, 6, 5, 2, 5, 6, 2, 1, 7, 4, 6, 1, 4, 5, 6, 3, 12, 2, 1, 12, 1, 0]",,0.03968405723571777,0.0,mean
ubo50,38,STNU,10,10,inf,211.0,100.0,False,True,"[0, 8, 1, 3, 8, 5, 7, 10, 5, 7, 1, 3, 2, 6, 6, 3, 4, 8, 4, 5, 8, 3, 6, 3, 11, 9, 8, 6, 3, 1, 1, 5, 5, 1, 6, 11, 2, 1, 11, 8, 5, 1, 2, 4, 8, 2, 7, 1, 1, 12, 1, 0]",,0.03968405723571777,0.0,mean
ubo50,39,STNU,10,10,inf,inf,0.0,False,False,"[0, 4, 3, 8, 6, 6, 1, 5, 7, 9, 1, 1, 6, 1, 2, 7, 9, 1, 8, 6, 7, 6, 3, 7, 8, 5, 3, 3, 11, 4, 9, 1, 2, 1, 7, 2, 3, 8, 6, 6, 9, 8, 1, 5, 9, 7, 10, 12, 9, 6, 9, 0]",,0.03607916831970215,0.0,mean
ubo50,39,STNU,10,10,inf,inf,0.0,False,False,"[0, 5, 6, 8, 9, 6, 3, 7, 4, 7, 1, 1, 10, 2, 2, 5, 8, 1, 11, 3, 8, 7, 2, 4, 6, 5, 6, 2, 9, 8, 6, 1, 1, 2, 7, 2, 2, 12, 7, 6, 8, 7, 1, 5, 9, 7, 10, 10, 9, 6, 7, 0]",,0.03607916831970215,0.0,mean
ubo50,39,STNU,10,10,inf,245.0,100.0,False,True,"[0, 4, 3, 8, 11, 8, 1, 4, 7, 8, 1, 1, 8, 2, 2, 8, 8, 1, 7, 4, 5, 8, 1, 3, 7, 8, 7, 2, 8, 8, 11, 1, 2, 2, 4, 1, 3, 6, 8, 9, 6, 9, 1, 2, 11, 8, 7, 8, 11, 5, 7, 0]",,0.03607916831970215,0.0,mean
ubo50,39,STNU,10,10,inf,247.0,100.0,False,True,"[0, 4, 6, 7, 9, 10, 2, 5, 8, 8, 1, 1, 7, 2, 2, 5, 5, 1, 8, 3, 6, 7, 1, 4, 6, 5, 5, 3, 8, 8, 12, 1, 2, 2, 6, 1, 3, 10, 5, 7, 7, 9, 1, 3, 11, 8, 9, 7, 6, 7, 6, 0]",,0.03607916831970215,0.0,mean
ubo50,39,STNU,10,10,inf,inf,0.0,False,False,"[0, 5, 5, 8, 6, 9, 1, 4, 4, 10, 1, 1, 11, 2, 1, 8, 5, 1, 9, 6, 6, 4, 3, 6, 8, 9, 5, 2, 11, 8, 11, 1, 1, 1, 4, 2, 2, 8, 9, 5, 8, 11, 1, 5, 7, 8, 9, 11, 7, 5, 11, 0]",,0.03607916831970215,0.0,mean
ubo50,39,STNU,10,10,inf,inf,0.0,False,False,"[0, 5, 5, 8, 6, 10, 1, 7, 8, 8, 1, 1, 11, 1, 2, 9, 5, 1, 6, 5, 5, 7, 2, 4, 4, 9, 5, 2, 11, 4, 10, 1, 2, 1, 6, 1, 3, 10, 9, 5, 7, 6, 1, 5, 12, 4, 6, 11, 12, 3, 8, 0]",,0.03607916831970215,0.0,mean
ubo50,39,STNU,10,10,inf,247.0,100.0,False,True,"[0, 2, 5, 6, 11, 8, 3, 4, 5, 8, 1, 1, 10, 1, 1, 7, 6, 1, 7, 4, 5, 5, 3, 5, 8, 7, 5, 2, 10, 7, 7, 1, 2, 2, 7, 1, 3, 8, 9, 8, 8, 6, 1, 2, 6, 7, 9, 11, 9, 4, 10, 0]",,0.03607916831970215,0.0,mean
ubo50,39,STNU,10,10,inf,242.0,100.0,False,True,"[0, 2, 4, 5, 9, 9, 3, 3, 6, 11, 1, 1, 11, 2, 2, 5, 9, 1, 7, 7, 8, 5, 2, 5, 8, 5, 4, 3, 6, 8, 7, 1, 1, 1, 5, 2, 2, 8, 9, 8, 11, 7, 1, 2, 10, 8, 8, 10, 11, 3, 10, 0]",,0.03607916831970215,0.0,mean
ubo50,39,STNU,10,10,inf,inf,0.0,False,False,"[0, 2, 3, 4, 7, 11, 3, 3, 6, 10, 1, 1, 8, 1, 2, 5, 7, 1, 7, 4, 5, 7, 1, 3, 5, 5, 4, 1, 7, 6, 8, 2, 1, 1, 6, 1, 1, 7, 9, 5, 8, 6, 1, 5, 11, 7, 9, 9, 8, 6, 9, 0]",,0.03607916831970215,0.0,mean
ubo50,39,STNU,10,10,inf,238.0,100.0,False,True,"[0, 2, 2, 4, 9, 6, 2, 6, 6, 8, 1, 1, 7, 2, 1, 8, 9, 1, 8, 3, 6, 4, 2, 4, 4, 6, 5, 2, 9, 4, 8, 1, 1, 2, 7, 2, 1, 9, 7, 5, 6, 10, 1, 3, 10, 6, 10, 9, 6, 5, 8, 0]",,0.03607916831970215,0.0,mean
ubo50,40,STNU,10,10,inf,181.0,100.0,False,True,"[0, 1, 1, 2, 9, 7, 7, 4, 1, 2, 11, 4, 5, 10, 2, 11, 5, 7, 7, 1, 6, 6, 1, 1, 1, 4, 1, 5, 8, 8, 10, 1, 2, 7, 1, 4, 5, 1, 8, 5, 6, 1, 2, 6, 3, 4, 5, 3, 2, 4, 7, 0]",,10.742434024810791,0.0,mean
ubo50,40,STNU,10,10,inf,166.0,100.0,False,True,"[0, 1, 2, 2, 6, 9, 6, 3, 1, 5, 9, 3, 4, 11, 1, 7, 5, 7, 6, 2, 9, 5, 3, 3, 1, 5, 1, 3, 6, 6, 7, 2, 3, 4, 1, 4, 3, 1, 6, 7, 7, 1, 2, 7, 5, 2, 7, 2, 2, 5, 5, 0]",,10.742434024810791,0.0,mean
ubo50,40,STNU,10,10,inf,167.0,100.0,False,True,"[0, 1, 1, 2, 11, 6, 4, 5, 1, 4, 9, 7, 3, 9, 2, 6, 9, 8, 7, 2, 5, 4, 2, 3, 1, 5, 1, 4, 7, 8, 10, 1, 2, 5, 1, 5, 5, 1, 5, 4, 3, 1, 1, 6, 5, 2, 7, 4, 1, 2, 6, 0]",,10.742434024810791,0.0,mean
ubo50,40,STNU,10,10,inf,186.0,100.0,False,True,"[0, 2, 1, 3, 6, 7, 8, 5, 1, 4, 7, 4, 4, 9, 1, 11, 8, 4, 9, 1, 9, 4, 2, 2, 1, 4, 1, 5, 9, 7, 12, 1, 3, 6, 1, 5, 5, 1, 4, 6, 5, 1, 2, 11, 5, 5, 7, 2, 2, 2, 7, 0]",,10.742434024810791,0.0,mean
ubo50,40,STNU,10,10,inf,173.0,100.0,False,True,"[0, 2, 2, 2, 7, 7, 4, 2, 1, 2, 9, 6, 4, 10, 1, 7, 9, 5, 7, 1, 7, 4, 2, 1, 1, 6, 1, 7, 7, 8, 12, 1, 1, 5, 1, 4, 2, 1, 5, 5, 6, 1, 1, 12, 4, 3, 8, 3, 1, 2, 8, 0]",,10.742434024810791,0.0,mean
ubo50,40,STNU,10,10,inf,175.0,100.0,False,True,"[0, 1, 2, 2, 11, 9, 7, 3, 1, 2, 9, 6, 5, 10, 1, 11, 8, 5, 8, 2, 6, 3, 3, 1, 1, 8, 1, 7, 10, 7, 6, 1, 3, 6, 1, 4, 4, 1, 5, 4, 3, 1, 1, 8, 2, 3, 6, 2, 1, 3, 6, 0]",,10.742434024810791,0.0,mean
ubo50,40,STNU,10,10,inf,170.0,100.0,False,True,"[0, 2, 2, 1, 7, 5, 7, 5, 1, 4, 9, 6, 5, 10, 1, 7, 5, 6, 6, 1, 6, 7, 3, 3, 1, 4, 1, 7, 6, 5, 7, 2, 3, 6, 1, 5, 4, 1, 6, 4, 5, 1, 2, 11, 2, 5, 7, 5, 1, 5, 9, 0]",,10.742434024810791,0.0,mean
ubo50,40,STNU,10,10,inf,180.0,100.0,False,True,"[0, 2, 1, 3, 8, 6, 4, 5, 1, 2, 9, 6, 2, 11, 1, 10, 7, 5, 10, 1, 9, 3, 3, 1, 1, 5, 1, 6, 9, 8, 9, 2, 1, 5, 1, 2, 4, 1, 8, 7, 4, 1, 2, 12, 4, 5, 5, 2, 1, 5, 5, 0]",,10.742434024810791,0.0,mean
ubo50,40,STNU,10,10,inf,179.0,100.0,False,True,"[0, 2, 1, 3, 11, 8, 6, 3, 1, 5, 8, 3, 4, 11, 2, 9, 6, 6, 11, 2, 5, 3, 2, 1, 1, 4, 1, 5, 10, 5, 12, 1, 3, 5, 1, 4, 3, 1, 4, 4, 5, 1, 1, 12, 3, 2, 6, 2, 1, 6, 9, 0]",,10.742434024810791,0.0,mean
ubo50,40,STNU,10,10,inf,187.0,100.0,False,True,"[0, 1, 1, 2, 8, 9, 7, 2, 1, 2, 10, 7, 5, 7, 2, 8, 6, 6, 8, 1, 9, 7, 1, 1, 1, 6, 1, 5, 11, 9, 6, 1, 1, 6, 1, 2, 5, 1, 7, 4, 4, 1, 1, 12, 3, 4, 5, 5, 1, 3, 8, 0]",,10.742434024810791,0.0,mean
