,instance,it,makespan_lb,makespan_stnu,regret,instance_type
0,1_1_factory_1,0,191,191,0,1
1,1_1_factory_1,1,189,189,0,1
2,1_1_factory_1,2,191,191,0,1
3,1_1_factory_1,3,195,195,0,1
4,1_1_factory_1,4,193,193,0,1
5,1_1_factory_1,5,205,205,0,1
6,1_1_factory_1,6,204,204,0,1
7,1_1_factory_1,7,203,203,0,1
8,1_1_factory_1,8,193,193,0,1
9,1_1_factory_1,9,203,203,0,1
