,instance_name,iteration,makespan_stnu,makespan_lb,gap_pi,time_initial_cp,time_build_stnu,time_dc_checking,time_rte,time_cp_lb
44,j302_1,4,34,34,0.0,0.058125972747802734,0.019594430923461914,0.39650821685791016,0.030022144317626953,0.05302309989929199
45,j302_1,5,33,33,0.0,0.058125972747802734,0.019594430923461914,0.39650821685791016,0.028800010681152344,0.052687883377075195
46,j302_1,6,36,35,0.0,0.058125972747802734,0.019594430923461914,0.39650821685791016,0.031706809997558594,0.05596613883972168
47,j302_1,7,33,33,0.0,0.058125972747802734,0.019594430923461914,0.39650821685791016,0.03311896324157715,0.05760478973388672
48,j302_1,8,32,31,0.0,0.058125972747802734,0.019594430923461914,0.39650821685791016,0.032097816467285156,0.057627201080322266
49,j302_1,9,28,26,0.0,0.058125972747802734,0.019594430923461914,0.39650821685791016,0.03437328338623047,0.05884289741516113
50,j302_2,0,47,46,0.0,0.057546138763427734,0.08764410018920898,0.4405670166015625,0.04110312461853027,0.06534028053283691
51,j302_2,1,53,50,0.0,0.057546138763427734,0.08764410018920898,0.4405670166015625,0.03293609619140625,0.06077694892883301
52,j302_2,2,53,52,0.0,0.057546138763427734,0.08764410018920898,0.4405670166015625,0.034358978271484375,0.09106802940368652
53,j302_2,3,51,51,0.0,0.057546138763427734,0.08764410018920898,0.4405670166015625,0.0322871208190918,0.05848288536071777
54,j302_2,4,49,44,0.0,0.057546138763427734,0.08764410018920898,0.4405670166015625,0.02828502655029297,0.05358409881591797
55,j302_2,5,47,44,0.0,0.057546138763427734,0.08764410018920898,0.4405670166015625,0.027758121490478516,0.05424308776855469
56,j302_2,6,46,46,0.0,0.057546138763427734,0.08764410018920898,0.4405670166015625,0.030851125717163086,0.05950307846069336
57,j302_2,7,51,49,0.0,0.057546138763427734,0.08764410018920898,0.4405670166015625,0.03176593780517578,0.059612274169921875
58,j302_2,8,44,44,0.0,0.057546138763427734,0.08764410018920898,0.4405670166015625,0.033518075942993164,0.07710719108581543
59,j302_2,9,51,50,0.0,0.057546138763427734,0.08764410018920898,0.4405670166015625,0.03255200386047363,0.07282090187072754
60,j302_3,0,43,43,0.0,0.0608980655670166,0.021663904190063477,0.672523021697998,0.04617714881896973,0.06856012344360352
61,j302_3,1,37,37,0.0,0.0608980655670166,0.021663904190063477,0.672523021697998,0.03640604019165039,0.05888104438781738
62,j302_3,2,38,38,0.0,0.0608980655670166,0.021663904190063477,0.672523021697998,0.034126996994018555,0.058042049407958984
63,j302_3,3,43,43,0.0,0.0608980655670166,0.021663904190063477,0.672523021697998,0.033241987228393555,0.05335593223571777
64,j302_3,4,40,40,0.0,0.0608980655670166,0.021663904190063477,0.672523021697998,0.02881002426147461,0.05057406425476074
65,j302_3,5,43,43,0.0,0.0608980655670166,0.021663904190063477,0.672523021697998,0.02842116355895996,0.05182623863220215
66,j302_3,6,41,41,0.0,0.0608980655670166,0.021663904190063477,0.672523021697998,0.029155969619750977,0.05244183540344238
67,j302_3,7,41,41,0.0,0.0608980655670166,0.021663904190063477,0.672523021697998,0.02901458740234375,0.050905704498291016
68,j302_3,8,51,51,0.0,0.0608980655670166,0.021663904190063477,0.672523021697998,0.029398679733276367,0.05766868591308594
69,j302_3,9,39,39,0.0,0.0608980655670166,0.021663904190063477,0.672523021697998,0.032195091247558594,0.05483698844909668
70,j302_4,0,36,36,0.0,0.05101490020751953,0.017612934112548828,0.3231780529022217,0.031165122985839844,0.08632802963256836
71,j302_4,1,41,40,0.0,0.05101490020751953,0.017612934112548828,0.3231780529022217,0.035675048828125,0.09990596771240234
72,j302_4,2,39,39,0.0,0.05101490020751953,0.017612934112548828,0.3231780529022217,0.07291793823242188,0.1078798770904541
73,j302_4,3,43,42,0.0,0.05101490020751953,0.017612934112548828,0.3231780529022217,0.05557107925415039,0.09270286560058594
74,j302_4,4,39,38,0.0,0.05101490020751953,0.017612934112548828,0.3231780529022217,0.053594112396240234,0.07760405540466309
75,j302_4,5,44,42,0.0,0.05101490020751953,0.017612934112548828,0.3231780529022217,0.043031930923461914,0.07094693183898926
76,j302_4,6,40,40,0.0,0.05101490020751953,0.017612934112548828,0.3231780529022217,0.042507171630859375,0.09166979789733887
77,j302_4,7,43,41,0.0,0.05101490020751953,0.017612934112548828,0.3231780529022217,0.04409599304199219,0.08160710334777832
78,j302_4,8,34,32,0.0,0.05101490020751953,0.017612934112548828,0.3231780529022217,0.04607272148132324,0.07039427757263184
79,j302_4,9,46,46,0.0,0.05101490020751953,0.017612934112548828,0.3231780529022217,0.03663516044616699,0.09481692314147949
80,j303_1,0,62,62,0.0,0.06637406349182129,0.022921085357666016,0.6337289810180664,0.0400998592376709,0.062297821044921875
81,j303_1,1,56,55,0.0,0.06637406349182129,0.022921085357666016,0.6337289810180664,0.03502488136291504,0.05966496467590332
82,j303_1,2,69,69,0.0,0.06637406349182129,0.022921085357666016,0.6337289810180664,0.033357858657836914,0.05459308624267578
83,j303_1,3,65,65,0.0,0.06637406349182129,0.022921085357666016,0.6337289810180664,0.032498836517333984,0.05279707908630371
84,j303_1,4,72,72,0.0,0.06637406349182129,0.022921085357666016,0.6337289810180664,0.030075788497924805,0.055639028549194336
85,j303_1,5,69,69,0.0,0.06637406349182129,0.022921085357666016,0.6337289810180664,0.03168010711669922,0.05578494071960449
86,j303_1,6,67,67,0.0,0.06637406349182129,0.022921085357666016,0.6337289810180664,0.02930283546447754,0.06054496765136719
87,j303_1,7,60,60,0.0,0.06637406349182129,0.022921085357666016,0.6337289810180664,0.03441214561462402,0.05772280693054199
88,j303_1,8,61,61,0.0,0.06637406349182129,0.022921085357666016,0.6337289810180664,0.03326272964477539,0.13456201553344727
89,j303_1,9,65,65,0.0,0.06637406349182129,0.022921085357666016,0.6337289810180664,0.032505035400390625,0.05388212203979492
90,j303_2,0,36,36,0.0,0.05540299415588379,0.02015519142150879,0.427426815032959,0.036511898040771484,0.06139802932739258
91,j303_2,1,38,34,0.0,0.05540299415588379,0.02015519142150879,0.427426815032959,0.03179478645324707,0.057868242263793945
92,j303_2,2,35,33,0.0,0.05540299415588379,0.02015519142150879,0.427426815032959,0.030265092849731445,0.05000710487365723
93,j303_2,3,38,38,0.0,0.05540299415588379,0.02015519142150879,0.427426815032959,0.02794027328491211,0.050705909729003906
94,j303_2,4,38,34,0.0,0.05540299415588379,0.02015519142150879,0.427426815032959,0.029314041137695312,0.053189992904663086
95,j303_2,5,37,35,0.0,0.05540299415588379,0.02015519142150879,0.427426815032959,0.027932167053222656,0.04914402961730957
96,j303_2,6,36,36,0.0,0.05540299415588379,0.02015519142150879,0.427426815032959,0.02732706069946289,0.052037954330444336
97,j303_2,7,37,35,0.0,0.05540299415588379,0.02015519142150879,0.427426815032959,0.028187990188598633,0.050151824951171875
98,j303_2,8,36,36,0.0,0.05540299415588379,0.02015519142150879,0.427426815032959,0.02877211570739746,0.060266971588134766
99,j303_2,9,37,35,0.0,0.05540299415588379,0.02015519142150879,0.427426815032959,0.041471004486083984,0.06951403617858887
100,j303_3,0,50,50,0.0,0.0848081111907959,0.041107177734375,0.4211139678955078,0.03155684471130371,0.05205893516540527
101,j303_3,1,51,47,0.0,0.0848081111907959,0.041107177734375,0.4211139678955078,0.027958154678344727,0.04997611045837402
102,j303_3,2,61,60,0.0,0.0848081111907959,0.041107177734375,0.4211139678955078,0.029000043869018555,0.05221390724182129
103,j303_3,3,51,50,0.0,0.0848081111907959,0.041107177734375,0.4211139678955078,0.028156042098999023,0.04914999008178711
104,j303_3,4,55,48,0.0,0.0848081111907959,0.041107177734375,0.4211139678955078,0.02798175811767578,0.051506996154785156
105,j303_3,5,54,52,0.0,0.0848081111907959,0.041107177734375,0.4211139678955078,0.029793977737426758,0.0516359806060791
106,j303_3,6,55,40,0.0,0.0848081111907959,0.041107177734375,0.4211139678955078,0.028697729110717773,0.05094504356384277
107,j303_3,7,48,48,0.0,0.0848081111907959,0.041107177734375,0.4211139678955078,0.0282900333404541,0.05443406105041504
108,j303_3,8,47,45,0.0,0.0848081111907959,0.041107177734375,0.4211139678955078,0.029258012771606445,0.050779104232788086
109,j303_3,9,59,59,0.0,0.0848081111907959,0.041107177734375,0.4211139678955078,0.028226137161254883,0.04810214042663574
110,j303_4,0,85,85,0.0,0.04999113082885742,0.018773794174194336,0.32196593284606934,0.03786516189575195,0.0591740608215332
111,j303_4,1,93,90,0.0,0.04999113082885742,0.018773794174194336,0.32196593284606934,0.03255486488342285,0.05812191963195801
112,j303_4,2,84,82,0.0,0.04999113082885742,0.018773794174194336,0.32196593284606934,0.034027099609375,0.05478096008300781
113,j303_4,3,85,83,0.0,0.04999113082885742,0.018773794174194336,0.32196593284606934,0.03277111053466797,0.05235886573791504
114,j303_4,4,84,80,0.0,0.04999113082885742,0.018773794174194336,0.32196593284606934,0.029544830322265625,0.051477909088134766
115,j303_4,5,85,83,0.0,0.04999113082885742,0.018773794174194336,0.32196593284606934,0.028837919235229492,0.05106782913208008
116,j303_4,6,89,89,0.0,0.04999113082885742,0.018773794174194336,0.32196593284606934,0.031235933303833008,0.06376385688781738
117,j303_4,7,95,95,0.0,0.04999113082885742,0.018773794174194336,0.32196593284606934,0.03481292724609375,0.05664801597595215
118,j303_4,8,88,88,0.0,0.04999113082885742,0.018773794174194336,0.32196593284606934,0.03275108337402344,0.056836843490600586
119,j303_4,9,81,81,0.0,0.04999113082885742,0.018773794174194336,0.32196593284606934,0.038774967193603516,0.06243491172790527
120,j304_1,0,45,45,0.0,0.0615689754486084,0.020811796188354492,0.3386499881744385,0.030555248260498047,0.05497002601623535
121,j304_1,1,41,41,0.0,0.0615689754486084,0.020811796188354492,0.3386499881744385,0.028255939483642578,0.05231904983520508
122,j304_1,2,42,42,0.0,0.0615689754486084,0.020811796188354492,0.3386499881744385,0.027503013610839844,0.04896831512451172
123,j304_1,3,43,41,0.0,0.0615689754486084,0.020811796188354492,0.3386499881744385,0.0292818546295166,0.05436897277832031
124,j304_1,4,44,44,0.0,0.0615689754486084,0.020811796188354492,0.3386499881744385,0.03150177001953125,0.054630279541015625
125,j304_1,5,41,41,0.0,0.0615689754486084,0.020811796188354492,0.3386499881744385,0.027189016342163086,0.04935812950134277
126,j304_1,6,41,41,0.0,0.0615689754486084,0.020811796188354492,0.3386499881744385,0.027313947677612305,0.05508708953857422
127,j304_1,7,45,44,0.0,0.0615689754486084,0.020811796188354492,0.3386499881744385,0.031770944595336914,0.05633997917175293
128,j304_1,8,48,48,0.0,0.0615689754486084,0.020811796188354492,0.3386499881744385,0.030653953552246094,0.06193208694458008
129,j304_1,9,44,44,0.0,0.0615689754486084,0.020811796188354492,0.3386499881744385,0.03365588188171387,0.06520485877990723
130,j304_2,0,52,52,0.0,0.0649571418762207,0.023576021194458008,0.4037907123565674,0.0315098762512207,0.05980992317199707
131,j304_2,1,57,56,0.0,0.0649571418762207,0.023576021194458008,0.4037907123565674,0.03128409385681152,0.05115485191345215
132,j304_2,2,51,50,0.0,0.0649571418762207,0.023576021194458008,0.4037907123565674,0.02916884422302246,0.0513150691986084
133,j304_2,3,54,54,0.0,0.0649571418762207,0.023576021194458008,0.4037907123565674,0.028378009796142578,0.04914402961730957
134,j304_2,4,55,55,0.0,0.0649571418762207,0.023576021194458008,0.4037907123565674,0.028074026107788086,0.05396676063537598
135,j304_2,5,51,51,0.0,0.0649571418762207,0.023576021194458008,0.4037907123565674,0.04392194747924805,0.05484890937805176
136,j304_2,6,57,55,0.0,0.0649571418762207,0.023576021194458008,0.4037907123565674,0.028549909591674805,0.05446124076843262
137,j304_2,7,52,52,0.0,0.0649571418762207,0.023576021194458008,0.4037907123565674,0.02864527702331543,0.05374574661254883
138,j304_2,8,54,54,0.0,0.0649571418762207,0.023576021194458008,0.4037907123565674,0.028857946395874023,0.04931497573852539
139,j304_2,9,50,46,0.0,0.0649571418762207,0.023576021194458008,0.4037907123565674,0.028048038482666016,0.04930424690246582
140,j304_3,0,43,43,0.0,0.05405092239379883,0.017975807189941406,0.39138102531433105,0.06162118911743164,0.09314203262329102
141,j304_3,1,45,40,0.0,0.05405092239379883,0.017975807189941406,0.39138102531433105,0.0419621467590332,0.06686902046203613
142,j304_3,2,46,46,0.0,0.05405092239379883,0.017975807189941406,0.39138102531433105,0.03385114669799805,0.05900382995605469
143,j304_3,3,42,42,0.0,0.05405092239379883,0.017975807189941406,0.39138102531433105,0.03464221954345703,0.061106204986572266
144,j304_3,4,41,41,0.0,0.05405092239379883,0.017975807189941406,0.39138102531433105,0.03290700912475586,0.0559086799621582
145,j304_3,5,45,43,0.0,0.05405092239379883,0.017975807189941406,0.39138102531433105,0.029185056686401367,0.05518507957458496
146,j304_3,6,42,42,0.0,0.05405092239379883,0.017975807189941406,0.39138102531433105,0.03297090530395508,0.05365300178527832
147,j304_3,7,48,46,0.0,0.05405092239379883,0.017975807189941406,0.39138102531433105,0.02921009063720703,0.06111407279968262
148,j304_3,8,41,41,0.0,0.05405092239379883,0.017975807189941406,0.39138102531433105,0.03384208679199219,0.060018062591552734
149,j304_3,9,45,45,0.0,0.05405092239379883,0.017975807189941406,0.39138102531433105,0.03477025032043457,0.0636758804321289
150,j304_4,0,50,50,0.0,0.05864381790161133,0.018618106842041016,0.3515360355377197,0.035782814025878906,0.05705976486206055
151,j304_4,1,51,51,0.0,0.05864381790161133,0.018618106842041016,0.3515360355377197,0.030920982360839844,0.05763125419616699
152,j304_4,2,58,58,0.0,0.05864381790161133,0.018618106842041016,0.3515360355377197,0.031084060668945312,0.04965376853942871
153,j304_4,3,51,51,0.0,0.05864381790161133,0.018618106842041016,0.3515360355377197,0.027583837509155273,0.05264687538146973
154,j304_4,4,47,47,0.0,0.05864381790161133,0.018618106842041016,0.3515360355377197,0.028294086456298828,0.05135798454284668
155,j304_4,5,53,53,0.0,0.05864381790161133,0.018618106842041016,0.3515360355377197,0.02733778953552246,0.04908490180969238
156,j304_4,6,48,48,0.0,0.05864381790161133,0.018618106842041016,0.3515360355377197,0.027226924896240234,0.05201411247253418
157,j304_4,7,48,48,0.0,0.05864381790161133,0.018618106842041016,0.3515360355377197,0.03187894821166992,0.05668997764587402
158,j304_4,8,49,49,0.0,0.05864381790161133,0.018618106842041016,0.3515360355377197,0.03739595413208008,0.06072497367858887
159,j304_4,9,54,54,0.0,0.05864381790161133,0.018618106842041016,0.3515360355377197,0.03325176239013672,0.07832598686218262
160,j601_1,0,78,74,0.0,0.0817422866821289,0.15255403518676758,0.36828017234802246,0.25194621086120605,0.06966710090637207
161,j601_1,1,71,67,0.0,0.0817422866821289,0.15255403518676758,0.36828017234802246,0.21676921844482422,0.0632622241973877
162,j601_1,2,73,66,0.0,0.0817422866821289,0.15255403518676758,0.36828017234802246,0.1881401538848877,0.057668209075927734
163,j601_1,3,71,65,0.0,0.0817422866821289,0.15255403518676758,0.36828017234802246,0.24643826484680176,0.11429309844970703
164,j601_1,4,72,71,0.0,0.0817422866821289,0.15255403518676758,0.36828017234802246,0.37349700927734375,0.1353752613067627
165,j601_1,5,69,59,0.0,0.0817422866821289,0.15255403518676758,0.36828017234802246,0.2672100067138672,0.09896302223205566
166,j601_1,6,77,76,0.0,0.0817422866821289,0.15255403518676758,0.36828017234802246,0.5662791728973389,0.06584286689758301
167,j601_1,7,76,69,0.0,0.0817422866821289,0.15255403518676758,0.36828017234802246,0.22220587730407715,0.0560760498046875
168,j601_1,8,77,75,0.0,0.0817422866821289,0.15255403518676758,0.36828017234802246,0.20206165313720703,0.06214404106140137
169,j601_1,9,69,67,0.0,0.0817422866821289,0.15255403518676758,0.36828017234802246,0.21925926208496094,0.05973505973815918
170,j601_2,0,72,67,0.0,0.18682289123535156,0.044773101806640625,0.4067869186401367,0.2173008918762207,0.18038201332092285
171,j601_2,1,75,68,0.0,0.18682289123535156,0.044773101806640625,0.4067869186401367,0.19203495979309082,0.1880340576171875
172,j601_2,2,64,62,0.0,0.18682289123535156,0.044773101806640625,0.4067869186401367,0.20867419242858887,0.09209609031677246
173,j601_2,3,71,67,0.0,0.18682289123535156,0.044773101806640625,0.4067869186401367,0.2858901023864746,0.20993995666503906
174,j601_2,4,69,65,0.0,0.18682289123535156,0.044773101806640625,0.4067869186401367,0.19155311584472656,0.09001278877258301
175,j601_2,5,64,60,0.0,0.18682289123535156,0.044773101806640625,0.4067869186401367,0.18950676918029785,0.12652015686035156
176,j601_2,6,74,72,0.0,0.18682289123535156,0.044773101806640625,0.4067869186401367,0.19023799896240234,0.17220020294189453
177,j601_2,7,72,68,0.0,0.18682289123535156,0.044773101806640625,0.4067869186401367,0.18972206115722656,0.13697504997253418
178,j601_2,8,74,70,0.0,0.18682289123535156,0.044773101806640625,0.4067869186401367,0.21960067749023438,0.2501530647277832
179,j601_2,9,70,66,0.0,0.18682289123535156,0.044773101806640625,0.4067869186401367,0.1984870433807373,0.25595688819885254
180,j601_3,0,69,62,0.0,0.19054794311523438,0.0563199520111084,0.46436309814453125,0.23457717895507812,0.11522221565246582
181,j601_3,1,67,65,0.0,0.19054794311523438,0.0563199520111084,0.46436309814453125,0.31589698791503906,0.09984397888183594
182,j601_3,2,68,62,0.0,0.19054794311523438,0.0563199520111084,0.46436309814453125,0.21878886222839355,0.10808110237121582
183,j601_3,3,71,64,0.0,0.19054794311523438,0.0563199520111084,0.46436309814453125,0.19168305397033691,0.1530168056488037
184,j601_3,4,68,66,0.0,0.19054794311523438,0.0563199520111084,0.46436309814453125,0.19110321998596191,0.07122993469238281
185,j601_3,5,72,67,0.0,0.19054794311523438,0.0563199520111084,0.46436309814453125,0.19368505477905273,0.07306218147277832
186,j601_3,6,69,64,0.0,0.19054794311523438,0.0563199520111084,0.46436309814453125,0.22194886207580566,0.07973885536193848
187,j601_3,7,73,69,0.0,0.19054794311523438,0.0563199520111084,0.46436309814453125,0.34041285514831543,0.15169906616210938
188,j601_3,8,65,63,0.0,0.19054794311523438,0.0563199520111084,0.46436309814453125,0.19918417930603027,0.056509971618652344
189,j601_3,9,69,61,0.0,0.19054794311523438,0.0563199520111084,0.46436309814453125,0.19101691246032715,0.09033608436584473
190,j601_4,0,77,76,0.0,0.060755014419555664,0.04713916778564453,0.5839848518371582,0.22018003463745117,0.07131814956665039
191,j601_4,1,81,81,0.0,0.060755014419555664,0.04713916778564453,0.5839848518371582,0.26782917976379395,0.08289313316345215
192,j601_4,2,85,83,0.0,0.060755014419555664,0.04713916778564453,0.5839848518371582,0.29184985160827637,0.0736541748046875
193,j601_4,3,74,74,0.0,0.060755014419555664,0.04713916778564453,0.5839848518371582,0.2740349769592285,0.09943819046020508
194,j601_4,4,76,76,0.0,0.060755014419555664,0.04713916778564453,0.5839848518371582,0.300137996673584,0.0781698226928711
195,j601_4,5,81,77,0.0,0.060755014419555664,0.04713916778564453,0.5839848518371582,0.25502586364746094,0.07076621055603027
196,j601_4,6,79,77,0.0,0.060755014419555664,0.04713916778564453,0.5839848518371582,0.2427070140838623,0.0638737678527832
197,j601_4,7,72,71,0.0,0.060755014419555664,0.04713916778564453,0.5839848518371582,0.22316217422485352,0.06304407119750977
198,j601_4,8,76,76,0.0,0.060755014419555664,0.04713916778564453,0.5839848518371582,0.20138788223266602,0.06030893325805664
199,j601_4,9,78,74,0.0,0.060755014419555664,0.04713916778564453,0.5839848518371582,0.24223589897155762,0.12296605110168457
200,j602_1,0,64,59,0.0,0.08401298522949219,0.06200408935546875,0.38082289695739746,0.18865108489990234,0.0563349723815918
201,j602_1,1,60,57,0.0,0.08401298522949219,0.06200408935546875,0.38082289695739746,0.18917226791381836,0.06095004081726074
202,j602_1,2,63,61,0.0,0.08401298522949219,0.06200408935546875,0.38082289695739746,0.20772695541381836,0.06386685371398926
203,j602_1,3,61,60,0.0,0.08401298522949219,0.06200408935546875,0.38082289695739746,0.2325458526611328,0.0769200325012207
204,j602_1,4,64,63,0.0,0.08401298522949219,0.06200408935546875,0.38082289695739746,0.21988415718078613,0.06510591506958008
205,j602_1,5,67,63,0.0,0.08401298522949219,0.06200408935546875,0.38082289695739746,0.20772981643676758,0.0626671314239502
206,j602_1,6,59,57,0.0,0.08401298522949219,0.06200408935546875,0.38082289695739746,0.2118241786956787,0.06954598426818848
207,j602_1,7,67,62,0.0,0.08401298522949219,0.06200408935546875,0.38082289695739746,0.21332192420959473,0.0617671012878418
208,j602_1,8,59,58,0.0,0.08401298522949219,0.06200408935546875,0.38082289695739746,0.20502614974975586,0.05993485450744629
209,j602_1,9,63,63,0.0,0.08401298522949219,0.06200408935546875,0.38082289695739746,0.18115997314453125,0.05964183807373047
210,j602_2,0,84,75,0.0,0.05631089210510254,0.04476118087768555,0.3693549633026123,0.21946024894714355,0.06813406944274902
211,j602_2,1,83,80,0.0,0.05631089210510254,0.04476118087768555,0.3693549633026123,0.21679902076721191,0.06015515327453613
212,j602_2,2,87,81,0.0,0.05631089210510254,0.04476118087768555,0.3693549633026123,0.186204195022583,0.06117510795593262
213,j602_2,3,87,84,0.0,0.05631089210510254,0.04476118087768555,0.3693549633026123,0.227250337600708,0.10245728492736816
214,j602_2,4,79,77,0.0,0.05631089210510254,0.04476118087768555,0.3693549633026123,0.33641624450683594,0.14625191688537598
215,j602_2,5,85,77,0.0,0.05631089210510254,0.04476118087768555,0.3693549633026123,0.20746302604675293,0.062342166900634766
216,j602_2,6,78,75,0.0,0.05631089210510254,0.04476118087768555,0.3693549633026123,0.19809794425964355,0.06540703773498535
217,j602_2,7,87,80,0.0,0.05631089210510254,0.04476118087768555,0.3693549633026123,0.2066969871520996,0.06380081176757812
218,j602_2,8,77,76,0.0,0.05631089210510254,0.04476118087768555,0.3693549633026123,0.19582104682922363,0.05956101417541504
219,j602_2,9,90,81,0.0,0.05631089210510254,0.04476118087768555,0.3693549633026123,0.19567418098449707,0.06543087959289551
220,j602_3,0,63,59,0.0,0.06573128700256348,0.050904035568237305,0.4174070358276367,0.18787002563476562,0.05544281005859375
221,j602_3,1,66,61,0.0,0.06573128700256348,0.050904035568237305,0.4174070358276367,0.19035601615905762,0.06574392318725586
222,j602_3,2,70,61,0.0,0.06573128700256348,0.050904035568237305,0.4174070358276367,0.2201080322265625,0.07380199432373047
223,j602_3,3,76,74,0.0,0.06573128700256348,0.050904035568237305,0.4174070358276367,0.24782490730285645,0.06417202949523926
