,instance_name,iteration,makespan_stnu,makespan_lb,gap_pi,time_initial_cp,time_build_stnu,time_dc_checking,time_rte,time_cp_lb,status,schedule_feasibility
0,j10_PSP_1,0,26,26,0.0,0.04044008255004883,0.006242990493774414,0.17738080024719238,0.0193939208984375,0.03246784210205078,feasible_and_dc,True
1,j10_PSP_1,1,26,26,0.0,0.04044008255004883,0.006242990493774414,0.17738080024719238,0.018289804458618164,0.03114008903503418,feasible_and_dc,True
2,j10_PSP_1,2,26,26,0.0,0.04044008255004883,0.006242990493774414,0.17738080024719238,0.019061803817749023,0.03129220008850098,feasible_and_dc,True
3,j10_PSP_1,3,26,26,0.0,0.04044008255004883,0.006242990493774414,0.17738080024719238,0.019069910049438477,0.03902697563171387,feasible_and_dc,True
4,j10_PSP_1,4,26,26,0.0,0.04044008255004883,0.006242990493774414,0.17738080024719238,0.02508687973022461,0.041281938552856445,feasible_and_dc,True
5,j10_PSP_1,5,27,26,0.0,0.04044008255004883,0.006242990493774414,0.17738080024719238,0.021438121795654297,0.041429996490478516,feasible_and_dc,True
6,j10_PSP_1,6,26,26,0.0,0.04044008255004883,0.006242990493774414,0.17738080024719238,0.021051883697509766,0.03862810134887695,feasible_and_dc,True
7,j10_PSP_1,7,26,26,0.0,0.04044008255004883,0.006242990493774414,0.17738080024719238,0.03608512878417969,0.049375057220458984,feasible_and_dc,True
8,j10_PSP_1,8,26,26,0.0,0.04044008255004883,0.006242990493774414,0.17738080024719238,0.0240170955657959,0.04847407341003418,feasible_and_dc,True
9,j10_PSP_1,9,26,26,0.0,0.04044008255004883,0.006242990493774414,0.17738080024719238,0.02044510841369629,0.034699201583862305,feasible_and_dc,True
10,j10_PSP_2,0,inf,inf,,0.0461268424987793,0.0,0.0,0.0,0.0,infeasible,
11,j10_PSP_3,0,inf,inf,,0.04736208915710449,0.008014202117919922,0.25921106338500977,0.0,0.0,feasible_but_not_dc,
12,j10_PSP_4,0,inf,inf,,0.036376237869262695,0.006128787994384766,0.20354604721069336,0.0,0.0,feasible_but_not_dc,
13,j10_PSP_5,0,inf,inf,,0.03845787048339844,0.005588054656982422,0.20737504959106445,0.0,0.0,feasible_but_not_dc,
14,j10_PSP_6,0,inf,inf,,0.03781604766845703,0.0,0.0,0.0,0.0,infeasible,
15,j10_PSP_7,0,inf,inf,,0.03685307502746582,0.0057828426361083984,0.2082359790802002,0.0,0.0,feasible_but_not_dc,
16,j10_PSP_8,0,inf,inf,,0.0383610725402832,0.00553584098815918,0.2529411315917969,0.0,0.0,feasible_but_not_dc,
17,j10_PSP_9,0,49,44,0.0,0.034734249114990234,0.0053730010986328125,0.18994593620300293,0.02091193199157715,0.06165313720703125,feasible_and_dc,True
18,j10_PSP_9,1,44,42,0.0,0.034734249114990234,0.0053730010986328125,0.18994593620300293,0.02124500274658203,0.034507036209106445,feasible_and_dc,True
19,j10_PSP_9,2,47,38,0.0,0.034734249114990234,0.0053730010986328125,0.18994593620300293,0.020493030548095703,0.03524518013000488,feasible_and_dc,True
20,j10_PSP_9,3,48,37,0.0,0.034734249114990234,0.0053730010986328125,0.18994593620300293,0.022964954376220703,0.042656898498535156,feasible_and_dc,True
21,j10_PSP_9,4,51,42,0.0,0.034734249114990234,0.0053730010986328125,0.18994593620300293,0.022833824157714844,0.07938671112060547,feasible_and_dc,True
22,j10_PSP_9,5,43,39,0.0,0.034734249114990234,0.0053730010986328125,0.18994593620300293,0.02167510986328125,0.04561185836791992,feasible_and_dc,True
23,j10_PSP_9,6,46,42,0.0,0.034734249114990234,0.0053730010986328125,0.18994593620300293,0.025068998336791992,0.04399991035461426,feasible_and_dc,True
24,j10_PSP_9,7,45,42,0.0,0.034734249114990234,0.0053730010986328125,0.18994593620300293,0.02167797088623047,0.045818328857421875,feasible_and_dc,True
25,j10_PSP_9,8,46,40,0.0,0.034734249114990234,0.0053730010986328125,0.18994593620300293,0.020381927490234375,0.03422880172729492,feasible_and_dc,True
26,j10_PSP_9,9,51,45,0.0,0.034734249114990234,0.0053730010986328125,0.18994593620300293,0.020314931869506836,0.04265713691711426,feasible_and_dc,True
