,instance,it,makespan_lb,makespan_stnu,regret,instance_type
0,20_1_factory_1,0,913,2200,1287,1
1,20_1_factory_1,1,918,2254,1336,1
2,20_1_factory_1,2,887,2154,1267,1
3,20_1_factory_1,3,922,2144,1222,1
4,20_1_factory_1,4,930,2384,1454,1
5,20_1_factory_1,5,893,2159,1266,1
6,20_1_factory_1,6,900,2179,1279,1
7,20_1_factory_1,7,929,2313,1384,1
8,20_1_factory_1,8,896,2228,1332,1
9,20_1_factory_1,9,907,2300,1393,1
10,20_1_factory_1,0,938,1187,249,2
