,instance_name,iteration,makespan_stnu,makespan_lb,time_initial_cp,time_build_stnu,time_dc_checking,time_rte,time_cp_lb,status,gap_pi,schedule_feasibility
38,j20_PSP_22,8,39,37,0.05774211883544922,0.020254135131835938,0.32918500900268555,0.018390893936157227,0.05833292007446289,feasible_and_dc,0.0,True
39,j20_PSP_22,9,41,39,0.05774211883544922,0.020254135131835938,0.32918500900268555,0.01815485954284668,0.06206703186035156,feasible_and_dc,0.0,True
40,j20_PSP_23,0,inf,inf,0.053176164627075195,0.0,0.0,0.0,0,infeasible,,
41,j20_PSP_24,0,inf,inf,0.05743002891540527,0.018224239349365234,0.3495297431945801,0.0,0,feasible_but_not_dc,,
42,j20_PSP_25,0,30,30,0.06296277046203613,0.019082069396972656,0.3328099250793457,0.01626276969909668,0.05602407455444336,feasible_and_dc,0.0,True
43,j20_PSP_25,1,inf,NotApplicable,0.06296277046203613,0.019082069396972656,0.3328099250793457,0.008081197738647461,NotApplicable,feasible_and_dc_but_rte_error,,
44,j20_PSP_25,2,28,27,0.06296277046203613,0.019082069396972656,0.3328099250793457,0.014294147491455078,0.05289793014526367,feasible_and_dc,0.0,True
45,j20_PSP_25,3,28,27,0.06296277046203613,0.019082069396972656,0.3328099250793457,0.014878988265991211,0.055925846099853516,feasible_and_dc,0.0,True
46,j20_PSP_25,4,32,27,0.06296277046203613,0.019082069396972656,0.3328099250793457,0.01485896110534668,0.05277895927429199,feasible_and_dc,0.0,True
47,j20_PSP_25,5,inf,NotApplicable,0.06296277046203613,0.019082069396972656,0.3328099250793457,0.007953166961669922,NotApplicable,feasible_and_dc_but_rte_error,,
48,j20_PSP_25,6,inf,NotApplicable,0.06296277046203613,0.019082069396972656,0.3328099250793457,0.007725954055786133,NotApplicable,feasible_and_dc_but_rte_error,,
49,j20_PSP_25,7,33,31,0.06296277046203613,0.019082069396972656,0.3328099250793457,0.013916254043579102,0.05435681343078613,feasible_and_dc,0.0,True
50,j20_PSP_25,8,inf,NotApplicable,0.06296277046203613,0.019082069396972656,0.3328099250793457,0.00821995735168457,NotApplicable,feasible_and_dc_but_rte_error,,
51,j20_PSP_25,9,inf,NotApplicable,0.06296277046203613,0.019082069396972656,0.3328099250793457,0.008012056350708008,NotApplicable,feasible_and_dc_but_rte_error,,
52,j20_PSP_26,0,47,41,0.05375409126281738,0.02007436752319336,0.40160202980041504,0.01837897300720215,0.06129097938537598,feasible_and_dc,0.0,True
53,j20_PSP_26,1,47,41,0.05375409126281738,0.02007436752319336,0.40160202980041504,0.01614093780517578,0.058386802673339844,feasible_and_dc,0.0,True
54,j20_PSP_26,2,48,42,0.05375409126281738,0.02007436752319336,0.40160202980041504,0.015887737274169922,0.05024003982543945,feasible_and_dc,0.0,True
55,j20_PSP_26,3,51,41,0.05375409126281738,0.02007436752319336,0.40160202980041504,0.014449834823608398,0.053375959396362305,feasible_and_dc,0.0,True
56,j20_PSP_26,4,47,41,0.05375409126281738,0.02007436752319336,0.40160202980041504,0.014302968978881836,0.05273318290710449,feasible_and_dc,0.0,True
57,j20_PSP_26,5,48,41,0.05375409126281738,0.02007436752319336,0.40160202980041504,0.014737844467163086,0.05544710159301758,feasible_and_dc,0.0,True
58,j20_PSP_26,6,52,42,0.05375409126281738,0.02007436752319336,0.40160202980041504,0.01521611213684082,0.05256080627441406,feasible_and_dc,0.0,True
59,j20_PSP_26,7,48,42,0.05375409126281738,0.02007436752319336,0.40160202980041504,0.014581680297851562,0.05235409736633301,feasible_and_dc,0.0,True
60,j20_PSP_26,8,47,41,0.05375409126281738,0.02007436752319336,0.40160202980041504,0.014759063720703125,0.05732607841491699,feasible_and_dc,0.0,True
61,j20_PSP_26,9,46,42,0.05375409126281738,0.02007436752319336,0.40160202980041504,0.014427900314331055,0.052454233169555664,feasible_and_dc,0.0,True
62,j20_PSP_27,0,inf,inf,0.05742692947387695,0.021585702896118164,0.3744487762451172,0.0,0,feasible_but_not_dc,,
63,j20_PSP_28,0,37,34,0.06834101676940918,0.08925008773803711,0.34813499450683594,0.016607999801635742,0.05652976036071777,feasible_and_dc,0.0,True
64,j20_PSP_28,1,43,36,0.06834101676940918,0.08925008773803711,0.34813499450683594,0.014780282974243164,0.0535891056060791,feasible_and_dc,0.0,True
65,j20_PSP_28,2,39,33,0.06834101676940918,0.08925008773803711,0.34813499450683594,0.01566004753112793,0.057472944259643555,feasible_and_dc,0.0,True
66,j20_PSP_28,3,42,35,0.06834101676940918,0.08925008773803711,0.34813499450683594,0.015447139739990234,0.06095314025878906,feasible_and_dc,0.0,True
67,j20_PSP_28,4,42,35,0.06834101676940918,0.08925008773803711,0.34813499450683594,0.015129804611206055,0.05554008483886719,feasible_and_dc,0.0,True
68,j20_PSP_28,5,40,31,0.06834101676940918,0.08925008773803711,0.34813499450683594,0.015525102615356445,0.05640912055969238,feasible_and_dc,0.0,True
69,j20_PSP_28,6,40,33,0.06834101676940918,0.08925008773803711,0.34813499450683594,0.015064001083374023,0.05618619918823242,feasible_and_dc,0.0,True
70,j20_PSP_28,7,41,33,0.06834101676940918,0.08925008773803711,0.34813499450683594,0.01481485366821289,0.05450797080993652,feasible_and_dc,0.0,True
71,j20_PSP_28,8,42,37,0.06834101676940918,0.08925008773803711,0.34813499450683594,0.014712095260620117,0.07267999649047852,feasible_and_dc,0.0,True
72,j20_PSP_28,9,41,32,0.06834101676940918,0.08925008773803711,0.34813499450683594,0.01613593101501465,0.0895848274230957,feasible_and_dc,0.0,True
73,j20_PSP_29,0,inf,inf,0.1385936737060547,0.10743308067321777,0.6289129257202148,0.0,0,feasible_but_not_dc,,
74,j20_PSP_30,0,inf,inf,0.11650609970092773,0.021184921264648438,0.3304288387298584,0.0,0,feasible_but_not_dc,,
75,j20_PSP_31,0,inf,inf,0.04984712600708008,0.0,0.0,0.0,0,infeasible,,
76,j20_PSP_32,0,inf,inf,0.345534086227417,0.026713132858276367,0.3666107654571533,0.0,0,feasible_but_not_dc,,
77,j20_PSP_33,0,inf,inf,0.05279397964477539,0.0,0.0,0.0,0,infeasible,,
78,j20_PSP_34,0,inf,inf,10.80872106552124,0.08550190925598145,0.30196285247802734,0.0,0,feasible_but_not_dc,,
79,j20_PSP_35,0,inf,inf,2.457066059112549,0.027131319046020508,0.29921889305114746,0.0,0,feasible_but_not_dc,,
80,j20_PSP_36,0,inf,inf,0.21520495414733887,0.027299880981445312,0.30285191535949707,0.0,0,feasible_but_not_dc,,
81,j20_PSP_37,0,inf,inf,60.039292097091675,0.0,0.0,0.0,0,infeasible,,
82,j20_PSP_38,0,inf,inf,2.8896148204803467,0.029958009719848633,0.4874739646911621,0.0,0,feasible_but_not_dc,,
83,j20_PSP_39,0,inf,inf,0.048933982849121094,0.0,0.0,0.0,0,infeasible,,
84,j20_PSP_40,0,inf,inf,0.21103787422180176,0.027432918548583984,0.3106541633605957,0.0,0,feasible_but_not_dc,,
85,j20_PSP_41,0,inf,inf,0.05248212814331055,0.0,0.0,0.0,0,infeasible,,
86,j20_PSP_42,0,inf,inf,0.1388838291168213,0.028629064559936523,0.3513481616973877,0.0,0,feasible_but_not_dc,,
87,j20_PSP_43,0,inf,inf,0.051145076751708984,0.0,0.0,0.0,0,infeasible,,
88,j20_PSP_44,0,inf,inf,0.04867076873779297,0.0,0.0,0.0,0,infeasible,,
89,j20_PSP_45,0,40,37,0.055648088455200195,0.021798133850097656,0.2970898151397705,0.016989946365356445,0.05481719970703125,feasible_and_dc,0.0,True
90,j20_PSP_45,1,42,37,0.055648088455200195,0.021798133850097656,0.2970898151397705,0.01714801788330078,0.0549159049987793,feasible_and_dc,0.0,True
91,j20_PSP_45,2,42,38,0.055648088455200195,0.021798133850097656,0.2970898151397705,0.020021915435791016,0.06742286682128906,feasible_and_dc,0.0,True
92,j20_PSP_45,3,40,36,0.055648088455200195,0.021798133850097656,0.2970898151397705,0.019469261169433594,0.05866694450378418,feasible_and_dc,0.0,True
93,j20_PSP_45,4,41,36,0.055648088455200195,0.021798133850097656,0.2970898151397705,0.01776909828186035,0.05782508850097656,feasible_and_dc,0.0,True
94,j20_PSP_45,5,38,36,0.055648088455200195,0.021798133850097656,0.2970898151397705,0.018407821655273438,0.05717301368713379,feasible_and_dc,0.0,True
95,j20_PSP_45,6,39,36,0.055648088455200195,0.021798133850097656,0.2970898151397705,0.016376733779907227,0.05443882942199707,feasible_and_dc,0.0,True
96,j20_PSP_45,7,39,35,0.055648088455200195,0.021798133850097656,0.2970898151397705,0.016476869583129883,0.05323600769042969,feasible_and_dc,0.0,True
97,j20_PSP_45,8,39,36,0.055648088455200195,0.021798133850097656,0.2970898151397705,0.017000913619995117,0.05766868591308594,feasible_and_dc,0.0,True
98,j20_PSP_45,9,39,38,0.055648088455200195,0.021798133850097656,0.2970898151397705,0.016397953033447266,0.055644989013671875,feasible_and_dc,0.0,True
99,j20_PSP_46,0,57,55,0.052780866622924805,0.02185797691345215,0.335813045501709,0.017531156539916992,0.06372213363647461,feasible_and_dc,0.0,True
100,j20_PSP_46,1,57,55,0.052780866622924805,0.02185797691345215,0.335813045501709,0.018815040588378906,0.061988115310668945,feasible_and_dc,0.0,True
101,j20_PSP_46,2,58,56,0.052780866622924805,0.02185797691345215,0.335813045501709,0.017860889434814453,0.053282976150512695,feasible_and_dc,0.0,True
102,j20_PSP_46,3,55,55,0.052780866622924805,0.02185797691345215,0.335813045501709,0.015582084655761719,0.055104970932006836,feasible_and_dc,0.0,True
103,j20_PSP_46,4,58,56,0.052780866622924805,0.02185797691345215,0.335813045501709,0.016292095184326172,0.05539679527282715,feasible_and_dc,0.0,True
104,j20_PSP_46,5,55,55,0.052780866622924805,0.02185797691345215,0.335813045501709,0.015617132186889648,0.05383467674255371,feasible_and_dc,0.0,True
105,j20_PSP_46,6,56,55,0.052780866622924805,0.02185797691345215,0.335813045501709,0.01568889617919922,0.05375266075134277,feasible_and_dc,0.0,True
106,j20_PSP_46,7,58,56,0.052780866622924805,0.02185797691345215,0.335813045501709,0.019092082977294922,0.06305313110351562,feasible_and_dc,0.0,True
107,j20_PSP_46,8,55,55,0.052780866622924805,0.02185797691345215,0.335813045501709,0.01648688316345215,0.05363583564758301,feasible_and_dc,0.0,True
108,j20_PSP_46,9,55,55,0.052780866622924805,0.02185797691345215,0.335813045501709,0.016424894332885742,0.05577492713928223,feasible_and_dc,0.0,True
109,j20_PSP_47,0,inf,inf,0.3238871097564697,0.04189276695251465,0.4118819236755371,0.0,0,feasible_but_not_dc,,
110,j20_PSP_48,0,inf,inf,0.06859803199768066,0.024543285369873047,0.4311552047729492,0.0,0,feasible_but_not_dc,,
111,j20_PSP_49,0,inf,inf,0.05421185493469238,0.0,0.0,0.0,0,infeasible,,
112,j20_PSP_50,0,inf,inf,0.06041288375854492,0.02843618392944336,0.3673207759857178,0.0,0,feasible_but_not_dc,,
113,j20_PSP_51,0,41,41,0.06133770942687988,0.0924069881439209,0.3491549491882324,0.01920795440673828,0.059068918228149414,feasible_and_dc,0.0,True
114,j20_PSP_51,1,42,42,0.06133770942687988,0.0924069881439209,0.3491549491882324,0.017672061920166016,0.06780195236206055,feasible_and_dc,0.0,True
115,j20_PSP_51,2,42,41,0.06133770942687988,0.0924069881439209,0.3491549491882324,0.01821303367614746,0.06491208076477051,feasible_and_dc,0.0,True
116,j20_PSP_51,3,41,41,0.06133770942687988,0.0924069881439209,0.3491549491882324,0.017548084259033203,0.06029200553894043,feasible_and_dc,0.0,True
117,j20_PSP_51,4,42,42,0.06133770942687988,0.0924069881439209,0.3491549491882324,0.017104148864746094,0.06707882881164551,feasible_and_dc,0.0,True
118,j20_PSP_51,5,41,41,0.06133770942687988,0.0924069881439209,0.3491549491882324,0.018484115600585938,0.06071209907531738,feasible_and_dc,0.0,True
119,j20_PSP_51,6,42,42,0.06133770942687988,0.0924069881439209,0.3491549491882324,0.0174100399017334,0.06340694427490234,feasible_and_dc,0.0,True
120,j20_PSP_51,7,42,42,0.06133770942687988,0.0924069881439209,0.3491549491882324,0.01735091209411621,0.06754875183105469,feasible_and_dc,0.0,True
121,j20_PSP_51,8,42,42,0.06133770942687988,0.0924069881439209,0.3491549491882324,0.01715993881225586,0.05822277069091797,feasible_and_dc,0.0,True
122,j20_PSP_51,9,41,41,0.06133770942687988,0.0924069881439209,0.3491549491882324,0.017031192779541016,0.06150102615356445,feasible_and_dc,0.0,True
123,j20_PSP_52,0,35,32,0.06529116630554199,0.022940874099731445,0.35188770294189453,0.022806882858276367,0.08266186714172363,feasible_and_dc,0.0,True
124,j20_PSP_52,1,34,32,0.06529116630554199,0.022940874099731445,0.35188770294189453,0.023545265197753906,0.07111239433288574,feasible_and_dc,0.0,True
125,j20_PSP_52,2,37,32,0.06529116630554199,0.022940874099731445,0.35188770294189453,0.017927885055541992,0.05996298789978027,feasible_and_dc,0.0,True
126,j20_PSP_52,3,34,32,0.06529116630554199,0.022940874099731445,0.35188770294189453,0.016577720642089844,0.06123614311218262,feasible_and_dc,0.0,True
127,j20_PSP_52,4,34,32,0.06529116630554199,0.022940874099731445,0.35188770294189453,0.015548229217529297,0.05422210693359375,feasible_and_dc,0.0,True
128,j20_PSP_52,5,35,32,0.06529116630554199,0.022940874099731445,0.35188770294189453,0.015145063400268555,0.10787081718444824,feasible_and_dc,0.0,True
129,j20_PSP_52,6,36,32,0.06529116630554199,0.022940874099731445,0.35188770294189453,0.025272130966186523,0.07352995872497559,feasible_and_dc,0.0,True
130,j20_PSP_52,7,36,32,0.06529116630554199,0.022940874099731445,0.35188770294189453,0.02220606803894043,0.0685129165649414,feasible_and_dc,0.0,True
131,j20_PSP_52,8,35,33,0.06529116630554199,0.022940874099731445,0.35188770294189453,0.019987106323242188,0.06703424453735352,feasible_and_dc,0.0,True
132,j20_PSP_52,9,36,34,0.06529116630554199,0.022940874099731445,0.35188770294189453,0.01684284210205078,0.05795621871948242,feasible_and_dc,0.0,True
133,j20_PSP_53,0,inf,inf,0.060376882553100586,0.02172994613647461,0.31858015060424805,0.0,0,feasible_but_not_dc,,
134,j20_PSP_54,0,inf,inf,0.05290508270263672,0.018999099731445312,0.36353302001953125,0.0,0,feasible_but_not_dc,,
135,j20_PSP_55,0,inf,inf,0.10743498802185059,0.11871838569641113,0.4052159786224365,0.0,0,feasible_but_not_dc,,
136,j20_PSP_56,0,inf,inf,0.05845499038696289,0.024991989135742188,0.3507378101348877,0.0,0,feasible_but_not_dc,,
137,j20_PSP_57,0,inf,inf,0.05872011184692383,0.04727602005004883,0.38289403915405273,0.0,0,feasible_but_not_dc,,
138,j20_PSP_58,0,inf,inf,0.12354421615600586,0.035234928131103516,0.3248708248138428,0.0,0,feasible_but_not_dc,,
139,j20_PSP_59,0,44,42,0.060498952865600586,0.022513151168823242,0.33981895446777344,0.015638113021850586,0.05588102340698242,feasible_and_dc,0.0,True
140,j20_PSP_59,1,43,42,0.060498952865600586,0.022513151168823242,0.33981895446777344,0.01660609245300293,0.09111809730529785,feasible_and_dc,0.0,True
141,j20_PSP_59,2,44,39,0.060498952865600586,0.022513151168823242,0.33981895446777344,0.018337011337280273,0.06027793884277344,feasible_and_dc,0.0,True
142,j20_PSP_59,3,43,42,0.060498952865600586,0.022513151168823242,0.33981895446777344,0.018467187881469727,0.09188604354858398,feasible_and_dc,0.0,True
143,j20_PSP_59,4,44,42,0.060498952865600586,0.022513151168823242,0.33981895446777344,0.017766952514648438,0.0782320499420166,feasible_and_dc,0.0,True
144,j20_PSP_59,5,43,39,0.060498952865600586,0.022513151168823242,0.33981895446777344,0.016283750534057617,0.05591297149658203,feasible_and_dc,0.0,True
145,j20_PSP_59,6,43,40,0.060498952865600586,0.022513151168823242,0.33981895446777344,0.01614689826965332,0.05284690856933594,feasible_and_dc,0.0,True
146,j20_PSP_59,7,42,40,0.060498952865600586,0.022513151168823242,0.33981895446777344,0.015876054763793945,0.05330824851989746,feasible_and_dc,0.0,True
147,j20_PSP_59,8,42,41,0.060498952865600586,0.022513151168823242,0.33981895446777344,0.016223907470703125,0.05662703514099121,feasible_and_dc,0.0,True
148,j20_PSP_59,9,42,40,0.060498952865600586,0.022513151168823242,0.33981895446777344,0.016535043716430664,0.06120800971984863,feasible_and_dc,0.0,True
149,j20_PSP_60,0,inf,inf,0.06187915802001953,0.022779226303100586,0.38459014892578125,0.0,0,feasible_but_not_dc,,
150,j20_PSP_61,0,inf,inf,0.055930137634277344,0.0,0.0,0.0,0,infeasible,,
151,j20_PSP_62,0,inf,inf,0.05123591423034668,0.0,0.0,0.0,0,infeasible,,
152,j20_PSP_63,0,inf,inf,0.053481340408325195,0.0,0.0,0.0,0,infeasible,,
153,j20_PSP_64,0,inf,inf,0.0558629035949707,0.0,0.0,0.0,0,infeasible,,
154,j20_PSP_65,0,inf,inf,13.685472965240479,0.02782893180847168,0.4031360149383545,0.0,0,feasible_but_not_dc,,
155,j20_PSP_66,0,inf,inf,0.048341989517211914,0.0,0.0,0.0,0,infeasible,,
156,j20_PSP_67,0,inf,inf,0.04748106002807617,0.0,0.0,0.0,0,infeasible,,
157,j20_PSP_68,0,inf,inf,0.352832555770874,0.025250911712646484,0.28844404220581055,0.0,0,feasible_but_not_dc,,
158,j20_PSP_69,0,inf,inf,0.04762411117553711,0.0,0.0,0.0,0,infeasible,,
159,j20_PSP_70,0,inf,inf,1.7106959819793701,0.08942818641662598,0.3035252094268799,0.0,0,feasible_but_not_dc,,
160,j20_PSP_71,0,inf,inf,0.34050583839416504,0.024116992950439453,0.29842591285705566,0.0,0,feasible_but_not_dc,,
161,j20_PSP_72,0,inf,inf,0.4269378185272217,0.02207779884338379,0.2992520332336426,0.0,0,feasible_but_not_dc,,
162,j20_PSP_73,0,inf,inf,0.18179798126220703,0.02508997917175293,0.29227471351623535,0.0,0,feasible_but_not_dc,,
163,j20_PSP_74,0,inf,inf,0.1611328125,0.02475285530090332,0.3249490261077881,0.0,0,feasible_but_not_dc,,
164,j20_PSP_75,0,inf,inf,0.5471310615539551,0.03612089157104492,0.34850621223449707,0.0,0,feasible_but_not_dc,,
165,j20_PSP_76,0,53,53,0.14944720268249512,0.026713132858276367,0.38733410835266113,0.02325916290283203,0.16057801246643066,feasible_and_dc,0.0,True
166,j20_PSP_76,1,57,53,0.14944720268249512,0.026713132858276367,0.38733410835266113,0.02049994468688965,0.063262939453125,feasible_and_dc,0.0,True
167,j20_PSP_76,2,58,54,0.14944720268249512,0.026713132858276367,0.38733410835266113,0.01963019371032715,0.13276410102844238,feasible_and_dc,0.0,True
168,j20_PSP_76,3,58,50,0.14944720268249512,0.026713132858276367,0.38733410835266113,0.01788616180419922,0.05766725540161133,feasible_and_dc,0.0,True
169,j20_PSP_76,4,62,58,0.14944720268249512,0.026713132858276367,0.38733410835266113,0.017273664474487305,0.12238931655883789,feasible_and_dc,0.0,True
170,j20_PSP_76,5,57,54,0.14944720268249512,0.026713132858276367,0.38733410835266113,0.018128156661987305,0.11606907844543457,feasible_and_dc,0.0,True
171,j20_PSP_76,6,60,54,0.14944720268249512,0.026713132858276367,0.38733410835266113,0.017472028732299805,0.05753803253173828,feasible_and_dc,0.0,True
172,j20_PSP_76,7,58,55,0.14944720268249512,0.026713132858276367,0.38733410835266113,0.01970195770263672,0.13967680931091309,feasible_and_dc,0.0,True
173,j20_PSP_76,8,57,52,0.14944720268249512,0.026713132858276367,0.38733410835266113,0.0199129581451416,0.0707709789276123,feasible_and_dc,0.0,True
174,j20_PSP_76,9,58,54,0.14944720268249512,0.026713132858276367,0.38733410835266113,0.021481037139892578,0.10036492347717285,feasible_and_dc,0.0,True
175,j20_PSP_77,0,inf,inf,0.3994560241699219,0.022850751876831055,0.31111907958984375,0.0,0,feasible_but_not_dc,,
176,j20_PSP_78,0,40,34,0.18790388107299805,0.10672378540039062,0.3520069122314453,0.020249128341674805,0.06773018836975098,feasible_and_dc,0.0,True
177,j20_PSP_78,1,40,36,0.18790388107299805,0.10672378540039062,0.3520069122314453,0.019375085830688477,0.08097410202026367,feasible_and_dc,0.0,True
178,j20_PSP_78,2,38,34,0.18790388107299805,0.10672378540039062,0.3520069122314453,0.019315004348754883,0.15984106063842773,feasible_and_dc,0.0,True
179,j20_PSP_78,3,36,34,0.18790388107299805,0.10672378540039062,0.3520069122314453,0.017277956008911133,0.05522298812866211,feasible_and_dc,0.0,True
180,j20_PSP_78,4,37,34,0.18790388107299805,0.10672378540039062,0.3520069122314453,0.020261764526367188,0.06406593322753906,feasible_and_dc,0.0,True
181,j20_PSP_78,5,41,37,0.18790388107299805,0.10672378540039062,0.3520069122314453,0.01812601089477539,0.11894106864929199,feasible_and_dc,0.0,True
182,j20_PSP_78,6,41,35,0.18790388107299805,0.10672378540039062,0.3520069122314453,0.019028902053833008,0.06836891174316406,feasible_and_dc,0.0,True
183,j20_PSP_78,7,41,37,0.18790388107299805,0.10672378540039062,0.3520069122314453,0.02017998695373535,0.10792398452758789,feasible_and_dc,0.0,True
184,j20_PSP_78,8,39,35,0.18790388107299805,0.10672378540039062,0.3520069122314453,0.01966381072998047,0.11261701583862305,feasible_and_dc,0.0,True
185,j20_PSP_78,9,39,36,0.18790388107299805,0.10672378540039062,0.3520069122314453,0.01915597915649414,0.06298589706420898,feasible_and_dc,0.0,True
186,j20_PSP_79,0,inf,inf,0.16229820251464844,0.02971792221069336,0.357928991317749,0.0,0,feasible_but_not_dc,,
187,j20_PSP_80,0,inf,inf,0.43561792373657227,0.0247039794921875,0.3427431583404541,0.0,0,feasible_but_not_dc,,
188,j20_PSP_81,0,inf,inf,0.2495100498199463,0.03661012649536133,0.39227294921875,0.0,0,feasible_but_not_dc,,
189,j20_PSP_82,0,inf,inf,0.06141018867492676,0.021754026412963867,0.3135716915130615,0.0,0,feasible_but_not_dc,,
190,j20_PSP_83,0,inf,inf,0.0645151138305664,0.024235963821411133,0.3365018367767334,0.0,0,feasible_but_not_dc,,
191,j20_PSP_84,0,inf,inf,0.05814313888549805,0.02181077003479004,0.4764440059661865,0.0,0,feasible_but_not_dc,,
192,j20_PSP_85,0,inf,inf,0.08907008171081543,0.029914140701293945,0.32756781578063965,0.0,0,feasible_but_not_dc,,
193,j20_PSP_86,0,inf,inf,0.056465864181518555,0.09477519989013672,0.5778260231018066,0.0,0,feasible_but_not_dc,,
194,j20_PSP_87,0,inf,inf,0.06368899345397949,0.024049043655395508,0.3599891662597656,0.0,0,feasible_but_not_dc,,
195,j20_PSP_88,0,37,36,0.16254591941833496,0.06585216522216797,0.7491018772125244,0.026126861572265625,0.0891880989074707,feasible_and_dc,0.0,True
