,instance_name,iteration,makespan_stnu,makespan_lb,time_initial_cp,time_build_stnu,time_dc_checking,time_rte,time_cp_lb
0,j301_1,0,40,35,0.06043696403503418,0.020190000534057617,0.4181089401245117,0.03631782531738281,0.05401921272277832
1,j301_1,1,36,36,0.06043696403503418,0.020190000534057617,0.4181089401245117,0.03520488739013672,0.053484201431274414
2,j301_1,2,35,34,0.06043696403503418,0.020190000534057617,0.4181089401245117,0.03605985641479492,0.05151700973510742
3,j301_1,3,38,37,0.06043696403503418,0.020190000534057617,0.4181089401245117,0.03440499305725098,0.05061912536621094
4,j301_1,4,40,38,0.06043696403503418,0.020190000534057617,0.4181089401245117,0.03539919853210449,0.05308103561401367
5,j301_1,5,37,36,0.06043696403503418,0.020190000534057617,0.4181089401245117,0.03517723083496094,0.050446271896362305
6,j301_1,6,35,35,0.06043696403503418,0.020190000534057617,0.4181089401245117,0.03570890426635742,0.05406904220581055
7,j301_1,7,40,40,0.06043696403503418,0.020190000534057617,0.4181089401245117,0.035627126693725586,0.049607038497924805
8,j301_1,8,43,42,0.06043696403503418,0.020190000534057617,0.4181089401245117,0.03454899787902832,0.05047202110290527
9,j301_1,9,36,33,0.06043696403503418,0.020190000534057617,0.4181089401245117,0.03568601608276367,0.05102205276489258
10,j301_2,0,39,38,0.05042409896850586,0.01753091812133789,0.3067748546600342,0.03497028350830078,0.051759958267211914
11,j301_2,1,45,41,0.05042409896850586,0.01753091812133789,0.3067748546600342,0.0353238582611084,0.05147218704223633
12,j301_2,2,42,41,0.05042409896850586,0.01753091812133789,0.3067748546600342,0.03469395637512207,0.05015397071838379
13,j301_2,3,45,45,0.05042409896850586,0.01753091812133789,0.3067748546600342,0.03446602821350098,0.05117678642272949
14,j301_2,4,46,39,0.05042409896850586,0.01753091812133789,0.3067748546600342,0.03451704978942871,0.050733089447021484
15,j301_2,5,47,46,0.05042409896850586,0.01753091812133789,0.3067748546600342,0.03381609916687012,0.0503079891204834
16,j301_2,6,42,37,0.05042409896850586,0.01753091812133789,0.3067748546600342,0.035021066665649414,0.052771806716918945
17,j301_2,7,40,40,0.05042409896850586,0.01753091812133789,0.3067748546600342,0.03425908088684082,0.049612998962402344
18,j301_2,8,39,39,0.05042409896850586,0.01753091812133789,0.3067748546600342,0.03386425971984863,0.051431894302368164
19,j301_2,9,42,40,0.05042409896850586,0.01753091812133789,0.3067748546600342,0.03475618362426758,0.04971122741699219
20,j301_3,0,35,33,0.05105996131896973,0.01767897605895996,0.3032572269439697,0.03330588340759277,0.04971599578857422
21,j301_3,1,45,45,0.05105996131896973,0.01767897605895996,0.3032572269439697,0.03317999839782715,0.0498659610748291
22,j301_3,2,37,37,0.05105996131896973,0.01767897605895996,0.3032572269439697,0.03385806083679199,0.0519411563873291
23,j301_3,3,42,40,0.05105996131896973,0.01767897605895996,0.3032572269439697,0.033762216567993164,0.049063920974731445
24,j301_3,4,43,43,0.05105996131896973,0.01767897605895996,0.3032572269439697,0.03300786018371582,0.05145001411437988
25,j301_3,5,44,42,0.05105996131896973,0.01767897605895996,0.3032572269439697,0.03455400466918945,0.049848079681396484
26,j301_3,6,45,44,0.05105996131896973,0.01767897605895996,0.3032572269439697,0.03328514099121094,0.056871891021728516
27,j301_3,7,40,36,0.05105996131896973,0.01767897605895996,0.3032572269439697,0.03424692153930664,0.05171680450439453
28,j301_3,8,37,37,0.05105996131896973,0.01767897605895996,0.3032572269439697,0.03391885757446289,0.05034065246582031
29,j301_3,9,38,36,0.05105996131896973,0.01767897605895996,0.3032572269439697,0.03366827964782715,0.053529977798461914
30,j301_4,0,49,49,0.052870988845825195,0.01795196533203125,0.30754566192626953,0.03375101089477539,0.04877901077270508
31,j301_4,1,53,51,0.052870988845825195,0.01795196533203125,0.30754566192626953,0.033911943435668945,0.05077028274536133
32,j301_4,2,53,53,0.052870988845825195,0.01795196533203125,0.30754566192626953,0.03431987762451172,0.051774024963378906
33,j301_4,3,52,52,0.052870988845825195,0.01795196533203125,0.30754566192626953,0.03387308120727539,0.049102783203125
34,j301_4,4,51,51,0.052870988845825195,0.01795196533203125,0.30754566192626953,0.03239297866821289,0.05185270309448242
35,j301_4,5,55,55,0.052870988845825195,0.01795196533203125,0.30754566192626953,0.03301095962524414,0.05067801475524902
36,j301_4,6,52,52,0.052870988845825195,0.01795196533203125,0.30754566192626953,0.0322871208190918,0.04989004135131836
37,j301_4,7,50,50,0.052870988845825195,0.01795196533203125,0.30754566192626953,0.033104896545410156,0.051654815673828125
38,j301_4,8,54,54,0.052870988845825195,0.01795196533203125,0.30754566192626953,0.03240609169006348,0.04922890663146973
39,j301_4,9,50,49,0.052870988845825195,0.01795196533203125,0.30754566192626953,0.03215193748474121,0.05104207992553711
40,j302_1,0,33,33,0.053008317947387695,0.01743006706237793,0.30066514015197754,0.031414031982421875,0.04924798011779785
41,j302_1,1,30,30,0.053008317947387695,0.01743006706237793,0.30066514015197754,0.03130507469177246,0.04932880401611328
42,j302_1,2,30,30,0.053008317947387695,0.01743006706237793,0.30066514015197754,0.032469987869262695,0.05122017860412598
43,j302_1,3,31,31,0.053008317947387695,0.01743006706237793,0.30066514015197754,0.031538963317871094,0.05018901824951172
44,j302_1,4,33,31,0.053008317947387695,0.01743006706237793,0.30066514015197754,0.031246662139892578,0.05164313316345215
45,j302_1,5,29,28,0.053008317947387695,0.01743006706237793,0.30066514015197754,0.03188180923461914,0.05076408386230469
46,j302_1,6,35,35,0.053008317947387695,0.01743006706237793,0.30066514015197754,0.031099796295166016,0.05041217803955078
