,instance_name,iteration,makespan_stnu,makespan_lb,time_initial_cp,time_build_stnu,time_dc_checking,time_rte,time_cp_lb,status
0,j10_PSP_138,0,inf,NotApplicable,0.1680469512939453,0.014700174331665039,0.8406088352203369,0.020725011825561523,NotApplicable,feasible_and_dc_but_rte_error
