,instance_name,iteration,makespan_stnu,makespan_lb,time_initial_cp,time_build_stnu,time_dc_checking,time_rte,time_cp_lb,status
0,j10_PSP_130,0,inf,NotImplementedYet,0.11445498466491699,0.010974884033203125,0.2782151699066162,0.013283729553222656,NotImplementedYet,feasible_and_dc_but_rte_error
1,j10_PSP_130,1,inf,NotImplementedYet,0.11445498466491699,0.010974884033203125,0.2782151699066162,0.0095672607421875,NotImplementedYet,feasible_and_dc_but_rte_error
2,j10_PSP_130,2,44,NotImplementedYet,0.11445498466491699,0.010974884033203125,0.2782151699066162,0.02374100685119629,NotImplementedYet,feasible_and_dc
3,j10_PSP_130,3,inf,NotImplementedYet,0.11445498466491699,0.010974884033203125,0.2782151699066162,0.009206056594848633,NotImplementedYet,feasible_and_dc_but_rte_error
4,j10_PSP_130,4,inf,NotImplementedYet,0.11445498466491699,0.010974884033203125,0.2782151699066162,0.008809804916381836,NotImplementedYet,feasible_and_dc_but_rte_error
