,Activity,Product,Resource,Check_resource_type,Machine_id,Request moment,Retrieve moment,Start,Finish
0,1,0,Harvesting tanks A,Harvesting tanks A,0,52,52,52,69
1,2,0,Harvesting tanks A,Harvesting tanks A,1,52,52,52,113
2,4,0,Harvesting tanks B,Harvesting tanks B,0,52,52,52,125
3,3,0,Filters A,Filters A,0,86,86,86,125
4,0,0,Fermenter_4,Fermenter_4,0,0,0,0,128
5,5,0,Buffer tanks,Buffer tanks,0,123,123,123,128
6,6,0,Microfilter,Microfilter,0,99,99,99,133
7,8,0,Harvesting tanks B,Harvesting tanks B,1,52,52,52,145
8,7,0,Filters A,Filters A,1,121,121,121,145
9,10,0,Microfilter,Microfilter,1,86,86,86,146
10,9,0,Buffer tanks,Buffer tanks,1,99,99,99,146
11,11,0,Buffer tanks,Buffer tanks,2,86,86,86,156
12,12,0,Microfilter,Microfilter,2,123,123,123,156
13,13,0,Stabilization tanks,Stabilization tanks,0,107,107,107,245
