,instance_folder,instance_name,sample,rel_regret,obj,obj_pi,method,time_limit_initial,time_limit_rescheduling,time_limit_pi
50,j10,PSP2,0,0.0,inf,inf,reactive,60,10,60
51,j10,PSP2,1,0.0,inf,inf,reactive,60,10,60
52,j10,PSP2,2,0.0,inf,inf,reactive,60,10,60
53,j10,PSP2,3,0.0,inf,inf,reactive,60,10,60
54,j10,PSP2,4,0.0,inf,inf,reactive,60,10,60
55,j10,PSP2,5,0.0,inf,inf,reactive,60,10,60
56,j10,PSP2,6,0.0,inf,inf,reactive,60,10,60
57,j10,PSP2,7,0.0,inf,inf,reactive,60,10,60
58,j10,PSP2,8,0.0,inf,inf,reactive,60,10,60
59,j10,PSP2,9,0.0,inf,inf,reactive,60,10,60
60,j10,PSP2,10,0.0,inf,inf,reactive,60,10,60
61,j10,PSP2,11,0.0,inf,inf,reactive,60,10,60
62,j10,PSP2,12,0.0,inf,inf,reactive,60,10,60
63,j10,PSP2,13,0.0,inf,inf,reactive,60,10,60
64,j10,PSP2,14,0.0,inf,inf,reactive,60,10,60
65,j10,PSP2,15,0.0,inf,inf,reactive,60,10,60
66,j10,PSP2,16,0.0,inf,inf,reactive,60,10,60
67,j10,PSP2,17,0.0,inf,inf,reactive,60,10,60
68,j10,PSP2,18,0.0,inf,inf,reactive,60,10,60
69,j10,PSP2,19,0.0,inf,inf,reactive,60,10,60
70,j10,PSP2,20,0.0,inf,inf,reactive,60,10,60
71,j10,PSP2,21,0.0,inf,inf,reactive,60,10,60
72,j10,PSP2,22,0.0,inf,inf,reactive,60,10,60
73,j10,PSP2,23,0.0,inf,inf,reactive,60,10,60
74,j10,PSP2,24,0.0,inf,inf,reactive,60,10,60
75,j10,PSP2,25,0.0,inf,inf,reactive,60,10,60
76,j10,PSP2,26,0.0,inf,inf,reactive,60,10,60
77,j10,PSP2,27,0.0,inf,inf,reactive,60,10,60
78,j10,PSP2,28,0.0,inf,inf,reactive,60,10,60
79,j10,PSP2,29,0.0,inf,inf,reactive,60,10,60
80,j10,PSP2,30,0.0,inf,inf,reactive,60,10,60
81,j10,PSP2,31,0.0,inf,inf,reactive,60,10,60
82,j10,PSP2,32,0.0,inf,inf,reactive,60,10,60
83,j10,PSP2,33,0.0,inf,inf,reactive,60,10,60
84,j10,PSP2,34,0.0,inf,inf,reactive,60,10,60
85,j10,PSP2,35,0.0,inf,inf,reactive,60,10,60
86,j10,PSP2,36,0.0,inf,inf,reactive,60,10,60
87,j10,PSP2,37,0.0,inf,inf,reactive,60,10,60
88,j10,PSP2,38,0.0,inf,inf,reactive,60,10,60
89,j10,PSP2,39,0.0,inf,inf,reactive,60,10,60
90,j10,PSP2,40,0.0,inf,inf,reactive,60,10,60
91,j10,PSP2,41,0.0,inf,inf,reactive,60,10,60
92,j10,PSP2,42,0.0,inf,inf,reactive,60,10,60
93,j10,PSP2,43,0.0,inf,inf,reactive,60,10,60
94,j10,PSP2,44,0.0,inf,inf,reactive,60,10,60
95,j10,PSP2,45,0.0,inf,inf,reactive,60,10,60
96,j10,PSP2,46,0.0,inf,inf,reactive,60,10,60
97,j10,PSP2,47,0.0,inf,inf,reactive,60,10,60
98,j10,PSP2,48,0.0,inf,inf,reactive,60,10,60
99,j10,PSP2,49,0.0,inf,inf,reactive,60,10,60
100,j10,PSP3,0,100.0,inf,36.0,reactive,60,10,60
101,j10,PSP3,1,100.0,inf,36.0,reactive,60,10,60
102,j10,PSP3,2,100.0,inf,36.0,reactive,60,10,60
103,j10,PSP3,3,100.0,inf,36.0,reactive,60,10,60
104,j10,PSP3,4,0.0,34.0,34.0,reactive,60,10,60
105,j10,PSP3,5,18.91891891891892,44.0,37.0,reactive,60,10,60
106,j10,PSP3,6,2.7777777777777777,37.0,36.0,reactive,60,10,60
107,j10,PSP3,7,23.529411764705884,42.0,34.0,reactive,60,10,60
108,j10,PSP3,8,0.0,36.0,36.0,reactive,60,10,60
109,j10,PSP3,9,0.0,37.0,37.0,reactive,60,10,60
110,j10,PSP3,10,24.324324324324323,46.0,37.0,reactive,60,10,60
111,j10,PSP3,11,23.529411764705884,42.0,34.0,reactive,60,10,60
112,j10,PSP3,12,100.0,inf,36.0,reactive,60,10,60
113,j10,PSP3,13,0.0,35.0,35.0,reactive,60,10,60
114,j10,PSP3,14,100.0,inf,36.0,reactive,60,10,60
115,j10,PSP3,15,100.0,inf,36.0,reactive,60,10,60
116,j10,PSP3,16,0.0,36.0,36.0,reactive,60,10,60
117,j10,PSP3,17,100.0,inf,36.0,reactive,60,10,60
118,j10,PSP3,18,100.0,inf,36.0,reactive,60,10,60
119,j10,PSP3,19,2.9411764705882355,35.0,34.0,reactive,60,10,60
120,j10,PSP3,20,0.0,37.0,37.0,reactive,60,10,60
121,j10,PSP3,21,16.666666666666668,42.0,36.0,reactive,60,10,60
122,j10,PSP3,22,100.0,inf,36.0,reactive,60,10,60
123,j10,PSP3,23,100.0,inf,36.0,reactive,60,10,60
124,j10,PSP3,24,0.0,36.0,36.0,reactive,60,10,60
125,j10,PSP3,25,0.0,35.0,35.0,reactive,60,10,60
126,j10,PSP3,26,100.0,inf,36.0,reactive,60,10,60
127,j10,PSP3,27,100.0,inf,36.0,reactive,60,10,60
128,j10,PSP3,28,17.142857142857142,41.0,35.0,reactive,60,10,60
129,j10,PSP3,29,100.0,inf,36.0,reactive,60,10,60
130,j10,PSP3,30,0.0,35.0,35.0,reactive,60,10,60
131,j10,PSP3,31,22.22222222222222,44.0,36.0,reactive,60,10,60
132,j10,PSP3,32,100.0,inf,36.0,reactive,60,10,60
133,j10,PSP3,33,100.0,inf,36.0,reactive,60,10,60
134,j10,PSP3,34,0.0,34.0,34.0,reactive,60,10,60
135,j10,PSP3,35,100.0,inf,36.0,reactive,60,10,60
136,j10,PSP3,36,100.0,inf,36.0,reactive,60,10,60
137,j10,PSP3,37,100.0,inf,36.0,reactive,60,10,60
138,j10,PSP3,38,0.0,35.0,35.0,reactive,60,10,60
139,j10,PSP3,39,100.0,inf,36.0,reactive,60,10,60
140,j10,PSP3,40,0.0,37.0,37.0,reactive,60,10,60
141,j10,PSP3,41,100.0,inf,36.0,reactive,60,10,60
142,j10,PSP3,42,0.0,36.0,36.0,reactive,60,10,60
143,j10,PSP3,43,100.0,inf,36.0,reactive,60,10,60
144,j10,PSP3,44,0.0,35.0,35.0,reactive,60,10,60
145,j10,PSP3,45,0.0,37.0,37.0,reactive,60,10,60
146,j10,PSP3,46,100.0,inf,36.0,reactive,60,10,60
147,j10,PSP3,47,100.0,inf,36.0,reactive,60,10,60
148,j10,PSP3,48,0.0,34.0,34.0,reactive,60,10,60
149,j10,PSP3,49,100.0,inf,36.0,reactive,60,10,60
150,j10,PSP4,0,0.0,38.0,38.0,reactive,60,10,60
151,j10,PSP4,1,100.0,inf,40.0,reactive,60,10,60
152,j10,PSP4,2,2.7777777777777777,37.0,36.0,reactive,60,10,60
153,j10,PSP4,3,0.0,40.0,40.0,reactive,60,10,60
154,j10,PSP4,4,3.0303030303030303,34.0,33.0,reactive,60,10,60
155,j10,PSP4,5,0.0,34.0,34.0,reactive,60,10,60
156,j10,PSP4,6,100.0,inf,40.0,reactive,60,10,60
157,j10,PSP4,7,2.7027027027027026,38.0,37.0,reactive,60,10,60
158,j10,PSP4,8,0.0,37.0,37.0,reactive,60,10,60
159,j10,PSP4,9,2.7027027027027026,38.0,37.0,reactive,60,10,60
160,j10,PSP4,10,0.0,36.0,36.0,reactive,60,10,60
161,j10,PSP4,11,11.428571428571429,39.0,35.0,reactive,60,10,60
162,j10,PSP4,12,2.7777777777777777,37.0,36.0,reactive,60,10,60
163,j10,PSP4,13,100.0,inf,40.0,reactive,60,10,60
164,j10,PSP4,14,2.9411764705882355,35.0,34.0,reactive,60,10,60
165,j10,PSP4,15,5.714285714285714,37.0,35.0,reactive,60,10,60
166,j10,PSP4,16,100.0,inf,40.0,reactive,60,10,60
167,j10,PSP4,17,5.714285714285714,37.0,35.0,reactive,60,10,60
168,j10,PSP4,18,2.7777777777777777,37.0,36.0,reactive,60,10,60
169,j10,PSP4,19,2.7777777777777777,37.0,36.0,reactive,60,10,60
170,j10,PSP4,20,100.0,inf,36.0,reactive,60,10,60
171,j10,PSP4,21,100.0,inf,40.0,reactive,60,10,60
172,j10,PSP4,22,100.0,inf,40.0,reactive,60,10,60
173,j10,PSP4,23,0.0,37.0,37.0,reactive,60,10,60
174,j10,PSP4,24,100.0,inf,36.0,reactive,60,10,60
175,j10,PSP4,25,0.0,40.0,40.0,reactive,60,10,60
176,j10,PSP4,26,0.0,36.0,36.0,reactive,60,10,60
177,j10,PSP4,27,0.0,39.0,39.0,reactive,60,10,60
178,j10,PSP4,28,100.0,inf,40.0,reactive,60,10,60
179,j10,PSP4,29,2.7777777777777777,37.0,36.0,reactive,60,10,60
180,j10,PSP4,30,100.0,inf,40.0,reactive,60,10,60
181,j10,PSP4,31,0.0,36.0,36.0,reactive,60,10,60
182,j10,PSP4,32,0.0,39.0,39.0,reactive,60,10,60
183,j10,PSP4,33,0.0,40.0,40.0,reactive,60,10,60
184,j10,PSP4,34,100.0,inf,38.0,reactive,60,10,60
185,j10,PSP4,35,0.0,38.0,38.0,reactive,60,10,60
186,j10,PSP4,36,0.0,42.0,42.0,reactive,60,10,60
187,j10,PSP4,37,100.0,inf,40.0,reactive,60,10,60
188,j10,PSP4,38,0.0,35.0,35.0,reactive,60,10,60
189,j10,PSP4,39,0.0,37.0,37.0,reactive,60,10,60
190,j10,PSP4,40,2.7027027027027026,38.0,37.0,reactive,60,10,60
191,j10,PSP4,41,0.0,38.0,38.0,reactive,60,10,60
192,j10,PSP4,42,0.0,40.0,40.0,reactive,60,10,60
193,j10,PSP4,43,100.0,inf,40.0,reactive,60,10,60
194,j10,PSP4,44,0.0,39.0,39.0,reactive,60,10,60
195,j10,PSP4,45,2.5641025641025643,40.0,39.0,reactive,60,10,60
196,j10,PSP4,46,2.7027027027027026,38.0,37.0,reactive,60,10,60
197,j10,PSP4,47,8.108108108108109,40.0,37.0,reactive,60,10,60
198,j10,PSP4,48,0.0,40.0,40.0,reactive,60,10,60
199,j10,PSP4,49,0.0,37.0,37.0,reactive,60,10,60
200,j10,PSP5,0,100.0,inf,33.0,reactive,60,10,60
201,j10,PSP5,1,100.0,inf,33.0,reactive,60,10,60
202,j10,PSP5,2,100.0,inf,32.0,reactive,60,10,60
203,j10,PSP5,3,100.0,inf,31.0,reactive,60,10,60
204,j10,PSP5,4,0.0,33.0,33.0,reactive,60,10,60
205,j10,PSP5,5,100.0,inf,33.0,reactive,60,10,60
206,j10,PSP5,6,0.0,33.0,33.0,reactive,60,10,60
207,j10,PSP5,7,100.0,inf,31.0,reactive,60,10,60
208,j10,PSP5,8,100.0,inf,33.0,reactive,60,10,60
209,j10,PSP5,9,100.0,inf,33.0,reactive,60,10,60
210,j10,PSP5,10,100.0,inf,32.0,reactive,60,10,60
211,j10,PSP5,11,100.0,inf,31.0,reactive,60,10,60
212,j10,PSP5,12,0.0,30.0,30.0,reactive,60,10,60
213,j10,PSP5,13,100.0,inf,34.0,reactive,60,10,60
214,j10,PSP5,14,10.714285714285714,31.0,28.0,reactive,60,10,60
215,j10,PSP5,15,100.0,inf,33.0,reactive,60,10,60
216,j10,PSP5,16,100.0,inf,34.0,reactive,60,10,60
217,j10,PSP5,17,21.73913043478261,28.0,23.0,reactive,60,10,60
218,j10,PSP5,18,100.0,inf,33.0,reactive,60,10,60
219,j10,PSP5,19,100.0,inf,33.0,reactive,60,10,60
220,j10,PSP5,20,0.0,30.0,30.0,reactive,60,10,60
221,j10,PSP5,21,10.344827586206897,32.0,29.0,reactive,60,10,60
222,j10,PSP5,22,100.0,inf,33.0,reactive,60,10,60
223,j10,PSP5,23,10.714285714285714,31.0,28.0,reactive,60,10,60
224,j10,PSP5,24,100.0,inf,33.0,reactive,60,10,60
225,j10,PSP5,25,100.0,inf,32.0,reactive,60,10,60
226,j10,PSP5,26,11.538461538461538,29.0,26.0,reactive,60,10,60
227,j10,PSP5,27,100.0,inf,33.0,reactive,60,10,60
228,j10,PSP5,28,21.73913043478261,28.0,23.0,reactive,60,10,60
229,j10,PSP5,29,100.0,inf,33.0,reactive,60,10,60
230,j10,PSP5,30,17.857142857142858,33.0,28.0,reactive,60,10,60
231,j10,PSP5,31,100.0,inf,31.0,reactive,60,10,60
232,j10,PSP5,32,17.24137931034483,34.0,29.0,reactive,60,10,60
233,j10,PSP5,33,100.0,inf,33.0,reactive,60,10,60
234,j10,PSP5,34,100.0,inf,33.0,reactive,60,10,60
235,j10,PSP5,35,100.0,inf,31.0,reactive,60,10,60
236,j10,PSP5,36,100.0,inf,31.0,reactive,60,10,60
237,j10,PSP5,37,7.6923076923076925,28.0,26.0,reactive,60,10,60
238,j10,PSP5,38,100.0,inf,33.0,reactive,60,10,60
239,j10,PSP5,39,100.0,inf,34.0,reactive,60,10,60
240,j10,PSP5,40,0.0,30.0,30.0,reactive,60,10,60
241,j10,PSP5,41,15.384615384615385,30.0,26.0,reactive,60,10,60
242,j10,PSP5,42,3.125,33.0,32.0,reactive,60,10,60
243,j10,PSP5,43,100.0,inf,32.0,reactive,60,10,60
244,j10,PSP5,44,6.666666666666667,32.0,30.0,reactive,60,10,60
245,j10,PSP5,45,0.0,30.0,30.0,reactive,60,10,60
246,j10,PSP5,46,100.0,inf,32.0,reactive,60,10,60
247,j10,PSP5,47,100.0,inf,33.0,reactive,60,10,60
248,j10,PSP5,48,100.0,inf,33.0,reactive,60,10,60
249,j10,PSP5,49,100.0,inf,32.0,reactive,60,10,60
250,j10,PSP6,0,0.0,inf,inf,reactive,60,10,60
251,j10,PSP6,1,0.0,inf,inf,reactive,60,10,60
252,j10,PSP6,2,0.0,inf,inf,reactive,60,10,60
253,j10,PSP6,3,0.0,inf,inf,reactive,60,10,60
254,j10,PSP6,4,0.0,inf,inf,reactive,60,10,60
255,j10,PSP6,5,0.0,inf,inf,reactive,60,10,60
256,j10,PSP6,6,0.0,inf,inf,reactive,60,10,60
257,j10,PSP6,7,0.0,inf,inf,reactive,60,10,60
258,j10,PSP6,8,0.0,inf,inf,reactive,60,10,60
259,j10,PSP6,9,0.0,inf,inf,reactive,60,10,60
260,j10,PSP6,10,0.0,inf,inf,reactive,60,10,60
261,j10,PSP6,11,0.0,inf,inf,reactive,60,10,60
262,j10,PSP6,12,0.0,inf,inf,reactive,60,10,60
263,j10,PSP6,13,0.0,inf,inf,reactive,60,10,60
264,j10,PSP6,14,0.0,inf,inf,reactive,60,10,60
265,j10,PSP6,15,0.0,inf,inf,reactive,60,10,60
266,j10,PSP6,16,0.0,inf,inf,reactive,60,10,60
267,j10,PSP6,17,0.0,inf,inf,reactive,60,10,60
268,j10,PSP6,18,0.0,inf,inf,reactive,60,10,60
269,j10,PSP6,19,0.0,inf,inf,reactive,60,10,60
270,j10,PSP6,20,0.0,inf,inf,reactive,60,10,60
271,j10,PSP6,21,0.0,inf,inf,reactive,60,10,60
272,j10,PSP6,22,0.0,inf,inf,reactive,60,10,60
273,j10,PSP6,23,0.0,inf,inf,reactive,60,10,60
274,j10,PSP6,24,0.0,inf,inf,reactive,60,10,60
275,j10,PSP6,25,0.0,inf,inf,reactive,60,10,60
276,j10,PSP6,26,0.0,inf,inf,reactive,60,10,60
277,j10,PSP6,27,0.0,inf,inf,reactive,60,10,60
278,j10,PSP6,28,0.0,inf,inf,reactive,60,10,60
279,j10,PSP6,29,0.0,inf,inf,reactive,60,10,60
280,j10,PSP6,30,0.0,inf,inf,reactive,60,10,60
281,j10,PSP6,31,0.0,inf,inf,reactive,60,10,60
282,j10,PSP6,32,0.0,inf,inf,reactive,60,10,60
283,j10,PSP6,33,0.0,inf,inf,reactive,60,10,60
284,j10,PSP6,34,0.0,inf,inf,reactive,60,10,60
285,j10,PSP6,35,0.0,inf,inf,reactive,60,10,60
286,j10,PSP6,36,0.0,inf,inf,reactive,60,10,60
287,j10,PSP6,37,0.0,inf,inf,reactive,60,10,60
288,j10,PSP6,38,0.0,inf,inf,reactive,60,10,60
289,j10,PSP6,39,0.0,inf,inf,reactive,60,10,60
290,j10,PSP6,40,0.0,inf,inf,reactive,60,10,60
291,j10,PSP6,41,0.0,inf,inf,reactive,60,10,60
292,j10,PSP6,42,0.0,inf,inf,reactive,60,10,60
293,j10,PSP6,43,0.0,inf,inf,reactive,60,10,60
294,j10,PSP6,44,0.0,inf,inf,reactive,60,10,60
295,j10,PSP6,45,0.0,inf,inf,reactive,60,10,60
296,j10,PSP6,46,0.0,inf,inf,reactive,60,10,60
297,j10,PSP6,47,0.0,inf,inf,reactive,60,10,60
298,j10,PSP6,48,0.0,inf,inf,reactive,60,10,60
299,j10,PSP6,49,0.0,inf,inf,reactive,60,10,60
300,j10,PSP7,0,0.0,43.0,43.0,reactive,60,10,60
301,j10,PSP7,1,100.0,inf,43.0,reactive,60,10,60
302,j10,PSP7,2,0.0,42.0,42.0,reactive,60,10,60
303,j10,PSP7,3,100.0,inf,43.0,reactive,60,10,60
304,j10,PSP7,4,100.0,inf,43.0,reactive,60,10,60
305,j10,PSP7,5,0.0,45.0,45.0,reactive,60,10,60
306,j10,PSP7,6,100.0,inf,43.0,reactive,60,10,60
307,j10,PSP7,7,0.0,43.0,43.0,reactive,60,10,60
308,j10,PSP7,8,0.0,45.0,45.0,reactive,60,10,60
309,j10,PSP7,9,100.0,inf,43.0,reactive,60,10,60
310,j10,PSP7,10,100.0,inf,43.0,reactive,60,10,60
311,j10,PSP7,11,0.0,43.0,43.0,reactive,60,10,60
312,j10,PSP7,12,0.0,40.0,40.0,reactive,60,10,60
313,j10,PSP7,13,0.0,40.0,40.0,reactive,60,10,60
314,j10,PSP7,14,0.0,41.0,41.0,reactive,60,10,60
315,j10,PSP7,15,0.0,42.0,42.0,reactive,60,10,60
316,j10,PSP7,16,0.0,45.0,45.0,reactive,60,10,60
317,j10,PSP7,17,0.0,42.0,42.0,reactive,60,10,60
318,j10,PSP7,18,0.0,42.0,42.0,reactive,60,10,60
319,j10,PSP7,19,0.0,41.0,41.0,reactive,60,10,60
320,j10,PSP7,20,0.0,40.0,40.0,reactive,60,10,60
321,j10,PSP7,21,0.0,45.0,45.0,reactive,60,10,60
322,j10,PSP7,22,100.0,inf,43.0,reactive,60,10,60
323,j10,PSP7,23,0.0,42.0,42.0,reactive,60,10,60
324,j10,PSP7,24,100.0,inf,43.0,reactive,60,10,60
325,j10,PSP7,25,0.0,41.0,41.0,reactive,60,10,60
326,j10,PSP7,26,100.0,inf,43.0,reactive,60,10,60
327,j10,PSP7,27,0.0,44.0,44.0,reactive,60,10,60
328,j10,PSP7,28,0.0,42.0,42.0,reactive,60,10,60
329,j10,PSP7,29,0.0,43.0,43.0,reactive,60,10,60
330,j10,PSP7,30,0.0,42.0,42.0,reactive,60,10,60
331,j10,PSP7,31,100.0,inf,43.0,reactive,60,10,60
332,j10,PSP7,32,100.0,inf,43.0,reactive,60,10,60
333,j10,PSP7,33,0.0,41.0,41.0,reactive,60,10,60
334,j10,PSP7,34,0.0,40.0,40.0,reactive,60,10,60
335,j10,PSP7,35,0.0,40.0,40.0,reactive,60,10,60
336,j10,PSP7,36,0.0,42.0,42.0,reactive,60,10,60
337,j10,PSP7,37,0.0,45.0,45.0,reactive,60,10,60
338,j10,PSP7,38,100.0,inf,43.0,reactive,60,10,60
339,j10,PSP7,39,0.0,40.0,40.0,reactive,60,10,60
340,j10,PSP7,40,0.0,41.0,41.0,reactive,60,10,60
341,j10,PSP7,41,100.0,inf,43.0,reactive,60,10,60
342,j10,PSP7,42,0.0,45.0,45.0,reactive,60,10,60
343,j10,PSP7,43,0.0,40.0,40.0,reactive,60,10,60
344,j10,PSP7,44,0.0,43.0,43.0,reactive,60,10,60
345,j10,PSP7,45,0.0,42.0,42.0,reactive,60,10,60
346,j10,PSP7,46,0.0,40.0,40.0,reactive,60,10,60
347,j10,PSP7,47,100.0,inf,43.0,reactive,60,10,60
348,j10,PSP7,48,0.0,41.0,41.0,reactive,60,10,60
349,j10,PSP7,49,100.0,inf,43.0,reactive,60,10,60
350,j10,PSP8,0,100.0,inf,40.0,reactive,60,10,60
351,j10,PSP8,1,16.666666666666668,49.0,42.0,reactive,60,10,60
352,j10,PSP8,2,0.0,37.0,37.0,reactive,60,10,60
353,j10,PSP8,3,100.0,inf,40.0,reactive,60,10,60
354,j10,PSP8,4,14.285714285714286,48.0,42.0,reactive,60,10,60
355,j10,PSP8,5,100.0,inf,40.0,reactive,60,10,60
356,j10,PSP8,6,100.0,inf,41.0,reactive,60,10,60
357,j10,PSP8,7,11.627906976744185,48.0,43.0,reactive,60,10,60
358,j10,PSP8,8,2.7777777777777777,37.0,36.0,reactive,60,10,60
359,j10,PSP8,9,19.51219512195122,49.0,41.0,reactive,60,10,60
360,j10,PSP8,10,0.0,38.0,38.0,reactive,60,10,60
361,j10,PSP8,11,2.5641025641025643,40.0,39.0,reactive,60,10,60
362,j10,PSP8,12,12.5,45.0,40.0,reactive,60,10,60
363,j10,PSP8,13,19.51219512195122,49.0,41.0,reactive,60,10,60
364,j10,PSP8,14,100.0,inf,40.0,reactive,60,10,60
365,j10,PSP8,15,100.0,inf,39.0,reactive,60,10,60
366,j10,PSP8,16,100.0,inf,40.0,reactive,60,10,60
367,j10,PSP8,17,0.0,38.0,38.0,reactive,60,10,60
368,j10,PSP8,18,2.7027027027027026,38.0,37.0,reactive,60,10,60
369,j10,PSP8,19,20.0,48.0,40.0,reactive,60,10,60
370,j10,PSP8,20,17.073170731707318,48.0,41.0,reactive,60,10,60
371,j10,PSP8,21,0.0,39.0,39.0,reactive,60,10,60
372,j10,PSP8,22,100.0,inf,38.0,reactive,60,10,60
373,j10,PSP8,23,0.0,39.0,39.0,reactive,60,10,60
374,j10,PSP8,24,0.0,41.0,41.0,reactive,60,10,60
375,j10,PSP8,25,100.0,inf,41.0,reactive,60,10,60
376,j10,PSP8,26,0.0,39.0,39.0,reactive,60,10,60
377,j10,PSP8,27,100.0,inf,38.0,reactive,60,10,60
378,j10,PSP8,28,11.627906976744185,48.0,43.0,reactive,60,10,60
379,j10,PSP8,29,0.0,42.0,42.0,reactive,60,10,60
380,j10,PSP8,30,100.0,inf,37.0,reactive,60,10,60
381,j10,PSP8,31,2.6315789473684212,39.0,38.0,reactive,60,10,60
382,j10,PSP8,32,0.0,41.0,41.0,reactive,60,10,60
383,j10,PSP8,33,19.51219512195122,49.0,41.0,reactive,60,10,60
384,j10,PSP8,34,0.0,40.0,40.0,reactive,60,10,60
385,j10,PSP8,35,15.0,46.0,40.0,reactive,60,10,60
386,j10,PSP8,36,100.0,inf,40.0,reactive,60,10,60
387,j10,PSP8,37,15.0,46.0,40.0,reactive,60,10,60
388,j10,PSP8,38,19.51219512195122,49.0,41.0,reactive,60,10,60
389,j10,PSP8,39,19.51219512195122,49.0,41.0,reactive,60,10,60
390,j10,PSP8,40,0.0,39.0,39.0,reactive,60,10,60
391,j10,PSP8,41,0.0,37.0,37.0,reactive,60,10,60
392,j10,PSP8,42,18.91891891891892,44.0,37.0,reactive,60,10,60
393,j10,PSP8,43,12.195121951219512,46.0,41.0,reactive,60,10,60
394,j10,PSP8,44,13.953488372093023,49.0,43.0,reactive,60,10,60
395,j10,PSP8,45,19.51219512195122,49.0,41.0,reactive,60,10,60
396,j10,PSP8,46,0.0,38.0,38.0,reactive,60,10,60
397,j10,PSP8,47,14.634146341463415,47.0,41.0,reactive,60,10,60
398,j10,PSP8,48,17.073170731707318,48.0,41.0,reactive,60,10,60
399,j10,PSP8,49,100.0,inf,40.0,reactive,60,10,60
400,j10,PSP9,0,4.878048780487805,43.0,41.0,reactive,60,10,60
401,j10,PSP9,1,2.1739130434782608,47.0,46.0,reactive,60,10,60
402,j10,PSP9,2,6.0,53.0,50.0,reactive,60,10,60
403,j10,PSP9,3,2.1739130434782608,47.0,46.0,reactive,60,10,60
404,j10,PSP9,4,4.761904761904762,44.0,42.0,reactive,60,10,60
405,j10,PSP9,5,0.0,45.0,45.0,reactive,60,10,60
406,j10,PSP9,6,100.0,inf,43.0,reactive,60,10,60
407,j10,PSP9,7,4.081632653061225,51.0,49.0,reactive,60,10,60
408,j10,PSP9,8,7.317073170731708,44.0,41.0,reactive,60,10,60
