,instance_folder,instance_name,sample,rel_regret,obj,obj_pi,method
,instance_folder,instance_name,sample,relative_regret,obj,obj_pi,method
483,j10,PSP10,33,0.0,32.0,32.0,reactive
484,j10,PSP10,34,100.0,inf,32.0,reactive
485,j10,PSP10,35,3.125,33.0,32.0,reactive
486,j10,PSP10,36,2.857142857142857,36.0,35.0,reactive
487,j10,PSP10,37,0.0,27.0,27.0,reactive
488,j10,PSP10,38,2.9411764705882355,35.0,34.0,reactive
489,j10,PSP10,39,100.0,inf,33.0,reactive
490,j10,PSP10,40,0.0,36.0,36.0,reactive
491,j10,PSP10,41,0.0,32.0,32.0,reactive
492,j10,PSP10,42,0.0,30.0,30.0,reactive
493,j10,PSP10,43,0.0,34.0,34.0,reactive
494,j10,PSP10,44,6.0606060606060606,35.0,33.0,reactive
495,j10,PSP10,45,3.0303030303030303,34.0,33.0,reactive
496,j10,PSP10,46,0.0,32.0,32.0,reactive
497,j10,PSP10,47,100.0,inf,37.0,reactive
498,j10,PSP10,48,0.0,31.0,31.0,reactive
499,j10,PSP10,49,0.0,38.0,38.0,reactive
500,j10,PSP11,0,100.0,inf,36.0,reactive
501,j10,PSP11,1,6.896551724137931,31.0,29.0,reactive
502,j10,PSP11,2,100.0,inf,36.0,reactive
503,j10,PSP11,3,0.0,27.0,27.0,reactive
504,j10,PSP11,4,11.11111111111111,30.0,27.0,reactive
505,j10,PSP11,5,100.0,inf,37.0,reactive
506,j10,PSP11,6,7.407407407407407,29.0,27.0,reactive
507,j10,PSP11,7,3.4482758620689653,30.0,29.0,reactive
508,j10,PSP11,8,8.0,27.0,25.0,reactive
509,j10,PSP11,9,100.0,inf,36.0,reactive
510,j10,PSP11,10,100.0,inf,37.0,reactive
511,j10,PSP11,11,0.0,26.0,26.0,reactive
512,j10,PSP11,12,100.0,inf,28.0,reactive
513,j10,PSP11,13,100.0,inf,36.0,reactive
514,j10,PSP11,14,100.0,inf,36.0,reactive
515,j10,PSP11,15,3.5714285714285716,29.0,28.0,reactive
516,j10,PSP11,16,3.7037037037037037,28.0,27.0,reactive
517,j10,PSP11,17,0.0,30.0,30.0,reactive
518,j10,PSP11,18,100.0,inf,28.0,reactive
519,j10,PSP11,19,100.0,inf,36.0,reactive
520,j10,PSP11,20,100.0,inf,36.0,reactive
521,j10,PSP11,21,100.0,inf,29.0,reactive
522,j10,PSP11,22,100.0,inf,36.0,reactive
523,j10,PSP11,23,0.0,30.0,30.0,reactive
524,j10,PSP11,24,100.0,inf,28.0,reactive
525,j10,PSP11,25,3.5714285714285716,29.0,28.0,reactive
526,j10,PSP11,26,6.666666666666667,32.0,30.0,reactive
527,j10,PSP11,27,100.0,inf,36.0,reactive
528,j10,PSP11,28,7.407407407407407,29.0,27.0,reactive
529,j10,PSP11,29,3.4482758620689653,30.0,29.0,reactive
530,j10,PSP11,30,6.896551724137931,31.0,29.0,reactive
531,j10,PSP11,31,3.8461538461538463,27.0,26.0,reactive
532,j10,PSP11,32,100.0,inf,36.0,reactive
533,j10,PSP11,33,3.7037037037037037,28.0,27.0,reactive
534,j10,PSP11,34,3.8461538461538463,27.0,26.0,reactive
535,j10,PSP11,35,3.5714285714285716,29.0,28.0,reactive
536,j10,PSP11,36,100.0,inf,28.0,reactive
537,j10,PSP11,37,3.7037037037037037,28.0,27.0,reactive
538,j10,PSP11,38,0.0,27.0,27.0,reactive
539,j10,PSP11,39,7.407407407407407,29.0,27.0,reactive
540,j10,PSP11,40,100.0,inf,36.0,reactive
541,j10,PSP11,41,100.0,inf,28.0,reactive
542,j10,PSP11,42,100.0,inf,30.0,reactive
543,j10,PSP11,43,100.0,inf,37.0,reactive
544,j10,PSP11,44,100.0,inf,28.0,reactive
545,j10,PSP11,45,3.8461538461538463,27.0,26.0,reactive
546,j10,PSP11,46,0.0,31.0,31.0,reactive
