,task,earliest_start,start,end,product_index,activity_id,product_id
0,0,196,196,302,0,0,42
1,1,313,313,341,0,1,42
2,2,282,282,341,0,2,42
3,3,313,313,350,0,3,42
4,4,313,313,350,0,4,42
5,5,313,313,350,0,5,42
6,6,282,282,350,0,6,42
7,7,314,314,350,0,7,42
8,8,314,314,350,0,8,42
9,9,325,325,359,0,9,42
10,10,325,325,359,0,10,42
11,11,325,325,361,0,11,42
12,12,325,325,361,0,12,42
13,13,325,325,450,0,13,42
14,14,245,245,407,1,0,12
15,15,399,399,429,1,1,12
16,16,384,384,429,1,2,12
17,17,399,399,452,1,3,12
18,18,399,399,452,1,4,12
19,19,452,452,545,1,5,12
20,20,122,122,234,2,0,19
21,21,216,216,257,2,1,19
22,22,207,207,257,2,2,19
23,23,216,216,281,2,3,19
24,24,216,216,281,2,4,19
25,25,281,281,374,2,5,19
26,26,407,407,519,3,0,18
27,27,504,504,519,3,1,18
28,28,494,494,519,3,2,18
29,29,504,504,523,3,3,18
30,30,504,504,523,3,4,18
31,31,509,509,527,3,5,18
32,32,509,509,527,3,6,18
33,33,516,516,533,3,7,18
34,34,516,516,533,3,8,18
35,35,523,523,620,3,9,18
36,36,0,0,122,4,0,37
37,37,27,27,67,4,1,37
38,38,27,27,95,4,2,37
39,39,117,117,140,4,3,37
40,40,27,27,140,4,4,37
41,41,129,129,146,4,5,37
42,42,96,96,146,4,6,37
43,43,117,117,153,4,7,37
44,44,119,119,153,4,8,37
45,45,131,131,156,4,9,37
46,46,145,145,166,4,10,37
47,47,131,131,164,4,11,37
48,48,129,129,165,4,12,37
49,49,131,131,165,4,13,37
50,50,153,153,254,4,14,37
51,51,0,0,76,5,0,31
52,52,92,92,121,5,1,31
53,53,52,52,121,5,2,31
54,54,92,92,145,5,3,31
55,55,95,95,145,5,4,31
56,56,145,145,238,5,5,31
57,57,76,76,245,6,0,32
58,58,138,138,163,6,1,32
59,59,138,138,233,6,2,32
60,60,233,233,248,6,3,32
61,61,138,138,248,6,4,32
62,62,239,239,250,6,5,32
63,63,223,223,250,6,6,32
64,64,233,233,258,6,7,32
65,65,233,233,258,6,8,32
66,66,239,239,261,6,9,32
67,67,246,246,264,6,10,32
68,68,239,239,264,6,11,32
69,69,258,258,353,6,12,32
70,70,37,37,196,7,0,25
71,71,127,127,151,7,1,25
72,72,153,153,197,7,2,25
73,73,151,151,195,7,3,25
74,74,151,151,197,7,4,25
75,75,127,127,197,7,5,25
76,76,181,181,220,7,6,25
77,77,181,181,220,7,7,25
78,78,172,172,309,7,8,25
79,79,234,234,356,8,0,37
80,80,261,261,301,8,1,37
81,81,261,261,329,8,2,37
82,82,351,351,374,8,3,37
83,83,261,261,374,8,4,37
84,84,363,363,380,8,5,37
85,85,330,330,380,8,6,37
86,86,351,351,387,8,7,37
87,87,353,353,387,8,8,37
88,88,365,365,390,8,9,37
89,89,377,377,398,8,10,37
90,90,365,365,398,8,11,37
91,91,363,363,399,8,12,37
92,92,365,365,399,8,13,37
93,93,387,387,488,8,14,37
94,94,356,356,458,9,0,2
95,95,473,473,504,9,1,2
96,96,475,475,504,9,2,2
97,97,473,473,514,9,3,2
98,98,427,427,514,9,4,2
99,99,488,488,516,9,5,2
100,100,488,488,516,9,6,2
101,101,501,501,527,9,7,2
102,102,501,501,527,9,8,2
103,103,504,504,620,9,9,2
