,task,earliest_start,start,end,product_index,activity_id,product_id
0,0,76,76,158,0,0,24
1,1,151,151,167,0,1,24
2,2,135,135,167,0,2,24
3,3,153,153,195,0,3,24
4,4,153,153,195,0,4,24
5,5,193,193,286,0,5,24
6,6,342,342,470,1,0,43
7,7,394,394,411,1,1,43
8,8,394,394,455,1,2,43
9,9,428,428,467,1,3,43
10,10,394,394,467,1,4,43
11,11,465,465,470,1,5,43
12,12,441,441,475,1,6,43
13,13,463,463,487,1,7,43
14,14,394,394,487,1,8,43
15,15,441,441,488,1,9,43
16,16,428,428,488,1,10,43
17,17,430,430,500,1,11,43
18,18,465,465,498,1,12,43
19,19,449,449,587,1,13,43
20,20,0,0,123,2,0,13
21,21,27,27,67,2,1,13
22,22,27,27,95,2,2,13
23,23,117,117,140,2,3,13
24,24,27,27,140,2,4,13
25,25,130,130,148,2,5,13
26,26,108,108,148,2,6,13
27,27,117,117,153,2,7,13
28,28,119,119,153,2,8,13
29,29,131,131,156,2,9,13
30,30,145,145,164,2,10,13
31,31,131,131,164,2,11,13
32,32,130,130,167,2,12,13
33,33,132,132,167,2,13,13
34,34,153,153,256,2,14,13
35,35,0,0,162,3,0,27
36,36,139,139,189,3,1,27
37,37,156,156,214,3,2,27
38,38,154,154,212,3,3,27
39,39,154,154,223,3,4,27
40,40,139,139,223,3,5,27
41,41,189,189,246,3,6,27
42,42,189,189,246,3,7,27
43,43,212,212,339,3,8,27
44,44,285,285,402,4,0,1
45,45,330,330,386,4,1,1
46,46,330,330,391,4,2,1
47,47,366,366,418,4,3,1
48,48,330,330,418,4,4,1
49,49,366,366,430,4,5,1
50,50,402,402,435,4,6,1
51,51,401,401,435,4,7,1
52,52,402,402,441,4,8,1
53,53,384,384,441,4,9,1
54,54,398,398,460,4,10,1
55,55,367,367,460,4,11,1
56,56,399,399,553,4,12,1
57,57,255,255,348,5,0,33
58,58,369,369,406,5,1,33
59,59,323,323,406,5,2,33
60,60,371,371,442,5,3,33
61,61,372,372,441,5,4,33
62,62,440,440,529,5,5,33
63,63,135,135,285,6,0,14
64,64,177,177,201,6,1,14
65,65,177,177,235,6,2,14
66,66,268,268,305,6,3,14
67,67,256,256,327,6,4,14
68,68,268,268,342,6,5,14
69,69,256,256,340,6,6,14
70,70,235,235,344,6,7,14
71,71,177,177,344,6,8,14
72,72,235,235,360,6,9,14
73,73,235,235,360,6,10,14
74,74,245,245,371,6,11,14
75,75,245,245,371,6,12,14
76,76,266,266,415,6,13,14
77,77,327,327,464,6,14,14
78,78,182,182,340,7,0,28
79,79,254,254,314,7,1,28
80,80,332,332,353,7,2,28
81,81,254,254,353,7,3,28
82,82,332,332,364,7,4,28
83,83,350,350,372,7,5,28
84,84,334,334,372,7,6,28
85,85,350,350,385,7,7,28
86,86,317,317,385,7,8,28
87,87,360,360,399,7,9,28
88,88,364,364,397,7,10,28
89,89,364,364,486,7,11,28
90,90,123,123,199,8,0,31
91,91,215,215,244,8,1,31
92,92,175,175,244,8,2,31
93,93,215,215,268,8,3,31
94,94,218,218,268,8,4,31
95,95,268,268,361,8,5,31
96,96,348,348,439,9,0,35
97,97,348,348,414,9,1,35
98,98,443,443,473,9,2,35
99,99,414,414,473,9,3,35
100,100,443,443,498,9,4,35
101,101,445,445,498,9,5,35
102,102,498,498,587,9,6,35
