,task,earliest_start,start,end,product_index,activity_id,product_id
0,0,665,665,790,0,0,10
1,1,719,719,777,0,1,10
2,2,719,719,780,0,2,10
3,3,793,793,811,0,3,10
4,4,772,772,811,0,4,10
5,5,757,757,812,0,5,10
6,6,758,758,812,0,6,10
7,7,795,795,823,0,7,10
8,8,793,793,826,0,8,10
9,9,772,772,826,0,9,10
10,10,793,793,835,0,10,10
11,11,757,757,838,0,11,10
12,12,719,719,838,0,12,10
13,13,803,803,843,0,13,10
14,14,794,794,843,0,14,10
15,15,788,788,936,0,15,10
16,16,663,663,832,1,0,32
17,17,725,725,750,1,1,32
18,18,725,725,820,1,2,32
19,19,820,820,835,1,3,32
20,20,725,725,835,1,4,32
21,21,826,826,837,1,5,32
22,22,810,810,837,1,6,32
23,23,820,820,845,1,7,32
24,24,820,820,845,1,8,32
25,25,826,826,848,1,9,32
26,26,835,835,853,1,10,32
27,27,826,826,851,1,11,32
28,28,845,845,940,1,12,32
29,29,17,17,167,2,0,14
30,30,59,59,83,2,1,14
31,31,59,59,117,2,2,14
32,32,150,150,187,2,3,14
33,33,138,138,209,2,4,14
34,34,150,150,224,2,5,14
35,35,138,138,222,2,6,14
36,36,117,117,226,2,7,14
37,37,59,59,226,2,8,14
38,38,117,117,242,2,9,14
39,39,117,117,242,2,10,14
40,40,127,127,253,2,11,14
41,41,127,127,253,2,12,14
42,42,148,148,297,2,13,14
43,43,209,209,346,2,14,14
44,44,579,579,685,3,0,0
45,45,696,696,724,3,1,0
46,46,665,665,724,3,2,0
47,47,696,696,733,3,3,0
48,48,696,696,733,3,4,0
49,49,696,696,733,3,5,0
50,50,665,665,733,3,6,0
51,51,697,697,733,3,7,0
52,52,697,697,733,3,8,0
53,53,708,708,742,3,9,0
54,54,708,708,742,3,10,0
55,55,710,710,746,3,11,0
56,56,708,708,744,3,12,0
57,57,708,708,833,3,13,0
58,58,268,268,430,4,0,12
59,59,422,422,452,4,1,12
60,60,407,407,452,4,2,12
61,61,424,424,477,4,3,12
62,62,422,422,475,4,4,12
63,63,475,475,568,4,5,12
64,64,431,431,556,5,0,34
65,65,463,463,495,5,1,34
66,66,463,463,526,5,2,34
67,67,548,548,574,5,3,34
68,68,463,463,574,5,4,34
69,69,563,563,582,5,5,34
70,70,540,540,583,5,6,34
71,71,550,550,588,5,7,34
72,72,550,550,586,5,8,34
73,73,564,564,590,5,9,34
74,74,579,579,597,5,10,34
75,75,564,564,597,5,11,34
76,76,563,563,601,5,12,34
77,77,565,565,601,5,13,34
78,78,586,586,690,5,14,34
79,79,558,558,649,6,0,35
80,80,558,558,624,6,1,35
81,81,653,653,683,6,2,35
82,82,624,624,683,6,3,35
83,83,655,655,710,6,4,35
84,84,655,655,708,6,5,35
85,85,708,708,797,6,6,35
86,86,186,186,336,7,0,14
87,87,228,228,252,7,1,14
88,88,228,228,286,7,2,14
89,89,319,319,356,7,3,14
90,90,307,307,378,7,4,14
91,91,319,319,393,7,5,14
92,92,307,307,391,7,6,14
93,93,286,286,395,7,7,14
94,94,228,228,395,7,8,14
95,95,286,286,411,7,9,14
96,96,286,286,411,7,10,14
97,97,298,298,424,7,11,14
98,98,298,298,424,7,12,14
99,99,317,317,466,7,13,14
100,100,378,378,515,7,14,14
101,101,472,472,631,8,0,25
102,102,562,562,586,8,1,25
103,103,588,588,632,8,2,25
104,104,586,586,630,8,3,25
105,105,586,586,632,8,4,25
106,106,562,562,632,8,5,25
107,107,616,616,655,8,6,25
108,108,616,616,655,8,7,25
109,109,607,607,744,8,8,25
110,110,96,96,265,9,0,32
111,111,158,158,183,9,1,32
112,112,158,158,253,9,2,32
113,113,253,253,268,9,3,32
114,114,158,158,268,9,4,32
115,115,259,259,270,9,5,32
116,116,243,243,270,9,6,32
117,117,253,253,278,9,7,32
118,118,253,253,278,9,8,32
119,119,259,259,281,9,9,32
120,120,268,268,286,9,10,32
121,121,259,259,284,9,11,32
122,122,278,278,373,9,12,32
123,123,438,438,637,10,0,22
124,124,533,533,562,10,1,22
125,125,533,533,605,10,2,22
126,126,533,533,611,10,3,22
127,127,594,594,648,10,4,22
128,128,533,533,648,10,5,22
129,129,632,632,668,10,6,22
130,130,642,642,677,10,7,22
131,131,572,572,677,10,8,22
132,132,594,594,681,10,9,22
133,133,640,640,681,10,10,22
134,134,627,627,708,10,11,22
135,135,596,596,708,10,12,22
136,136,640,640,797,10,13,22
137,137,82,82,184,11,0,36
138,138,210,210,268,11,1,36
139,139,213,213,268,11,2,36
140,140,210,210,274,11,3,36
141,141,153,153,274,11,4,36
142,142,243,243,298,11,5,36
143,143,243,243,298,11,6,36
144,144,268,268,387,11,7,36
145,145,220,220,419,12,0,22
146,146,315,315,344,12,1,22
147,147,315,315,387,12,2,22
148,148,315,315,393,12,3,22
149,149,376,376,430,12,4,22
150,150,315,315,430,12,5,22
151,151,412,412,448,12,6,22
152,152,424,424,459,12,7,22
153,153,354,354,459,12,8,22
154,154,378,378,465,12,9,22
155,155,422,422,463,12,10,22
156,156,409,409,490,12,11,22
157,157,378,378,490,12,12,22
158,158,422,422,579,12,13,22
159,159,125,125,283,13,0,29
160,160,278,278,306,13,1,29
161,161,276,276,304,13,2,29
162,162,276,276,306,13,3,29
163,163,261,261,306,13,4,29
164,164,291,291,319,13,5,29
165,165,291,291,319,13,6,29
166,166,304,304,412,13,7,29
167,167,356,356,452,14,0,17
168,168,446,446,458,14,1,17
169,169,437,437,458,14,2,17
170,170,448,448,477,14,3,17
171,171,446,446,475,14,4,17
172,172,475,475,564,14,5,17
173,173,359,359,465,15,0,42
174,174,476,476,504,15,1,42
175,175,445,445,504,15,2,42
176,176,476,476,513,15,3,42
177,177,477,477,514,15,4,42
178,178,476,476,513,15,5,42
179,179,445,445,513,15,6,42
180,180,477,477,513,15,7,42
181,181,477,477,513,15,8,42
182,182,488,488,522,15,9,42
183,183,488,488,522,15,10,42
184,184,490,490,526,15,11,42
185,185,490,490,526,15,12,42
186,186,488,488,613,15,13,42
187,187,0,0,91,16,0,35
188,188,0,0,66,16,1,35
189,189,95,95,125,16,2,35
190,190,66,66,125,16,3,35
191,191,95,95,150,16,4,35
192,192,97,97,150,16,5,35
193,193,150,150,239,16,6,35
194,194,637,637,762,17,0,38
195,195,678,678,732,17,1,38
196,196,750,750,751,17,2,38
197,197,751,751,778,17,3,38
198,198,750,750,778,17,4,38
199,199,732,732,784,17,5,38
200,200,678,678,784,17,6,38
201,201,733,733,795,17,7,38
202,202,733,733,795,17,8,38
203,203,741,741,803,17,9,38
204,204,741,741,803,17,10,38
205,205,751,751,887,17,11,38
206,206,803,803,896,17,12,38
207,207,395,395,501,18,0,0
208,208,513,513,541,18,1,0
209,209,481,481,540,18,2,0
210,210,514,514,551,18,3,0
211,211,513,513,550,18,4,0
212,212,512,512,549,18,5,0
213,213,481,481,549,18,6,0
214,214,513,513,549,18,7,0
215,215,513,513,549,18,8,0
216,216,524,524,558,18,9,0
217,217,524,524,558,18,10,0
218,218,526,526,562,18,11,0
219,219,526,526,562,18,12,0
220,220,524,524,649,18,13,0
221,221,0,0,82,19,0,24
222,222,75,75,91,19,1,24
223,223,59,59,91,19,2,24
224,224,75,75,117,19,3,24
225,225,75,75,117,19,4,24
226,226,117,117,210,19,5,24
