,task,earliest_start,start,end,product_index,activity_id,product_id
0,0,429,429,551,0,0,37
1,1,456,456,496,0,1,37
2,2,456,456,524,0,2,37
3,3,546,546,569,0,3,37
4,4,456,456,569,0,4,37
5,5,558,558,575,0,5,37
6,6,525,525,575,0,6,37
7,7,546,546,582,0,7,37
8,8,548,548,582,0,8,37
9,9,560,560,585,0,9,37
10,10,572,572,593,0,10,37
11,11,560,560,593,0,11,37
12,12,558,558,594,0,12,37
13,13,560,560,594,0,13,37
14,14,582,582,683,0,14,37
15,15,0,0,162,1,0,12
16,16,154,154,184,1,1,12
17,17,139,139,184,1,2,12
18,18,154,154,207,1,3,12
19,19,154,154,207,1,4,12
20,20,207,207,300,1,5,12
21,21,493,493,569,2,0,31
22,22,585,585,614,2,1,31
23,23,545,545,614,2,2,31
24,24,585,585,638,2,3,31
25,25,588,588,638,2,4,31
26,26,638,638,731,2,5,31
27,27,569,569,681,3,0,6
28,28,682,682,705,3,1,6
29,29,663,663,705,3,2,6
30,30,682,682,708,3,3,6
31,31,683,683,708,3,4,6
32,32,694,694,718,3,5,6
33,33,694,694,718,3,6,6
34,34,708,708,811,3,7,6
35,35,616,616,722,4,0,42
36,36,733,733,761,4,1,42
37,37,702,702,761,4,2,42
38,38,733,733,770,4,3,42
39,39,733,733,770,4,4,42
40,40,733,733,770,4,5,42
41,41,702,702,770,4,6,42
42,42,734,734,770,4,7,42
43,43,734,734,770,4,8,42
44,44,745,745,779,4,9,42
45,45,745,745,779,4,10,42
46,46,745,745,781,4,11,42
47,47,745,745,781,4,12,42
48,48,745,745,870,4,13,42
49,49,347,347,429,5,0,24
50,50,422,422,438,5,1,24
51,51,406,406,438,5,2,24
52,52,424,424,466,5,3,24
53,53,422,422,464,5,4,24
54,54,464,464,557,5,5,24
55,55,869,869,981,6,0,18
56,56,966,966,981,6,1,18
57,57,956,956,981,6,2,18
58,58,966,966,985,6,3,18
59,59,966,966,985,6,4,18
60,60,971,971,989,6,5,18
61,61,971,971,989,6,6,18
62,62,976,976,993,6,7,18
63,63,976,976,993,6,8,18
64,64,985,985,1082,6,9,18
65,65,324,324,493,7,0,32
66,66,386,386,411,7,1,32
67,67,386,386,481,7,2,32
68,68,481,481,496,7,3,32
69,69,386,386,496,7,4,32
70,70,487,487,498,7,5,32
71,71,471,471,498,7,6,32
72,72,481,481,506,7,7,32
73,73,481,481,506,7,8,32
74,74,487,487,509,7,9,32
75,75,494,494,512,7,10,32
76,76,487,487,512,7,11,32
77,77,506,506,601,7,12,32
78,78,681,681,757,8,0,31
79,79,773,773,802,8,1,31
80,80,733,733,802,8,2,31
81,81,773,773,826,8,3,31
82,82,776,776,826,8,4,31
83,83,826,826,919,8,5,31
84,84,159,159,276,9,0,1
85,85,204,204,260,9,1,1
86,86,204,204,265,9,2,1
87,87,240,240,292,9,3,1
88,88,204,204,292,9,4,1
89,89,240,240,304,9,5,1
90,90,276,276,309,9,6,1
