,task,earliest_start,start,end,product_index,activity_id,product_id
0,0,0,0,102,0,0,41
1,1,117,117,146,0,1,41
2,2,119,119,146,0,2,41
3,3,117,117,150,0,3,41
4,4,71,71,150,0,4,41
5,5,131,131,156,0,5,41
6,6,131,131,156,0,6,41
7,7,131,131,158,0,7,41
8,8,117,117,158,0,8,41
9,9,71,71,158,0,9,41
10,10,131,131,158,0,10,41
11,11,117,117,173,0,11,41
12,12,119,119,173,0,12,41
13,13,131,131,266,0,13,41
14,14,350,350,462,1,0,6
15,15,463,463,486,1,1,6
16,16,444,444,486,1,2,6
17,17,463,463,489,1,3,6
18,18,464,464,489,1,4,6
19,19,475,475,499,1,5,6
20,20,475,475,499,1,6,6
21,21,489,489,592,1,7,6
22,22,230,230,349,2,0,11
23,23,364,364,390,2,1,11
24,24,364,364,390,2,2,11
25,25,330,330,390,2,3,11
26,26,330,330,390,2,4,11
27,27,366,366,420,2,5,11
28,28,364,364,418,2,6,11
29,29,364,364,418,2,7,11
30,30,364,364,418,2,8,11
31,31,418,418,511,2,9,11
32,32,418,418,511,2,10,11
33,33,182,182,347,3,0,40
34,34,332,332,430,3,1,40
35,35,317,317,430,3,2,40
36,36,334,334,458,3,3,40
37,37,332,332,456,3,4,40
38,38,456,456,545,3,5,40
39,39,631,631,743,4,0,18
40,40,728,728,743,4,1,18
41,41,718,718,743,4,2,18
42,42,728,728,747,4,3,18
43,43,728,728,747,4,4,18
44,44,733,733,751,4,5,18
45,45,733,733,751,4,6,18
46,46,738,738,755,4,7,18
47,47,738,738,755,4,8,18
48,48,747,747,844,4,9,18
49,49,0,0,181,5,0,7
50,50,58,58,122,5,1,7
51,51,58,58,170,5,2,7
52,52,176,176,194,5,3,7
53,53,58,58,194,5,4,7
54,54,180,180,198,5,5,7
55,55,157,157,198,5,6,7
56,56,176,176,210,5,7,7
57,57,177,177,210,5,8,7
58,58,180,180,214,5,9,7
59,59,181,181,214,5,10,7
60,60,210,210,307,5,11,7
61,61,162,162,284,6,0,21
62,62,192,192,220,6,1,21
63,63,192,192,264,6,2,21
64,64,291,291,314,6,3,21
65,65,258,258,314,6,4,21
66,66,286,286,320,6,5,21
67,67,192,192,320,6,6,21
68,68,286,286,334,6,7,21
69,69,288,288,334,6,8,21
70,70,291,291,339,6,9,21
71,71,305,305,339,6,10,21
72,72,293,293,339,6,11,21
73,73,310,310,350,6,12,21
74,74,305,305,350,6,13,21
75,75,334,334,439,6,14,21
76,76,462,462,631,7,0,32
77,77,524,524,549,7,1,32
78,78,524,524,619,7,2,32
79,79,619,619,634,7,3,32
80,80,524,524,634,7,4,32
81,81,625,625,636,7,5,32
82,82,609,609,636,7,6,32
83,83,619,619,644,7,7,32
84,84,619,619,644,7,8,32
85,85,625,625,647,7,9,32
86,86,632,632,650,7,10,32
87,87,625,625,650,7,11,32
88,88,644,644,739,7,12,32
89,89,0,0,162,8,0,27
90,90,139,139,189,8,1,27
91,91,154,154,212,8,2,27
92,92,154,154,212,8,3,27
93,93,154,154,223,8,4,27
94,94,139,139,223,8,5,27
95,95,189,189,246,8,6,27
96,96,189,189,246,8,7,27
97,97,212,212,339,8,8,27
98,98,181,181,350,9,0,32
99,99,243,243,268,9,1,32
100,100,243,243,338,9,2,32
101,101,338,338,353,9,3,32
102,102,243,243,353,9,4,32
103,103,344,344,355,9,5,32
104,104,328,328,355,9,6,32
105,105,339,339,364,9,7,32
106,106,338,338,363,9,8,32
107,107,344,344,366,9,9,32
108,108,351,351,369,9,10,32
109,109,344,344,369,9,11,32
110,110,363,363,458,9,12,32
