,task,earliest_start,start,end,product_index,activity_id,product_id
0,0,0,0,66,0,0,8
1,1,64,64,85,0,1,8
2,2,54,54,85,0,2,8
3,3,64,64,95,0,3,8
4,4,64,64,95,0,4,8
5,5,75,75,106,0,5,8
6,6,75,75,106,0,6,8
7,7,95,95,199,0,7,8
8,8,76,76,178,1,0,36
9,9,204,204,262,1,1,36
10,10,207,207,262,1,2,36
11,11,204,204,268,1,3,36
12,12,147,147,268,1,4,36
13,13,237,237,292,1,5,36
14,14,237,237,292,1,6,36
15,15,262,262,381,1,7,36
16,16,76,76,220,2,0,4
17,17,223,223,253,2,1,4
18,18,192,192,253,2,2,4
19,19,223,223,268,2,3,4
20,20,225,225,268,2,4,4
21,21,239,239,282,2,5,4
22,22,239,239,282,2,6,4
23,23,268,268,371,2,7,4
24,24,156,156,318,3,0,16
25,25,303,303,314,3,1,16
26,26,288,288,314,3,2,16
27,27,305,305,347,3,3,16
28,28,305,305,347,3,4,16
29,29,345,345,434,3,5,16
30,30,220,220,401,4,0,7
31,31,278,278,342,4,1,7
32,32,278,278,390,4,2,7
33,33,396,396,414,4,3,7
34,34,278,278,414,4,4,7
35,35,400,400,418,4,5,7
36,36,377,377,418,4,6,7
37,37,396,396,430,4,7,7
38,38,397,397,430,4,8,7
39,39,400,400,434,4,9,7
40,40,401,401,434,4,10,7
41,41,430,430,527,4,11,7
42,42,0,0,76,5,0,31
43,43,92,92,121,5,1,31
44,44,52,52,121,5,2,31
45,45,92,92,145,5,3,31
46,46,95,95,145,5,4,31
47,47,145,145,238,5,5,31
48,48,0,0,158,6,0,28
49,49,72,72,132,6,1,28
50,50,150,150,171,6,2,28
51,51,72,72,171,6,3,28
52,52,150,150,182,6,4,28
53,53,168,168,190,6,5,28
54,54,152,152,190,6,6,28
55,55,168,168,203,6,7,28
56,56,135,135,203,6,8,28
57,57,176,176,215,6,9,28
58,58,182,182,215,6,10,28
59,59,182,182,304,6,11,28
60,60,160,160,340,7,0,30
61,61,235,235,276,7,1,30
62,62,235,235,316,7,2,30
63,63,329,329,352,7,3,30
64,64,235,235,352,7,4,30
65,65,329,329,365,7,5,30
66,66,345,345,376,7,6,30
67,67,332,332,378,7,7,30
68,68,345,345,385,7,8,30
69,69,315,315,385,7,9,30
70,70,345,345,392,7,10,30
71,71,345,345,404,7,11,30
72,72,315,315,404,7,12,30
73,73,354,354,408,7,13,30
74,74,365,365,408,7,14,30
75,75,365,365,497,7,15,30
76,76,159,159,261,8,0,41
77,77,276,276,305,8,1,41
78,78,278,278,305,8,2,41
79,79,276,276,309,8,3,41
80,80,230,230,309,8,4,41
81,81,292,292,317,8,5,41
82,82,290,290,315,8,6,41
83,83,290,290,317,8,7,41
84,84,276,276,317,8,8,41
85,85,230,230,317,8,9,41
86,86,292,292,319,8,10,41
87,87,276,276,332,8,11,41
88,88,278,278,332,8,12,41
89,89,290,290,425,8,13,41
90,90,288,288,370,9,0,24
91,91,363,363,379,9,1,24
92,92,347,347,379,9,2,24
93,93,365,365,407,9,3,24
94,94,363,363,405,9,4,24
95,95,405,405,498,9,5,24
