,task,earliest_start,start,end,product_index,activity_id,product_id
0,0,35,35,158,0,0,13
1,1,62,62,102,0,1,13
2,2,62,62,130,0,2,13
3,3,152,152,175,0,3,13
4,4,62,62,175,0,4,13
5,5,165,165,183,0,5,13
6,6,143,143,183,0,6,13
7,7,154,154,190,0,7,13
8,8,154,154,188,0,8,13
9,9,166,166,191,0,9,13
10,10,180,180,199,0,10,13
11,11,166,166,199,0,11,13
12,12,165,165,202,0,12,13
13,13,167,167,202,0,13,13
14,14,188,188,291,0,14,13
15,15,272,272,384,1,0,6
16,16,385,385,408,1,1,6
17,17,366,366,408,1,2,6
18,18,385,385,411,1,3,6
19,19,386,386,411,1,4,6
20,20,397,397,421,1,5,6
21,21,397,397,421,1,6,6
22,22,411,411,514,1,7,6
23,23,196,196,272,2,0,31
24,24,288,288,317,2,1,31
25,25,248,248,317,2,2,31
26,26,290,290,343,2,3,31
27,27,291,291,341,2,4,31
28,28,341,341,434,2,5,31
29,29,145,145,262,3,0,1
30,30,190,190,246,3,1,1
31,31,190,190,251,3,2,1
32,32,226,226,278,3,3,1
33,33,190,190,278,3,4,1
34,34,226,226,290,3,5,1
35,35,262,262,295,3,6,1
36,36,261,261,295,3,7,1
37,37,262,262,301,3,8,1
38,38,244,244,301,3,9,1
39,39,258,258,320,3,10,1
40,40,227,227,320,3,11,1
41,41,259,259,413,3,12,1
42,42,0,0,82,4,0,24
43,43,75,75,91,4,1,24
44,44,59,59,91,4,2,24
45,45,75,75,117,4,3,24
46,46,75,75,117,4,4,24
47,47,117,117,210,4,5,24
48,48,106,106,268,5,0,27
49,49,245,245,295,5,1,27
50,50,260,260,318,5,2,27
51,51,260,260,318,5,3,27
52,52,260,260,329,5,4,27
53,53,245,245,329,5,5,27
54,54,295,295,352,5,6,27
55,55,295,295,352,5,7,27
56,56,318,318,445,5,8,27
57,57,93,93,218,6,0,38
58,58,134,134,188,6,1,38
59,59,206,206,207,6,2,38
60,60,207,207,234,6,3,38
61,61,206,206,234,6,4,38
62,62,188,188,240,6,5,38
63,63,134,134,240,6,6,38
64,64,190,190,252,6,7,38
65,65,188,188,250,6,8,38
66,66,197,197,259,6,9,38
67,67,197,197,259,6,10,38
68,68,207,207,343,6,11,38
69,69,259,259,352,6,12,38
70,70,0,0,106,7,0,0
71,71,117,117,145,7,1,0
72,72,86,86,145,7,2,0
73,73,117,117,154,7,3,0
74,74,117,117,154,7,4,0
75,75,117,117,154,7,5,0
76,76,86,86,154,7,6,0
77,77,118,118,154,7,7,0
78,78,118,118,154,7,8,0
79,79,129,129,163,7,9,0
80,80,129,129,163,7,10,0
81,81,129,129,165,7,11,0
82,82,129,129,165,7,12,0
83,83,129,129,254,7,13,0
84,84,268,268,426,8,0,28
85,85,340,340,400,8,1,28
86,86,418,418,439,8,2,28
87,87,340,340,439,8,3,28
88,88,418,418,450,8,4,28
89,89,436,436,458,8,5,28
90,90,420,420,458,8,6,28
91,91,436,436,471,8,7,28
92,92,403,403,471,8,8,28
93,93,444,444,483,8,9,28
94,94,450,450,483,8,10,28
95,95,450,450,572,8,11,28
96,96,0,0,96,9,0,17
97,97,90,90,102,9,1,17
98,98,81,81,102,9,2,17
99,99,90,90,119,9,3,17
100,100,90,90,119,9,4,17
101,101,119,119,208,9,5,17
