,Activity,Product,Resource,Check_resource_type,Machine_id,Request moment,Retrieve moment,Start,Finish
0,1,18,Harvesting tanks A,Harvesting tanks A,3,42,42,42,70
1,0,9,Fermenter_1,Fermenter_1,0,3,3,3,115
2,2,9,Harvesting tanks B,Harvesting tanks B,3,90,90,90,115
3,1,9,Filters B,Filters B,0,100,100,100,115
4,1,2,Harvesting tanks A,Harvesting tanks A,0,75,75,75,116
5,4,9,Microfilter,Microfilter,2,100,100,100,119
6,1,36,Harvesting tanks A,Harvesting tanks A,2,99,99,99,123
7,6,9,Microfilter,Microfilter,3,105,105,105,123
8,0,18,Fermenter_2,Fermenter_2,0,12,12,12,134
9,8,9,Microfilter,Microfilter,2,110,119,119,136
10,2,18,Harvesting tanks A,Harvesting tanks A,3,42,70,70,142
11,2,2,Harvesting tanks A,Harvesting tanks A,1,75,75,75,156
12,4,18,Harvesting tanks B,Harvesting tanks B,5,108,108,108,164
13,3,36,Microfilter,Microfilter,3,123,123,123,167
14,0,36,Fermenter_3,Fermenter_3,0,9,9,9,168
15,5,36,Harvesting tanks B,Harvesting tanks B,4,99,99,99,169
16,1,22,Filters B,Filters B,0,165,165,165,176
17,0,2,Fermenter_4,Fermenter_4,0,0,0,0,180
18,0,22,Fermenter_5,Fermenter_5,0,18,18,18,180
19,1,8,Harvesting tanks A,Harvesting tanks A,0,115,116,116,182
20,2,22,Harvesting tanks B,Harvesting tanks B,5,150,164,164,190
21,4,2,Harvesting tanks B,Harvesting tanks B,0,75,75,75,192
22,7,36,Microfilter,Microfilter,2,153,153,153,192
23,3,2,Filters A,Filters A,0,169,169,169,192
24,5,2,Buffer tanks,Buffer tanks,0,169,169,169,205
25,0,8,Fermenter_1,Fermenter_1,0,27,115,115,206
26,8,18,Microfilter,Microfilter,3,138,167,167,213
27,9,9,Stabilization tanks,Stabilization tanks,1,119,119,119,216
28,7,2,Microfilter,Microfilter,0,170,170,170,216
29,6,2,Buffer tanks,Buffer tanks,1,185,185,185,216
30,3,9,Buffer tanks,Buffer tanks,0,100,205,205,224
31,9,2,Harvesting tanks B,Harvesting tanks B,1,155,155,155,225
32,8,2,Filters A,Filters A,1,185,185,185,225
33,1,14,Harvesting tanks A,Harvesting tanks A,2,209,209,209,229
34,10,2,Buffer tanks,Buffer tanks,2,185,185,185,232
35,5,9,Buffer tanks,Buffer tanks,1,105,216,216,234
36,4,36,Filters A,Filters A,0,123,192,192,238
37,11,18,Microfilter,Microfilter,2,143,192,192,238
38,3,8,Harvesting tanks B,Harvesting tanks B,4,181,181,181,240
39,7,9,Buffer tanks,Buffer tanks,0,110,224,224,241
40,6,18,Harvesting tanks B,Harvesting tanks B,3,42,115,115,243
41,12,2,Harvesting tanks B,Harvesting tanks B,2,155,155,155,244
42,11,2,Filters A,Filters A,2,185,185,185,244
43,0,5,Fermenter_2,Fermenter_2,0,30,134,134,246
44,13,2,Buffer tanks,Buffer tanks,3,194,194,194,248
45,14,2,Microfilter,Microfilter,1,205,205,205,248
46,3,18,Filters A,Filters A,1,141,225,225,248
47,13,18,Microfilter,Microfilter,3,155,213,213,258
48,4,22,Microfilter,Microfilter,0,165,216,216,258
49,2,14,Harvesting tanks A,Harvesting tanks A,3,209,209,209,263
50,2,5,Harvesting tanks B,Harvesting tanks B,5,219,219,219,269
51,5,18,Filters A,Filters A,0,136,238,238,272
52,6,36,Buffer tanks,Buffer tanks,1,153,234,234,273
53,2,8,Filters A,Filters A,2,210,244,244,274
54,2,36,Buffer tanks,Buffer tanks,2,123,232,232,276
55,8,36,Stabilization tanks,Stabilization tanks,2,144,144,144,281
56,0,11,Fermenter_4,Fermenter_4,0,6,180,180,286
57,14,18,Stabilization tanks,Stabilization tanks,3,184,184,184,289
58,7,18,Buffer tanks,Buffer tanks,0,136,241,241,289
59,1,5,Filters A,Filters A,1,228,248,248,289
60,5,8,Microfilter,Microfilter,2,212,238,238,291
61,1,19,Harvesting tanks A,Harvesting tanks A,1,268,268,268,293
62,5,22,Stabilization tanks,Stabilization tanks,4,207,207,207,296
63,9,18,Buffer tanks,Buffer tanks,3,141,248,248,296
64,0,14,Fermenter_3,Fermenter_3,0,21,168,168,303
