,Activity,Product,Resource,Check_resource_type,Machine_id,Request moment,Retrieve moment,Start,Finish
0,1,29,Harvesting tanks A,Harvesting tanks A,3,62,62,62,94
1,1,18,Harvesting tanks A,Harvesting tanks A,0,90,90,90,114
2,1,17,Harvesting tanks A,Harvesting tanks A,1,90,90,90,131
3,0,29,Fermenter_1,Fermenter_1,0,30,30,30,155
4,2,29,Harvesting tanks A,Harvesting tanks A,3,62,94,94,157
5,2,18,Buffer tanks,Buffer tanks,0,114,114,114,158
6,3,18,Microfilter,Microfilter,0,114,114,114,158
7,0,18,Fermenter_3,Fermenter_3,0,0,0,0,159
8,5,18,Harvesting tanks B,Harvesting tanks B,0,90,90,90,160
9,4,18,Filters A,Filters A,0,114,114,114,160
10,2,17,Harvesting tanks A,Harvesting tanks A,2,90,90,90,171
11,4,29,Harvesting tanks B,Harvesting tanks B,5,62,62,62,173
12,0,8,Fermenter_2,Fermenter_2,0,3,3,3,174
13,6,18,Buffer tanks,Buffer tanks,1,144,144,144,183
14,7,18,Microfilter,Microfilter,1,144,144,144,183
15,1,35,Filters B,Filters B,0,183,183,183,194
16,0,17,Fermenter_4,Fermenter_4,0,15,15,15,195
17,0,35,Fermenter_5,Fermenter_5,0,36,36,36,198
18,2,35,Harvesting tanks B,Harvesting tanks B,5,168,173,173,199
19,6,29,Harvesting tanks B,Harvesting tanks B,0,138,160,160,203
20,4,17,Harvesting tanks B,Harvesting tanks B,2,90,90,90,207
21,3,17,Filters A,Filters A,2,184,184,184,207
22,2,8,Harvesting tanks B,Harvesting tanks B,1,150,150,150,211
23,1,8,Filters A,Filters A,1,175,175,175,211
24,3,8,Buffer tanks,Buffer tanks,2,175,175,175,219
25,4,8,Microfilter,Microfilter,2,175,175,175,219
26,5,17,Buffer tanks,Buffer tanks,0,184,184,184,220
27,1,50,Harvesting tanks A,Harvesting tanks A,0,182,182,182,222
28,7,17,Microfilter,Microfilter,0,185,185,185,231
29,6,17,Buffer tanks,Buffer tanks,1,200,200,200,231
30,5,8,Buffer tanks,Buffer tanks,3,193,193,193,237
31,6,8,Microfilter,Microfilter,3,193,193,193,237
32,3,29,Filters A,Filters A,1,147,211,211,237
33,9,17,Harvesting tanks B,Harvesting tanks B,3,170,170,170,240
34,0,11,Fermenter_2,Fermenter_2,0,6,174,174,240
35,8,17,Filters A,Filters A,0,200,200,200,240
36,2,50,Harvesting tanks A,Harvesting tanks A,1,182,182,182,250
37,8,29,Microfilter,Microfilter,2,149,219,219,255
38,5,29,Filters A,Filters A,1,162,237,237,256
39,12,17,Harvesting tanks B,Harvesting tanks B,4,170,170,170,259
40,1,38,Harvesting tanks B,Harvesting tanks B,2,204,207,207,263
41,14,17,Microfilter,Microfilter,1,220,220,220,263
42,9,29,Buffer tanks,Buffer tanks,3,163,237,237,263
43,11,29,Microfilter,Microfilter,0,163,231,231,264
44,2,38,Harvesting tanks A,Harvesting tanks A,3,204,204,204,265
45,11,17,Filters A,Filters A,2,200,207,207,266
46,10,17,Buffer tanks,Buffer tanks,2,200,219,219,266
47,7,29,Buffer tanks,Buffer tanks,1,147,231,231,269
48,8,18,Stabilization tanks,Stabilization tanks,0,135,135,135,272
49,13,29,Microfilter,Microfilter,3,164,237,237,273
50,13,17,Buffer tanks,Buffer tanks,0,209,220,220,274
51,0,38,Fermenter_3,Fermenter_3,0,12,159,159,276
52,0,50,Fermenter_1,Fermenter_1,0,51,155,155,278
53,10,29,Buffer tanks,Buffer tanks,3,178,263,263,281
54,14,29,Stabilization tanks,Stabilization tanks,3,185,185,185,289
55,2,11,Harvesting tanks B,Harvesting tanks B,4,228,259,259,290
56,3,50,Filters A,Filters A,0,272,272,272,295
57,4,35,Microfilter,Microfilter,2,183,255,255,297
58,4,38,Harvesting tanks B,Harvesting tanks B,1,204,211,211,299
59,2,51,Harvesting tanks A,Harvesting tanks A,2,240,240,240,301
60,6,50,Harvesting tanks B,Harvesting tanks B,0,263,263,263,303
61,5,50,Filters A,Filters A,1,285,285,285,303
62,12,29,Buffer tanks,Buffer tanks,2,162,266,266,304
63,8,50,Microfilter,Microfilter,1,274,274,274,308
64,7,50,Buffer tanks,Buffer tanks,0,272,274,274,310
65,3,35,Buffer tanks,Buffer tanks,1,183,269,269,311
66,9,50,Buffer tanks,Buffer tanks,3,286,286,286,311
67,0,51,Fermenter_4,Fermenter_4,0,39,195,195,312
68,4,50,Harvesting tanks B,Harvesting tanks B,5,182,199,199,312
69,5,35,Stabilization tanks,Stabilization tanks,4,225,225,225,314
70,9,38,Harvesting tanks B,Harvesting tanks B,3,258,258,258,315
71,3,38,Filters A,Filters A,2,240,266,266,318
72,1,51,Harvesting tanks B,Harvesting tanks B,2,240,263,263,319
73,11,50,Microfilter,Microfilter,0,286,286,286,319
74,0,15,Fermenter_2,Fermenter_2,0,9,240,240,322
75,13,50,Microfilter,Microfilter,3,287,287,287,322
