,Activity,Product,Resource,Check_resource_type,Machine_id,Request moment,Retrieve moment,Start,Finish
0,0,1,Fermenter_2,Fermenter_2,0,3,3,3,69
1,2,1,Harvesting tanks B,Harvesting tanks B,2,57,57,57,88
2,1,1,Filters A,Filters A,2,67,67,67,88
3,1,0,Harvesting tanks A,Harvesting tanks A,0,72,72,72,102
4,1,4,Harvesting tanks B,Harvesting tanks B,5,57,57,57,113
5,2,4,Harvesting tanks A,Harvesting tanks A,3,57,57,57,118
6,1,5,Harvesting tanks A,Harvesting tanks A,0,56,102,102,122
7,1,3,Harvesting tanks A,Harvesting tanks A,2,99,99,99,123
8,2,0,Harvesting tanks A,Harvesting tanks A,1,72,72,72,142
9,1,9,Harvesting tanks A,Harvesting tanks A,0,99,122,122,152
10,1,13,Harvesting tanks A,Harvesting tanks A,1,80,142,142,162
11,4,2,Harvesting tanks B,Harvesting tanks B,3,77,77,77,164
12,3,2,Filters A,Filters A,2,123,123,123,164
13,0,0,Fermenter_4,Fermenter_4,0,0,0,0,167
14,0,3,Fermenter_3,Fermenter_3,0,9,9,9,168
15,5,3,Harvesting tanks B,Harvesting tanks B,4,99,99,99,169
16,9,4,Harvesting tanks B,Harvesting tanks B,5,111,113,113,170
17,0,2,Fermenter_2,Fermenter_2,0,6,69,69,171
18,2,5,Harvesting tanks A,Harvesting tanks A,3,56,118,118,172
19,4,0,Harvesting tanks B,Harvesting tanks B,0,72,72,72,175
20,3,0,Filters A,Filters A,0,148,148,148,175
21,4,4,Harvesting tanks B,Harvesting tanks B,2,57,88,88,176
22,7,5,Filters B,Filters B,0,110,110,110,187
23,1,16,Harvesting tanks A,Harvesting tanks A,3,89,172,172,192
24,2,9,Harvesting tanks A,Harvesting tanks A,2,99,123,123,193
25,0,11,Fermenter_1,Fermenter_1,0,33,33,33,195
26,2,6,Harvesting tanks B,Harvesting tanks B,4,77,169,169,201
27,7,1,Stabilization tanks,Stabilization tanks,1,98,98,98,202
28,2,13,Harvesting tanks A,Harvesting tanks A,0,80,152,152,206
29,5,0,Buffer tanks,Buffer tanks,0,148,148,148,210
30,6,0,Microfilter,Microfilter,0,149,149,149,210
31,4,3,Filters A,Filters A,2,123,164,164,210
32,1,18,Harvesting tanks A,Harvesting tanks A,2,95,193,193,213
33,1,11,Filters B,Filters B,0,187,187,187,217
34,7,0,Buffer tanks,Buffer tanks,1,158,158,158,220
35,8,0,Microfilter,Microfilter,1,159,159,159,220
36,7,7,Stabilization tanks,Stabilization tanks,9,125,125,125,221
37,2,7,Harvesting tanks B,Harvesting tanks B,5,69,170,170,221
38,2,14,Harvesting tanks A,Harvesting tanks A,1,96,162,162,223
39,10,0,Microfilter,Microfilter,2,164,164,164,224
40,9,0,Buffer tanks,Buffer tanks,2,174,174,174,224
41,3,4,Filters A,Filters A,0,93,175,175,227
42,5,6,Stabilization tanks,Stabilization tanks,8,135,135,135,228
43,3,1,Buffer tanks,Buffer tanks,0,67,210,210,241
44,4,1,Microfilter,Microfilter,0,67,210,210,241
45,12,0,Harvesting tanks B,Harvesting tanks B,1,137,137,137,242
46,11,0,Filters A,Filters A,1,158,158,158,242
47,1,19,Harvesting tanks A,Harvesting tanks A,2,129,213,213,243
48,1,6,Filters A,Filters A,0,93,227,227,243
49,2,16,Harvesting tanks A,Harvesting tanks A,3,89,192,192,246
50,8,4,Filters A,Filters A,2,129,210,210,249
51,5,1,Buffer tanks,Buffer tanks,1,78,220,220,251
52,6,1,Microfilter,Microfilter,1,78,220,220,251
53,0,6,Fermenter_2,Fermenter_2,0,18,171,171,253
54,2,2,Microfilter,Microfilter,2,125,224,224,253
55,4,8,Harvesting tanks B,Harvesting tanks B,0,95,175,175,254
56,1,2,Buffer tanks,Buffer tanks,2,123,224,224,255
57,1,7,Filters A,Filters A,1,103,242,242,259
58,2,18,Harvesting tanks A,Harvesting tanks A,0,95,206,206,260
59,9,8,Harvesting tanks B,Harvesting tanks B,2,95,176,176,263
60,13,0,Buffer tanks,Buffer tanks,3,164,164,164,268
61,14,0,Microfilter,Microfilter,3,209,209,209,268
62,5,2,Buffer tanks,Buffer tanks,0,138,241,241,269
63,6,2,Microfilter,Microfilter,0,138,241,241,269
64,9,2,Stabilization tanks,Stabilization tanks,2,154,154,154,270
65,3,8,Filters A,Filters A,0,141,243,243,276
66,7,2,Buffer tanks,Buffer tanks,1,151,251,251,277
67,8,2,Microfilter,Microfilter,1,151,251,251,277
68,12,4,Stabilization tanks,Stabilization tanks,4,126,126,126,280
69,8,3,Stabilization tanks,Stabilization tanks,3,144,144,144,281
70,13,5,Stabilization tanks,Stabilization tanks,5,134,134,134,285
71,0,4,Fermenter_3,Fermenter_3,0,12,168,168,285
72,14,5,Stabilization tanks,Stabilization tanks,6,169,169,169,285
73,3,9,Filters A,Filters A,1,175,259,259,286
74,0,17,Fermenter_1,Fermenter_1,0,51,195,195,288
75,13,8,Stabilization tanks,Stabilization tanks,10,155,155,155,290
76,8,8,Filters A,Filters A,2,141,249,249,290
77,2,19,Harvesting tanks A,Harvesting tanks A,1,129,223,223,293
78,7,13,Filters B,Filters B,0,134,217,217,294
79,8,5,Harvesting tanks B,Harvesting tanks B,3,56,164,164,295
80,3,3,Microfilter,Microfilter,2,123,253,253,297
81,15,5,Stabilization tanks,Stabilization tanks,7,205,205,205,298
82,2,11,Harvesting tanks B,Harvesting tanks B,0,172,254,254,299
83,2,3,Buffer tanks,Buffer tanks,2,123,255,255,299
84,7,4,Microfilter,Microfilter,0,128,269,269,303
85,4,9,Harvesting tanks B,Harvesting tanks B,4,99,201,201,304
