,Activity,Product,Resource,Check_resource_type,Machine_id,Request moment,Retrieve moment,Start,Finish
0,1,16,Harvesting tanks A,Harvesting tanks A,0,30,30,30,58
1,2,16,Harvesting tanks A,Harvesting tanks A,1,30,30,30,102
2,1,3,Harvesting tanks B,Harvesting tanks B,4,63,63,63,121
3,0,16,Fermenter_2,Fermenter_2,0,0,0,0,122
4,2,3,Harvesting tanks A,Harvesting tanks A,3,63,63,63,124
5,0,5,Fermenter_1,Fermenter_1,0,15,15,15,127
6,1,5,Filters B,Filters B,0,112,112,112,127
7,0,3,Fermenter_3,Fermenter_3,0,9,9,9,134
8,1,1,Harvesting tanks A,Harvesting tanks A,2,75,75,75,135
9,4,16,Harvesting tanks B,Harvesting tanks B,0,96,96,96,152
10,3,16,Filters A,Filters A,0,129,129,129,152
11,4,3,Harvesting tanks B,Harvesting tanks B,5,116,116,116,155
12,6,16,Harvesting tanks B,Harvesting tanks B,1,30,30,30,158
13,5,16,Filters A,Filters A,1,124,124,124,158
14,0,1,Fermenter_4,Fermenter_4,0,3,3,3,161
15,7,16,Buffer tanks,Buffer tanks,0,124,124,124,172
16,8,16,Microfilter,Microfilter,0,126,126,126,172
17,3,1,Harvesting tanks B,Harvesting tanks B,2,75,75,75,174
18,2,1,Filters A,Filters A,2,153,153,153,174
19,9,3,Harvesting tanks B,Harvesting tanks B,4,116,121,121,175
20,3,3,Filters A,Filters A,1,137,158,158,176
21,9,16,Buffer tanks,Buffer tanks,1,129,129,129,177
22,11,16,Microfilter,Microfilter,1,131,131,131,177
23,10,16,Buffer tanks,Buffer tanks,2,143,143,143,177
24,2,5,Harvesting tanks B,Harvesting tanks B,5,102,155,155,180
25,13,16,Microfilter,Microfilter,2,143,143,143,188
26,12,16,Buffer tanks,Buffer tanks,3,148,148,148,188
27,6,1,Microfilter,Microfilter,3,155,155,155,193
28,5,1,Buffer tanks,Buffer tanks,1,171,177,177,199
29,4,1,Buffer tanks,Buffer tanks,0,153,172,172,204
