,Activity,Product,Resource,Check_resource_type,Machine_id,Request moment,Retrieve moment,Start,Finish
0,1,5,Harvesting tanks A,Harvesting tanks A,0,0,0,0,66
1,1,7,Harvesting tanks A,Harvesting tanks A,3,51,51,51,79
2,0,5,Fermenter_1,Fermenter_1,0,0,0,0,91
3,0,11,Fermenter_3,Fermenter_3,0,6,6,6,108
4,1,3,Harvesting tanks A,Harvesting tanks A,1,81,81,81,111
5,3,5,Harvesting tanks B,Harvesting tanks B,0,66,66,66,125
6,2,5,Filters A,Filters A,0,95,95,95,125
7,2,7,Harvesting tanks A,Harvesting tanks A,0,51,66,66,138
8,0,7,Fermenter_2,Fermenter_2,0,21,21,21,143
9,4,5,Buffer tanks,Buffer tanks,0,95,95,95,150
10,5,5,Microfilter,Microfilter,0,97,97,97,150
11,2,3,Harvesting tanks A,Harvesting tanks A,2,81,81,81,151
12,1,11,Buffer tanks,Buffer tanks,1,123,123,123,152
13,2,11,Microfilter,Microfilter,1,125,125,125,152
14,4,11,Harvesting tanks B,Harvesting tanks B,1,77,77,77,156
15,3,11,Filters A,Filters A,1,123,123,123,156
16,5,11,Buffer tanks,Buffer tanks,2,137,137,137,162
17,6,11,Microfilter,Microfilter,2,137,137,137,162
18,9,11,Harvesting tanks B,Harvesting tanks B,2,77,77,77,164
19,8,11,Filters A,Filters A,2,123,123,123,164
20,7,11,Buffer tanks,Buffer tanks,3,137,137,137,164
21,10,11,Microfilter,Microfilter,3,137,137,137,164
22,4,7,Harvesting tanks B,Harvesting tanks B,5,117,117,117,173
23,0,3,Fermenter_4,Fermenter_4,0,9,9,9,176
24,4,3,Harvesting tanks B,Harvesting tanks B,3,81,81,81,184
25,3,3,Filters A,Filters A,0,157,157,157,184
26,3,7,Filters A,Filters A,2,150,164,164,187
27,12,11,Microfilter,Microfilter,0,125,150,150,204
28,11,11,Buffer tanks,Buffer tanks,0,123,150,150,206
29,0,19,Fermenter_3,Fermenter_3,0,18,108,108,210
30,5,7,Filters A,Filters A,0,145,184,184,218
31,5,3,Buffer tanks,Buffer tanks,1,157,157,157,219
32,6,3,Microfilter,Microfilter,1,158,158,158,219
33,7,3,Buffer tanks,Buffer tanks,2,167,167,167,229
34,8,3,Microfilter,Microfilter,2,168,168,168,229
35,2,45,Harvesting tanks B,Harvesting tanks B,1,204,204,204,230
36,1,45,Filters B,Filters B,0,219,219,219,230
