,Activity,Product,Resource,Check_resource_type,Machine_id,Request moment,Retrieve moment,Start,Finish
0,0,48,Fermenter_5,Fermenter_5,0,9,9,9,105
1,0,50,Fermenter_3,Fermenter_3,0,0,0,0,106
2,2,48,Harvesting tanks B,Harvesting tanks B,3,90,90,90,111
3,1,48,Filters A,Filters A,2,99,99,99,111
4,0,41,Fermenter_1,Fermenter_1,0,3,3,3,115
5,2,41,Harvesting tanks B,Harvesting tanks B,2,90,90,90,115
6,1,41,Filters B,Filters B,0,100,100,100,115
7,0,44,Fermenter_4,Fermenter_4,0,15,15,15,121
8,0,27,Fermenter_2,Fermenter_2,0,27,27,27,139
9,2,50,Harvesting tanks B,Harvesting tanks B,0,86,86,86,145
10,1,50,Filters A,Filters A,0,117,117,117,145
11,6,50,Harvesting tanks B,Harvesting tanks B,1,86,86,86,154
12,3,50,Buffer tanks,Buffer tanks,0,117,117,117,154
13,4,50,Buffer tanks,Buffer tanks,1,117,117,117,154
14,5,50,Filters A,Filters A,1,117,117,117,154
15,7,50,Microfilter,Microfilter,0,118,118,118,154
16,8,50,Microfilter,Microfilter,1,118,118,118,154
17,2,44,Harvesting tanks B,Harvesting tanks B,4,101,101,101,160
18,1,44,Filters A,Filters A,2,132,132,132,160
19,2,27,Harvesting tanks B,Harvesting tanks B,3,112,112,112,162
20,9,50,Buffer tanks,Buffer tanks,2,129,129,129,163
21,10,50,Microfilter,Microfilter,2,129,129,129,163
22,11,50,Buffer tanks,Buffer tanks,3,129,129,129,165
23,12,50,Microfilter,Microfilter,3,129,129,129,165
24,6,44,Harvesting tanks B,Harvesting tanks B,5,101,101,101,169
25,5,41,Buffer tanks,Buffer tanks,1,105,154,154,172
26,6,41,Microfilter,Microfilter,1,105,154,154,172
27,3,41,Buffer tanks,Buffer tanks,0,100,154,154,173
28,4,41,Microfilter,Microfilter,0,100,154,154,173
29,7,41,Buffer tanks,Buffer tanks,2,110,163,163,180
30,8,41,Microfilter,Microfilter,2,110,163,163,180
