,Activity,Product,Resource,Check_resource_type,Machine_id,Request moment,Retrieve moment,Start,Finish
0,1,3,Harvesting tanks A,Harvesting tanks A,0,90,90,90,114
1,1,2,Harvesting tanks A,Harvesting tanks A,3,99,99,99,123
2,0,7,Fermenter_4,Fermenter_4,0,21,21,21,127
3,1,6,Harvesting tanks A,Harvesting tanks A,1,98,98,98,127
4,1,14,Harvesting tanks A,Harvesting tanks A,0,74,114,114,139
5,2,10,Harvesting tanks B,Harvesting tanks B,4,91,91,91,141
6,2,3,Buffer tanks,Buffer tanks,0,114,114,114,158
7,3,3,Microfilter,Microfilter,0,114,114,114,158
8,0,3,Fermenter_3,Fermenter_3,0,0,0,0,159
9,5,3,Harvesting tanks B,Harvesting tanks B,0,90,90,90,160
10,4,3,Filters A,Filters A,0,114,114,114,160
11,5,2,Harvesting tanks B,Harvesting tanks B,5,99,99,99,169
12,2,6,Harvesting tanks A,Harvesting tanks A,2,98,98,98,170
13,3,6,Harvesting tanks B,Harvesting tanks B,1,98,98,98,176
14,0,14,Fermenter_1,Fermenter_1,0,12,12,12,181
15,6,3,Buffer tanks,Buffer tanks,1,144,144,144,183
16,7,3,Microfilter,Microfilter,1,144,144,144,183
17,6,14,Harvesting tanks B,Harvesting tanks B,0,159,160,160,187
18,1,4,Harvesting tanks A,Harvesting tanks A,1,73,127,127,191
19,1,13,Harvesting tanks A,Harvesting tanks A,2,57,170,170,198
20,1,10,Filters A,Filters A,0,100,160,160,201
21,0,6,Fermenter_2,Fermenter_2,0,3,3,3,202
22,5,6,Harvesting tanks B,Harvesting tanks B,2,98,98,98,213
23,4,6,Filters A,Filters A,1,159,159,159,213
24,6,4,Harvesting tanks B,Harvesting tanks B,1,172,176,176,217
25,2,14,Harvesting tanks A,Harvesting tanks A,3,74,123,123,218
26,4,10,Microfilter,Microfilter,0,100,158,158,223
27,3,2,Microfilter,Microfilter,1,123,183,183,227
28,3,14,Filters A,Filters A,1,169,213,213,228
29,6,6,Buffer tanks,Buffer tanks,2,195,195,195,231
30,5,1,Stabilization tanks,Stabilization tanks,8,141,141,141,234
31,5,14,Filters A,Filters A,1,175,228,228,239
32,8,6,Harvesting tanks B,Harvesting tanks B,3,137,137,137,242
33,7,6,Filters A,Filters A,2,207,207,207,242
34,9,6,Buffer tanks,Buffer tanks,3,159,159,159,246
35,10,6,Microfilter,Microfilter,2,205,205,205,246
36,4,2,Filters A,Filters A,0,123,201,201,247
37,3,10,Buffer tanks,Buffer tanks,1,100,183,183,248
38,2,4,Harvesting tanks A,Harvesting tanks A,0,73,139,139,251
39,4,14,Harvesting tanks B,Harvesting tanks B,4,74,141,141,251
40,8,14,Microfilter,Microfilter,1,169,227,227,252
41,3,4,Filters A,Filters A,1,191,239,239,257
42,5,10,Stabilization tanks,Stabilization tanks,2,165,165,165,258
43,1,19,Harvesting tanks A,Harvesting tanks A,2,105,198,198,258
44,5,4,Filters A,Filters A,2,195,242,242,260
45,7,2,Microfilter,Microfilter,0,153,223,223,262
46,2,13,Harvesting tanks A,Harvesting tanks A,1,57,191,191,263
47,11,14,Microfilter,Microfilter,2,175,246,246,271
48,8,3,Stabilization tanks,Stabilization tanks,0,135,135,135,272
49,2,7,Harvesting tanks B,Harvesting tanks B,2,107,213,213,272
50,12,6,Microfilter,Microfilter,3,161,161,161,273
51,11,6,Buffer tanks,Buffer tanks,0,192,192,192,273
52,7,14,Buffer tanks,Buffer tanks,1,169,248,248,273
53,4,17,Harvesting tanks B,Harvesting tanks B,0,89,187,187,274
54,2,1,Harvesting tanks B,Harvesting tanks B,3,83,242,242,274
55,13,7,Stabilization tanks,Stabilization tanks,7,150,150,150,275
56,2,2,Buffer tanks,Buffer tanks,2,123,231,231,275
57,1,0,Filters B,Filters B,0,180,180,180,278
58,2,18,Harvesting tanks A,Harvesting tanks A,3,81,218,218,279
59,8,2,Stabilization tanks,Stabilization tanks,3,144,144,144,281
60,9,17,Stabilization tanks,Stabilization tanks,6,166,166,166,282
61,0,19,Fermenter_4,Fermenter_4,0,33,127,127,285
62,6,7,Harvesting tanks B,Harvesting tanks B,1,107,217,217,285
63,6,2,Buffer tanks,Buffer tanks,3,153,246,246,285
64,8,4,Microfilter,Microfilter,1,192,252,252,285
65,1,7,Filters A,Filters A,1,138,257,257,285
66,3,17,Filters A,Filters A,0,135,247,247,288
67,12,14,Stabilization tanks,Stabilization tanks,4,194,194,194,289
68,10,14,Buffer tanks,Buffer tanks,1,182,273,273,291
69,1,15,Filters B,Filters B,0,139,278,278,293
70,10,4,Microfilter,Microfilter,0,196,262,262,295
71,9,14,Buffer tanks,Buffer tanks,0,175,273,273,295
72,5,7,Filters A,Filters A,2,138,260,260,297
73,1,16,Harvesting tanks A,Harvesting tanks A,2,75,258,258,298
74,2,17,Microfilter,Microfilter,2,137,271,271,300
75,6,17,Microfilter,Microfilter,3,150,273,273,301
76,1,1,Filters A,Filters A,1,99,285,285,301
77,1,11,Harvesting tanks A,Harvesting tanks A,3,96,279,279,303
78,14,13,Stabilization tanks,Stabilization tanks,9,199,199,199,304
79,4,4,Harvesting tanks B,Harvesting tanks B,5,73,169,169,305
80,4,13,Harvesting tanks B,Harvesting tanks B,4,123,251,251,307
81,7,4,Buffer tanks,Buffer tanks,2,191,275,275,309
82,8,17,Microfilter,Microfilter,1,163,285,285,311
83,3,13,Filters A,Filters A,0,156,288,288,311
84,2,9,Harvesting tanks A,Harvesting tanks A,0,84,251,251,312
85,0,10,Fermenter_2,Fermenter_2,0,6,202,202,314
86,0,2,Fermenter_3,Fermenter_3,0,9,159,159,318
87,9,4,Buffer tanks,Buffer tanks,3,195,285,285,319
88,11,4,Stabilization tanks,Stabilization tanks,5,225,225,225,322
89,1,17,Buffer tanks,Buffer tanks,1,135,291,291,322
90,2,19,Filters A,Filters A,1,183,301,301,322
91,5,17,Buffer tanks,Buffer tanks,0,150,295,295,323
92,2,16,Harvesting tanks A,Harvesting tanks A,1,75,263,263,331
93,7,7,Microfilter,Microfilter,0,139,295,295,331
94,5,13,Filters A,Filters A,2,151,297,297,331
95,10,7,Microfilter,Microfilter,3,150,301,301,335
96,7,17,Buffer tanks,Buffer tanks,2,163,309,309,335
97,8,7,Microfilter,Microfilter,2,139,300,300,336
98,7,19,Filters A,Filters A,0,201,311,311,346
99,12,7,Microfilter,Microfilter,1,150,311,311,347
100,8,19,Harvesting tanks B,Harvesting tanks B,1,168,285,285,353
101,11,19,Stabilization tanks,Stabilization tanks,8,215,234,234,356
102,2,11,Harvesting tanks A,Harvesting tanks A,2,96,298,298,356
103,3,7,Buffer tanks,Buffer tanks,3,138,319,319,356
104,9,7,Buffer tanks,Buffer tanks,0,150,323,323,357
105,4,7,Buffer tanks,Buffer tanks,1,138,322,322,359
106,1,18,Harvesting tanks B,Harvesting tanks B,5,81,305,305,361
107,0,4,Fermenter_1,Fermenter_1,0,15,181,181,362
108,13,6,Stabilization tanks,Stabilization tanks,1,205,205,205,362
109,8,18,Filters A,Filters A,2,153,331,331,370
110,11,7,Buffer tanks,Buffer tanks,2,150,335,335,371
111,9,15,Stabilization tanks,Stabilization tanks,7,158,275,275,372
112,3,19,Harvesting tanks B,Harvesting tanks B,3,105,274,274,373
113,4,1,Microfilter,Microfilter,0,99,331,331,373
114,3,18,Filters A,Filters A,1,117,322,322,374
115,5,12,Stabilization tanks,Stabilization tanks,4,236,289,289,378
116,8,13,Microfilter,Microfilter,3,153,335,335,381
117,11,13,Microfilter,Microfilter,2,158,336,336,382
118,14,16,Stabilization tanks,Stabilization tanks,6,201,282,282,383
119,2,0,Harvesting tanks B,Harvesting tanks B,0,165,274,274,387
120,13,13,Microfilter,Microfilter,1,170,347,347,392
