,Activity,Product,Resource,Check_resource_type,Machine_id,Request moment,Retrieve moment,Start,Finish
0,1,4,Harvesting tanks A,Harvesting tanks A,0,32,32,32,64
1,1,16,Harvesting tanks A,Harvesting tanks A,2,45,45,45,69
2,2,4,Harvesting tanks A,Harvesting tanks A,1,32,32,32,95
3,2,16,Harvesting tanks A,Harvesting tanks A,3,45,45,45,103
4,0,5,Fermenter_2,Fermenter_2,0,21,21,21,123
5,0,4,Fermenter_1,Fermenter_1,0,0,0,0,125
6,1,3,Harvesting tanks A,Harvesting tanks A,0,93,93,93,134
7,4,4,Harvesting tanks B,Harvesting tanks B,0,32,32,32,143
8,3,4,Filters A,Filters A,0,117,117,117,143
9,6,4,Harvesting tanks B,Harvesting tanks B,1,108,108,108,151
10,5,4,Filters A,Filters A,1,132,132,132,151
11,0,16,Fermenter_3,Fermenter_3,0,3,3,3,153
12,7,4,Buffer tanks,Buffer tanks,0,117,117,117,155
13,8,4,Microfilter,Microfilter,0,119,119,119,155
14,9,4,Buffer tanks,Buffer tanks,1,133,133,133,159
15,11,4,Microfilter,Microfilter,1,133,133,133,166
16,10,4,Buffer tanks,Buffer tanks,2,148,148,148,166
17,12,4,Buffer tanks,Buffer tanks,3,132,132,132,170
18,13,4,Microfilter,Microfilter,2,134,134,134,170
19,3,16,Microfilter,Microfilter,3,134,134,134,171
20,2,3,Harvesting tanks A,Harvesting tanks A,2,93,93,93,174
21,1,12,Harvesting tanks A,Harvesting tanks A,1,157,157,157,189
22,0,3,Fermenter_4,Fermenter_4,0,18,18,18,198
23,4,3,Harvesting tanks B,Harvesting tanks B,3,93,93,93,210
24,3,3,Filters A,Filters A,2,187,187,187,210
25,8,16,Harvesting tanks B,Harvesting tanks B,2,45,45,45,212
26,7,16,Filters B,Filters B,0,103,103,103,212
27,1,0,Harvesting tanks A,Harvesting tanks A,0,195,195,195,219
28,2,12,Harvesting tanks A,Harvesting tanks A,3,157,157,157,220
29,0,6,Fermenter_2,Fermenter_2,0,24,123,123,225
30,4,16,Buffer tanks,Buffer tanks,0,124,155,155,226
31,4,5,Harvesting tanks B,Harvesting tanks B,0,92,143,143,230
32,5,16,Buffer tanks,Buffer tanks,1,134,159,159,233
33,7,3,Microfilter,Microfilter,3,188,188,188,234
34,6,16,Microfilter,Microfilter,0,124,155,155,239
35,9,3,Harvesting tanks B,Harvesting tanks B,4,173,173,173,243
36,8,3,Filters A,Filters A,0,203,203,203,243
37,0,12,Fermenter_1,Fermenter_1,0,6,125,125,250
38,3,5,Filters A,Filters A,2,138,210,210,251
39,2,0,Harvesting tanks A,Harvesting tanks A,2,195,195,195,253
40,14,4,Stabilization tanks,Stabilization tanks,0,155,155,155,259
41,12,3,Harvesting tanks B,Harvesting tanks B,5,173,173,173,262
42,11,3,Filters A,Filters A,1,203,203,203,262
43,5,3,Buffer tanks,Buffer tanks,0,187,226,226,262
44,6,3,Buffer tanks,Buffer tanks,1,203,233,233,264
45,2,5,Microfilter,Microfilter,0,140,239,239,268
46,6,12,Harvesting tanks B,Harvesting tanks B,2,233,233,233,276
47,14,3,Microfilter,Microfilter,3,223,234,234,277
48,3,12,Filters A,Filters A,2,242,251,251,277
49,5,12,Filters A,Filters A,1,257,262,262,281
50,13,16,Stabilization tanks,Stabilization tanks,1,134,134,134,283
51,9,5,Stabilization tanks,Stabilization tanks,4,169,169,169,285
52,9,16,Buffer tanks,Buffer tanks,2,103,166,166,291
53,10,16,Microfilter,Microfilter,1,103,166,166,291
54,11,16,Buffer tanks,Buffer tanks,3,113,170,170,296
55,12,16,Microfilter,Microfilter,2,113,170,170,296
56,6,5,Microfilter,Microfilter,0,153,268,268,296
57,0,0,Fermenter_3,Fermenter_3,0,9,153,153,303
