,Activity,Product,Resource,Check_resource_type,Machine_id,Request moment,Retrieve moment,Start,Finish
0,1,13,Harvesting tanks B,Harvesting tanks B,0,45,45,45,101
1,2,13,Harvesting tanks A,Harvesting tanks A,0,45,45,45,106
2,1,11,Harvesting tanks A,Harvesting tanks A,1,96,96,96,111
3,0,13,Fermenter_3,Fermenter_3,0,0,0,0,117
4,0,12,Fermenter_4,Fermenter_4,0,27,27,27,133
5,4,13,Harvesting tanks B,Harvesting tanks B,1,45,45,45,133
6,3,13,Filters A,Filters A,0,81,81,81,133
7,5,13,Buffer tanks,Buffer tanks,0,81,81,81,145
8,7,13,Microfilter,Microfilter,0,116,116,116,150
9,6,13,Buffer tanks,Buffer tanks,1,117,117,117,150
10,9,13,Harvesting tanks B,Harvesting tanks B,2,99,99,99,156
11,8,13,Filters A,Filters A,1,117,117,117,156
12,0,3,Fermenter_1,Fermenter_1,0,3,3,3,165
13,2,12,Harvesting tanks B,Harvesting tanks B,0,113,113,113,172
14,11,13,Microfilter,Microfilter,1,82,82,82,175
15,10,13,Buffer tanks,Buffer tanks,2,113,113,113,175
16,2,11,Harvesting tanks A,Harvesting tanks A,2,96,96,96,181
17,1,12,Filters A,Filters A,1,144,156,156,184
18,2,3,Harvesting tanks B,Harvesting tanks B,3,142,142,142,187
19,1,3,Filters B,Filters B,0,157,157,157,187
20,0,11,Fermenter_2,Fermenter_2,0,12,12,12,199
21,6,12,Harvesting tanks B,Harvesting tanks B,1,113,133,133,201
22,3,3,Buffer tanks,Buffer tanks,3,157,157,157,210
23,4,3,Microfilter,Microfilter,2,157,157,157,210
24,7,12,Microfilter,Microfilter,1,145,175,175,211
25,6,11,Harvesting tanks B,Harvesting tanks B,5,96,96,96,213
26,5,11,Harvesting tanks B,Harvesting tanks B,4,171,171,171,213
27,3,11,Filters A,Filters A,2,194,194,194,213
28,4,11,Filters A,Filters A,0,202,202,202,213
29,1,6,Harvesting tanks B,Harvesting tanks B,2,162,162,162,218
30,5,12,Filters A,Filters A,1,144,184,184,221
31,7,11,Buffer tanks,Buffer tanks,0,194,194,194,222
32,8,11,Microfilter,Microfilter,3,195,195,195,222
33,2,6,Harvesting tanks A,Harvesting tanks A,3,162,162,162,223
34,9,11,Buffer tanks,Buffer tanks,1,202,202,202,225
35,11,11,Microfilter,Microfilter,0,203,203,203,230
36,10,11,Buffer tanks,Buffer tanks,2,211,211,211,230
37,0,6,Fermenter_3,Fermenter_3,0,6,117,117,234
38,10,12,Microfilter,Microfilter,1,156,211,211,245
39,8,12,Microfilter,Microfilter,2,145,210,210,246
40,3,12,Buffer tanks,Buffer tanks,3,144,210,210,247
41,12,12,Microfilter,Microfilter,3,156,222,222,258
42,4,12,Buffer tanks,Buffer tanks,0,144,222,222,259
43,9,12,Buffer tanks,Buffer tanks,1,156,225,225,259
44,4,6,Harvesting tanks B,Harvesting tanks B,0,162,172,172,260
45,0,4,Fermenter_2,Fermenter_2,0,18,199,199,265
46,3,6,Filters A,Filters A,2,198,213,213,265
47,11,12,Buffer tanks,Buffer tanks,2,156,230,230,266
48,7,6,Microfilter,Microfilter,0,233,233,233,267
49,12,13,Stabilization tanks,Stabilization tanks,0,114,114,114,268
