,Activity,Product,Resource,Check_resource_type,Machine_id,Request moment,Retrieve moment,Start,Finish
0,1,13,Harvesting tanks A,Harvesting tanks A,0,27,27,27,67
1,0,16,Fermenter_2,Fermenter_2,0,6,6,6,88
2,2,13,Harvesting tanks A,Harvesting tanks A,1,27,27,27,95
3,2,16,Harvesting tanks B,Harvesting tanks B,2,65,65,65,97
4,1,16,Filters A,Filters A,2,81,81,81,97
5,1,4,Harvesting tanks B,Harvesting tanks B,4,57,57,57,113
6,2,4,Harvesting tanks A,Harvesting tanks A,2,57,57,57,118
7,0,13,Fermenter_1,Fermenter_1,0,0,0,0,123
8,0,37,Fermenter_5,Fermenter_5,0,27,27,27,123
9,4,16,Microfilter,Microfilter,3,81,81,81,123
10,0,4,Fermenter_3,Fermenter_3,0,12,12,12,129
11,2,37,Harvesting tanks B,Harvesting tanks B,4,108,113,113,134
12,4,13,Harvesting tanks B,Harvesting tanks B,0,27,27,27,140
13,3,13,Filters A,Filters A,0,117,117,117,140
14,4,4,Harvesting tanks B,Harvesting tanks B,5,57,57,57,145
15,6,13,Harvesting tanks B,Harvesting tanks B,1,108,108,108,148
16,5,13,Filters A,Filters A,1,130,130,130,148
17,7,13,Buffer tanks,Buffer tanks,0,117,117,117,153
18,8,13,Microfilter,Microfilter,0,119,119,119,153
19,1,5,Harvesting tanks A,Harvesting tanks A,3,115,115,115,155
20,9,13,Buffer tanks,Buffer tanks,1,131,131,131,156
21,11,13,Microfilter,Microfilter,1,131,131,131,164
22,10,13,Buffer tanks,Buffer tanks,2,145,145,145,164
23,0,3,Fermenter_4,Fermenter_4,0,9,9,9,167
24,12,13,Buffer tanks,Buffer tanks,3,130,130,130,167
25,13,13,Microfilter,Microfilter,2,132,132,132,167
26,9,4,Harvesting tanks B,Harvesting tanks B,2,111,111,111,168
27,2,5,Harvesting tanks A,Harvesting tanks A,0,115,115,115,183
28,8,4,Filters A,Filters A,1,129,148,148,187
29,1,1,Harvesting tanks A,Harvesting tanks A,1,155,155,155,187
30,1,3,Buffer tanks,Buffer tanks,1,160,160,160,188
31,2,3,Microfilter,Microfilter,3,160,160,160,188
32,4,3,Harvesting tanks B,Harvesting tanks B,3,145,145,145,190
33,3,3,Filters A,Filters A,2,160,160,160,190
34,3,4,Filters A,Filters A,0,93,140,140,192
35,3,16,Buffer tanks,Buffer tanks,0,81,153,153,195
36,7,4,Microfilter,Microfilter,1,128,164,164,198
37,1,37,Filters A,Filters A,1,117,187,187,199
38,5,3,Buffer tanks,Buffer tanks,2,175,175,175,203
39,6,3,Microfilter,Microfilter,0,175,175,175,203
40,0,5,Fermenter_2,Fermenter_2,0,15,88,88,210
41,5,16,Stabilization tanks,Stabilization tanks,1,123,123,123,216
42,4,37,Microfilter,Microfilter,3,117,188,188,217
43,2,1,Harvesting tanks A,Harvesting tanks A,2,155,155,155,218
44,6,4,Buffer tanks,Buffer tanks,1,129,188,188,221
45,3,5,Filters A,Filters A,2,205,205,205,228
46,5,4,Buffer tanks,Buffer tanks,3,93,167,167,231
47,3,37,Buffer tanks,Buffer tanks,2,117,203,203,232
48,6,5,Harvesting tanks B,Harvesting tanks B,0,184,184,184,234
49,5,5,Filters A,Filters A,0,217,217,217,234
50,0,15,Fermenter_3,Fermenter_3,0,45,129,129,235
51,5,37,Stabilization tanks,Stabilization tanks,4,146,146,146,235
52,8,5,Microfilter,Microfilter,1,207,207,207,241
53,4,5,Harvesting tanks B,Harvesting tanks B,4,115,134,134,247
54,0,1,Fermenter_1,Fermenter_1,0,3,123,123,248
55,11,5,Microfilter,Microfilter,0,219,219,219,252
56,13,5,Microfilter,Microfilter,3,219,219,219,253
57,10,5,Buffer tanks,Buffer tanks,2,231,232,232,253
58,14,13,Stabilization tanks,Stabilization tanks,0,153,153,153,256
59,9,5,Buffer tanks,Buffer tanks,3,219,231,231,256
60,10,4,Buffer tanks,Buffer tanks,0,125,195,195,257
61,7,5,Buffer tanks,Buffer tanks,1,205,221,221,257
62,11,4,Microfilter,Microfilter,2,94,167,167,260
63,4,1,Harvesting tanks B,Harvesting tanks B,5,155,155,155,266
64,3,1,Filters A,Filters A,1,240,240,240,266
65,1,14,Harvesting tanks A,Harvesting tanks A,3,239,239,239,269
66,2,15,Harvesting tanks B,Harvesting tanks B,2,215,215,215,274
67,6,1,Harvesting tanks B,Harvesting tanks B,1,231,231,231,274
68,1,15,Filters A,Filters A,0,246,246,246,274
69,5,1,Filters A,Filters A,2,255,255,255,274
70,0,6,Fermenter_2,Fermenter_2,0,18,210,210,276
71,8,1,Microfilter,Microfilter,1,242,242,242,278
72,12,4,Stabilization tanks,Stabilization tanks,3,126,126,126,280
73,6,15,Harvesting tanks B,Harvesting tanks B,3,215,215,215,283
74,9,1,Buffer tanks,Buffer tanks,0,256,257,257,283
75,12,5,Buffer tanks,Buffer tanks,2,217,253,253,289
76,11,1,Microfilter,Microfilter,0,256,256,256,289
77,10,1,Buffer tanks,Buffer tanks,1,271,271,271,289
78,13,1,Microfilter,Microfilter,3,257,257,257,293
79,7,1,Buffer tanks,Buffer tanks,3,240,256,256,294
80,7,3,Stabilization tanks,Stabilization tanks,2,188,188,188,296
81,7,15,Microfilter,Microfilter,2,247,260,260,296
82,1,22,Harvesting tanks A,Harvesting tanks A,1,277,277,277,301
83,2,28,Harvesting tanks B,Harvesting tanks B,0,276,276,276,302
84,1,28,Filters B,Filters B,0,291,291,291,302
85,5,15,Filters A,Filters A,1,246,266,266,303
86,2,6,Harvesting tanks B,Harvesting tanks B,2,264,274,274,305
87,0,28,Fermenter_5,Fermenter_5,0,144,144,144,306
88,2,14,Harvesting tanks A,Harvesting tanks A,0,239,239,239,309
89,8,15,Microfilter,Microfilter,1,247,278,278,314
90,12,1,Buffer tanks,Buffer tanks,0,255,283,283,321
91,10,15,Microfilter,Microfilter,0,258,289,289,323
92,1,6,Filters A,Filters A,1,274,303,303,324
93,3,15,Buffer tanks,Buffer tanks,2,246,289,289,326
94,4,15,Buffer tanks,Buffer tanks,1,246,289,289,326
95,9,15,Buffer tanks,Buffer tanks,3,258,294,294,328
96,12,15,Microfilter,Microfilter,3,258,293,293,329
97,0,14,Fermenter_4,Fermenter_4,0,42,167,167,334
98,2,22,Harvesting tanks A,Harvesting tanks A,2,277,277,277,335
99,4,28,Microfilter,Microfilter,2,291,296,296,338
100,14,5,Stabilization tanks,Stabilization tanks,5,241,241,241,342
101,3,14,Filters A,Filters A,0,315,315,315,342
102,4,14,Harvesting tanks B,Harvesting tanks B,4,239,247,247,350
103,11,15,Buffer tanks,Buffer tanks,0,258,321,321,357
104,3,28,Buffer tanks,Buffer tanks,2,291,326,326,368
105,6,14,Microfilter,Microfilter,1,316,316,316,377
106,14,1,Stabilization tanks,Stabilization tanks,6,278,278,278,382
107,13,15,Stabilization tanks,Stabilization tanks,7,258,258,258,383
108,0,22,Fermenter_3,Fermenter_3,0,78,235,235,385
109,8,14,Microfilter,Microfilter,0,326,326,326,387
110,5,14,Buffer tanks,Buffer tanks,1,315,326,326,388
111,7,14,Buffer tanks,Buffer tanks,3,325,328,328,390
112,10,14,Microfilter,Microfilter,3,331,331,331,391
113,1,2,Harvesting tanks A,Harvesting tanks A,3,386,386,386,403
114,9,14,Buffer tanks,Buffer tanks,0,341,357,357,407
115,4,6,Microfilter,Microfilter,1,274,377,377,408
116,12,14,Harvesting tanks B,Harvesting tanks B,5,304,304,304,409
117,7,6,Stabilization tanks,Stabilization tanks,10,305,305,305,409
118,11,14,Filters A,Filters A,2,325,325,325,409
119,0,7,Fermenter_1,Fermenter_1,0,21,248,248,410
120,6,6,Microfilter,Microfilter,0,285,387,387,418
121,3,6,Buffer tanks,Buffer tanks,1,274,388,388,419
122,5,6,Buffer tanks,Buffer tanks,3,285,390,390,421
