,Activity,Product,Resource,Check_resource_type,Machine_id,Request moment,Retrieve moment,Start,Finish
0,1,16,Harvesting tanks A,Harvesting tanks A,1,30,30,30,70
1,2,16,Harvesting tanks A,Harvesting tanks A,2,30,30,30,98
2,1,18,Harvesting tanks B,Harvesting tanks B,0,45,45,45,101
3,2,18,Harvesting tanks A,Harvesting tanks A,0,45,45,45,106
4,0,18,Fermenter_3,Fermenter_3,0,0,0,0,117
5,0,16,Fermenter_2,Fermenter_2,0,3,3,3,125
6,1,2,Harvesting tanks A,Harvesting tanks A,2,102,102,102,126
7,0,7,Fermenter_4,Fermenter_4,0,24,24,24,130
8,1,6,Harvesting tanks A,Harvesting tanks A,3,101,101,101,130
9,1,14,Harvesting tanks A,Harvesting tanks A,0,77,106,106,131
10,4,18,Harvesting tanks B,Harvesting tanks B,1,45,45,45,133
11,3,18,Filters A,Filters A,0,81,81,81,133
12,4,16,Harvesting tanks B,Harvesting tanks B,3,30,30,30,143
13,3,16,Filters A,Filters A,2,120,120,120,143
14,5,18,Buffer tanks,Buffer tanks,0,81,81,81,145
15,6,16,Harvesting tanks B,Harvesting tanks B,4,99,99,99,149
16,7,18,Microfilter,Microfilter,0,116,116,116,150
17,6,18,Buffer tanks,Buffer tanks,1,117,117,117,150
18,5,16,Filters A,Filters A,0,132,133,133,150
19,9,18,Harvesting tanks B,Harvesting tanks B,2,99,99,99,156
20,8,18,Filters A,Filters A,1,117,117,117,156
21,7,16,Buffer tanks,Buffer tanks,3,120,120,120,156
22,8,16,Microfilter,Microfilter,2,122,122,122,156
23,11,16,Microfilter,Microfilter,3,134,134,134,167
24,9,16,Buffer tanks,Buffer tanks,0,134,145,145,170
25,10,16,Buffer tanks,Buffer tanks,1,146,150,150,171
26,2,6,Harvesting tanks A,Harvesting tanks A,1,101,101,101,173
27,11,18,Microfilter,Microfilter,1,82,82,82,175
28,10,18,Buffer tanks,Buffer tanks,2,113,113,113,175
29,3,6,Harvesting tanks B,Harvesting tanks B,5,101,101,101,179
30,0,14,Fermenter_1,Fermenter_1,0,15,15,15,184
31,13,16,Microfilter,Microfilter,0,134,150,150,184
32,12,16,Buffer tanks,Buffer tanks,3,132,156,156,192
33,2,10,Harvesting tanks B,Harvesting tanks B,3,94,143,143,193
34,1,4,Harvesting tanks A,Harvesting tanks A,3,76,130,130,194
35,1,10,Filters A,Filters A,1,103,156,156,197
36,1,13,Harvesting tanks A,Harvesting tanks A,1,60,173,173,201
37,6,14,Harvesting tanks B,Harvesting tanks B,5,162,179,179,206
38,5,6,Harvesting tanks B,Harvesting tanks B,0,101,101,101,216
39,4,6,Filters A,Filters A,2,162,162,162,216
40,5,2,Harvesting tanks B,Harvesting tanks B,4,102,149,149,219
41,2,14,Harvesting tanks A,Harvesting tanks A,2,77,126,126,221
42,3,2,Microfilter,Microfilter,0,126,184,184,228
43,3,14,Filters A,Filters A,2,172,216,216,231
44,6,6,Buffer tanks,Buffer tanks,0,198,198,198,234
45,4,10,Microfilter,Microfilter,1,103,175,175,240
46,5,14,Filters A,Filters A,2,178,231,231,242
47,2,4,Harvesting tanks A,Harvesting tanks A,0,76,131,131,243
48,4,2,Filters A,Filters A,1,126,197,197,243
49,8,6,Harvesting tanks B,Harvesting tanks B,1,140,140,140,245
50,7,6,Filters A,Filters A,0,210,210,210,245
51,6,4,Harvesting tanks B,Harvesting tanks B,5,175,206,206,247
52,10,6,Microfilter,Microfilter,2,208,208,208,249
53,14,16,Stabilization tanks,Stabilization tanks,1,156,156,156,257
54,3,10,Buffer tanks,Buffer tanks,3,103,192,192,257
