,Activity,Product,Resource,Check_resource_type,Machine_id,Request moment,Retrieve moment,Start,Finish
0,0,2,Fermenter_2,Fermenter_2,0,3,3,3,115
1,0,6,Fermenter_1,Fermenter_1,0,6,6,6,118
2,2,2,Harvesting tanks B,Harvesting tanks B,1,88,88,88,138
3,1,2,Filters A,Filters A,0,97,97,97,138
4,1,31,Harvesting tanks A,Harvesting tanks A,0,81,81,81,141
5,2,6,Harvesting tanks B,Harvesting tanks B,2,100,100,100,142
6,1,6,Filters A,Filters A,1,119,119,119,142
7,3,6,Buffer tanks,Buffer tanks,2,119,119,119,145
8,4,6,Microfilter,Microfilter,2,120,120,120,145
9,5,6,Buffer tanks,Buffer tanks,3,131,131,131,155
10,6,6,Microfilter,Microfilter,3,131,131,131,155
11,3,2,Buffer tanks,Buffer tanks,1,97,97,97,162
12,4,2,Microfilter,Microfilter,1,97,97,97,162
13,0,7,Fermenter_3,Fermenter_3,0,0,0,0,165
14,0,31,Fermenter_4,Fermenter_4,0,9,9,9,167
15,3,31,Harvesting tanks B,Harvesting tanks B,3,81,81,81,180
16,2,31,Filters A,Filters A,2,159,159,159,180
17,4,31,Buffer tanks,Buffer tanks,2,159,159,159,191
18,0,22,Fermenter_2,Fermenter_2,0,24,115,115,197
19,6,31,Microfilter,Microfilter,2,161,161,161,199
20,5,31,Buffer tanks,Buffer tanks,3,177,177,177,199
21,2,22,Harvesting tanks B,Harvesting tanks B,1,174,174,174,206
22,1,22,Filters A,Filters A,2,190,190,190,206
23,0,8,Fermenter_5,Fermenter_5,0,111,111,111,207
24,0,5,Fermenter_1,Fermenter_1,0,15,118,118,211
25,8,31,Harvesting tanks B,Harvesting tanks B,4,144,144,144,212
26,7,31,Filters A,Filters A,0,177,177,177,212
27,2,8,Harvesting tanks B,Harvesting tanks B,5,192,192,192,213
28,1,8,Filters A,Filters A,1,201,201,201,213
29,9,31,Buffer tanks,Buffer tanks,1,185,185,185,224
30,10,31,Microfilter,Microfilter,3,191,191,191,224
31,3,8,Buffer tanks,Buffer tanks,2,201,201,201,230
32,4,8,Microfilter,Microfilter,1,201,201,201,230
33,1,15,Harvesting tanks A,Harvesting tanks A,2,219,219,219,236
34,3,22,Buffer tanks,Buffer tanks,3,190,199,199,241
35,4,22,Microfilter,Microfilter,2,190,199,199,241
36,2,7,Harvesting tanks B,Harvesting tanks B,0,135,135,135,248
37,7,6,Stabilization tanks,Stabilization tanks,2,145,145,145,248
38,1,7,Filters B,Filters B,0,150,150,150,248
39,5,2,Stabilization tanks,Stabilization tanks,1,162,162,162,255
40,2,5,Harvesting tanks B,Harvesting tanks B,2,186,186,186,269
41,1,5,Filters A,Filters A,2,232,232,232,269
42,3,7,Buffer tanks,Buffer tanks,0,150,150,150,274
43,4,7,Microfilter,Microfilter,0,150,150,150,274
44,1,3,Harvesting tanks B,Harvesting tanks B,3,219,219,219,277
45,2,3,Harvesting tanks A,Harvesting tanks A,1,219,219,219,280
46,2,15,Harvesting tanks A,Harvesting tanks A,3,219,219,219,280
47,0,3,Fermenter_3,Fermenter_3,0,12,165,165,290
48,0,15,Fermenter_4,Fermenter_4,0,102,167,167,295
49,0,19,Fermenter_2,Fermenter_2,0,30,197,197,299
50,3,5,Buffer tanks,Buffer tanks,1,232,232,232,303
51,4,5,Microfilter,Microfilter,3,234,234,234,303
52,6,15,Microfilter,Microfilter,0,266,274,274,308
53,4,3,Harvesting tanks B,Harvesting tanks B,1,272,272,272,311
54,3,3,Filters A,Filters A,0,293,293,293,311
55,5,3,Buffer tanks,Buffer tanks,2,257,257,257,312
56,6,3,Microfilter,Microfilter,1,258,258,258,312
57,11,31,Stabilization tanks,Stabilization tanks,3,191,191,191,313
58,5,15,Buffer tanks,Buffer tanks,2,290,312,312,317
59,5,8,Stabilization tanks,Stabilization tanks,4,230,230,230,319
60,4,15,Harvesting tanks B,Harvesting tanks B,0,219,248,248,321
61,7,3,Buffer tanks,Buffer tanks,3,293,293,293,321
62,0,39,Fermenter_1,Fermenter_1,0,27,211,211,323
63,1,39,Filters B,Filters B,0,308,308,308,323
64,5,22,Stabilization tanks,Stabilization tanks,5,232,232,232,325
65,9,3,Harvesting tanks B,Harvesting tanks B,4,272,272,272,326
66,8,3,Filters A,Filters A,1,293,293,293,326
67,10,3,Buffer tanks,Buffer tanks,0,293,293,293,335
