,Activity,Product,Resource,Check_resource_type,Machine_id,Request moment,Retrieve moment,Start,Finish
0,0,9,Fermenter_1,Fermenter_1,0,0,0,0,112
1,2,9,Harvesting tanks B,Harvesting tanks B,0,87,87,87,112
2,1,9,Filters B,Filters B,0,97,97,97,112
3,0,5,Fermenter_2,Fermenter_2,0,3,3,3,115
4,3,9,Buffer tanks,Buffer tanks,0,97,97,97,116
5,4,9,Microfilter,Microfilter,0,97,97,97,116
6,5,9,Buffer tanks,Buffer tanks,1,102,102,102,120
7,6,9,Microfilter,Microfilter,1,102,102,102,120
8,1,38,Harvesting tanks B,Harvesting tanks B,3,63,63,63,121
9,2,38,Harvesting tanks A,Harvesting tanks A,0,63,63,63,124
10,7,9,Buffer tanks,Buffer tanks,2,107,107,107,124
11,8,9,Microfilter,Microfilter,2,107,107,107,124
12,1,2,Harvesting tanks A,Harvesting tanks A,1,90,90,90,131
13,0,38,Fermenter_3,Fermenter_3,0,9,9,9,134
14,2,5,Harvesting tanks B,Harvesting tanks B,1,88,88,88,138
15,1,5,Filters A,Filters A,0,97,97,97,138
16,4,38,Harvesting tanks B,Harvesting tanks B,4,116,116,116,155
17,3,38,Filters A,Filters A,1,137,137,137,155
18,3,5,Buffer tanks,Buffer tanks,3,97,97,97,162
19,4,5,Microfilter,Microfilter,3,97,97,97,162
20,2,15,Harvesting tanks B,Harvesting tanks B,2,138,138,138,164
21,1,15,Filters B,Filters B,0,153,153,153,164
22,7,38,Buffer tanks,Buffer tanks,2,137,137,137,165
23,0,15,Fermenter_5,Fermenter_5,0,6,6,6,168
24,9,38,Harvesting tanks B,Harvesting tanks B,5,116,116,116,170
25,8,38,Filters A,Filters A,2,137,137,137,170
26,2,2,Harvesting tanks A,Harvesting tanks A,2,90,90,90,171
27,6,38,Microfilter,Microfilter,1,102,120,120,174
28,5,38,Buffer tanks,Buffer tanks,1,101,120,120,175
29,1,25,Harvesting tanks A,Harvesting tanks A,3,144,144,144,176
30,14,38,Microfilter,Microfilter,2,138,138,138,187
31,0,2,Fermenter_4,Fermenter_4,0,15,15,15,195
32,3,15,Buffer tanks,Buffer tanks,0,153,153,153,195
33,4,15,Microfilter,Microfilter,0,153,153,153,195
34,1,14,Harvesting tanks A,Harvesting tanks A,1,175,175,175,195
35,10,38,Buffer tanks,Buffer tanks,3,137,162,162,204
36,13,38,Buffer tanks,Buffer tanks,2,147,165,165,205
37,2,25,Harvesting tanks A,Harvesting tanks A,0,144,144,144,207
38,3,2,Filters A,Filters A,1,184,184,184,207
39,9,9,Stabilization tanks,Stabilization tanks,0,116,116,116,213
40,0,20,Fermenter_2,Fermenter_2,0,24,115,115,217
41,11,38,Filters A,Filters A,0,101,138,138,219
42,5,2,Buffer tanks,Buffer tanks,1,184,184,184,220
43,2,14,Harvesting tanks A,Harvesting tanks A,2,175,175,175,229
44,12,38,Harvesting tanks B,Harvesting tanks B,0,63,112,112,231
45,7,2,Microfilter,Microfilter,3,185,185,185,231
46,6,2,Buffer tanks,Buffer tanks,0,200,200,200,231
47,0,25,Fermenter_1,Fermenter_1,0,12,112,112,237
48,4,2,Harvesting tanks B,Harvesting tanks B,3,90,121,121,238
49,9,2,Harvesting tanks B,Harvesting tanks B,1,170,170,170,240
50,8,2,Filters A,Filters A,2,200,200,200,240
51,10,2,Buffer tanks,Buffer tanks,3,200,204,204,251
52,5,5,Stabilization tanks,Stabilization tanks,1,162,162,162,255
53,3,25,Filters A,Filters A,0,229,229,229,255
54,12,2,Harvesting tanks B,Harvesting tanks B,4,170,170,170,259
55,13,2,Buffer tanks,Buffer tanks,2,209,209,209,263
56,14,2,Microfilter,Microfilter,1,220,220,220,263
57,6,25,Harvesting tanks B,Harvesting tanks B,5,220,220,220,263
58,5,25,Filters A,Filters A,2,244,244,244,263
59,11,2,Filters A,Filters A,1,200,207,207,266
60,7,25,Buffer tanks,Buffer tanks,1,229,229,229,267
61,8,25,Microfilter,Microfilter,2,231,231,231,267
