,Activity,Product,Resource,Check_resource_type,Machine_id,Request moment,Retrieve moment,Start,Finish
0,0,4,Fermenter_2,Fermenter_2,0,12,12,12,114
1,0,6,Fermenter_1,Fermenter_1,0,6,6,6,150
2,0,8,Fermenter_4,Fermenter_4,0,0,0,0,158
3,0,1,Fermenter_3,Fermenter_3,0,3,3,3,168
4,1,8,Buffer tanks,Buffer tanks,0,151,151,151,179
5,2,8,Microfilter,Microfilter,0,151,151,151,179
6,4,8,Harvesting tanks B,Harvesting tanks B,0,136,136,136,181
7,3,8,Filters A,Filters A,0,151,151,151,181
8,2,6,Harvesting tanks B,Harvesting tanks B,2,122,122,122,183
9,1,6,Filters A,Filters A,1,153,153,153,183
10,5,8,Buffer tanks,Buffer tanks,1,166,166,166,194
11,6,8,Microfilter,Microfilter,1,166,166,166,194
12,0,7,Fermenter_2,Fermenter_2,0,21,114,114,196
13,3,6,Buffer tanks,Buffer tanks,3,153,153,153,198
14,4,6,Microfilter,Microfilter,3,155,155,155,198
15,4,4,Harvesting tanks B,Harvesting tanks B,3,83,83,83,204
16,3,4,Filters A,Filters A,2,140,140,140,204
17,2,7,Harvesting tanks B,Harvesting tanks B,5,173,173,173,205
18,1,7,Filters A,Filters A,0,189,189,189,205
19,2,16,Harvesting tanks B,Harvesting tanks B,4,180,180,180,206
20,0,16,Fermenter_5,Fermenter_5,0,48,48,48,210
21,5,6,Buffer tanks,Buffer tanks,0,169,179,179,222
22,6,6,Microfilter,Microfilter,0,169,179,179,222
23,0,3,Fermenter_1,Fermenter_1,0,9,150,150,226
24,2,4,Microfilter,Microfilter,1,143,194,194,249
25,2,1,Harvesting tanks B,Harvesting tanks B,1,138,138,138,251
26,1,1,Filters B,Filters B,0,153,153,153,251
27,1,4,Buffer tanks,Buffer tanks,1,140,194,194,252
28,5,4,Buffer tanks,Buffer tanks,3,173,198,198,253
29,6,4,Microfilter,Microfilter,3,173,198,198,253
30,1,16,Filters B,Filters B,0,195,251,251,262
31,0,9,Fermenter_4,Fermenter_4,0,27,158,158,264
32,3,16,Buffer tanks,Buffer tanks,0,195,222,222,264
33,4,16,Microfilter,Microfilter,0,195,222,222,264
34,2,3,Harvesting tanks B,Harvesting tanks B,0,202,202,202,271
35,1,3,Filters A,Filters A,1,242,242,242,271
