,Activity,Product,Resource,Check_resource_type,Machine_id,Request moment,Retrieve moment,Start,Finish
0,1,19,Harvesting tanks A,Harvesting tanks A,0,0,0,0,81
1,0,19,Fermenter_3,Fermenter_3,0,0,0,0,98
2,1,3,Harvesting tanks A,Harvesting tanks A,1,81,81,81,111
3,0,7,Fermenter_5,Fermenter_5,0,21,21,21,117
4,3,19,Harvesting tanks B,Harvesting tanks B,0,81,81,81,118
5,2,19,Filters A,Filters A,0,90,90,90,118
6,0,6,Fermenter_2,Fermenter_2,0,18,18,18,120
7,0,5,Fermenter_1,Fermenter_1,0,15,15,15,127
8,5,19,Harvesting tanks B,Harvesting tanks B,1,81,81,81,127
9,4,19,Filters A,Filters A,1,90,90,90,127
10,6,19,Buffer tanks,Buffer tanks,0,90,90,90,138
11,2,7,Harvesting tanks B,Harvesting tanks B,0,102,118,118,139
12,7,19,Buffer tanks,Buffer tanks,1,90,90,90,144
13,9,19,Microfilter,Microfilter,0,90,90,90,144
14,10,19,Microfilter,Microfilter,1,90,90,90,144
15,8,19,Buffer tanks,Buffer tanks,2,124,124,124,144
16,2,3,Harvesting tanks A,Harvesting tanks A,2,81,81,81,151
17,2,5,Harvesting tanks B,Harvesting tanks B,4,109,109,109,151
18,1,5,Filters A,Filters A,1,128,128,128,151
19,1,8,Harvesting tanks A,Harvesting tanks A,3,140,140,140,164
20,0,3,Fermenter_4,Fermenter_4,0,9,9,9,176
21,4,6,Harvesting tanks B,Harvesting tanks B,5,89,89,89,176
22,1,1,Harvesting tanks A,Harvesting tanks A,1,150,150,150,178
23,4,3,Harvesting tanks B,Harvesting tanks B,2,81,81,81,184
24,3,3,Filters A,Filters A,2,157,157,157,184
25,3,6,Filters A,Filters A,1,135,151,151,192
26,1,7,Filters A,Filters A,2,111,184,184,196
27,2,8,Harvesting tanks A,Harvesting tanks A,0,140,140,140,198
28,1,11,Harvesting tanks A,Harvesting tanks A,3,154,164,164,204
29,0,40,Fermenter_5,Fermenter_5,0,120,120,120,216
30,5,3,Buffer tanks,Buffer tanks,3,157,157,157,219
31,6,3,Microfilter,Microfilter,2,158,158,158,219
32,2,40,Harvesting tanks B,Harvesting tanks B,5,201,201,201,222
33,2,1,Harvesting tanks A,Harvesting tanks A,2,150,151,151,223
34,5,7,Stabilization tanks,Stabilization tanks,4,140,140,140,229
35,7,3,Buffer tanks,Buffer tanks,0,167,167,167,229
36,8,3,Microfilter,Microfilter,3,168,168,168,229
37,11,19,Stabilization tanks,Stabilization tanks,0,138,138,138,233
38,10,3,Microfilter,Microfilter,0,173,173,173,233
39,9,3,Buffer tanks,Buffer tanks,1,183,183,183,233
40,0,1,Fermenter_2,Fermenter_2,0,24,120,120,242
41,4,5,Microfilter,Microfilter,2,129,219,219,244
42,3,5,Buffer tanks,Buffer tanks,3,128,219,219,245
43,2,11,Harvesting tanks A,Harvesting tanks A,1,154,178,178,246
44,0,8,Fermenter_3,Fermenter_3,0,3,98,98,248
45,0,11,Fermenter_1,Fermenter_1,0,33,127,127,250
46,12,3,Harvesting tanks B,Harvesting tanks B,3,146,146,146,251
47,11,3,Filters A,Filters A,0,167,167,167,251
48,5,5,Buffer tanks,Buffer tanks,0,140,229,229,253
49,6,5,Microfilter,Microfilter,3,140,229,229,253
50,7,5,Stabilization tanks,Stabilization tanks,2,154,154,154,257
51,2,6,Microfilter,Microfilter,0,137,233,233,262
52,1,40,Filters A,Filters A,0,210,251,251,263
53,1,6,Buffer tanks,Buffer tanks,1,135,233,233,264
54,4,1,Harvesting tanks B,Harvesting tanks B,0,216,216,216,272
55,6,6,Microfilter,Microfilter,2,150,244,244,272
56,3,1,Filters A,Filters A,1,249,249,249,272
57,5,6,Buffer tanks,Buffer tanks,3,150,245,245,273
58,6,11,Harvesting tanks B,Harvesting tanks B,5,235,235,235,275
59,13,3,Buffer tanks,Buffer tanks,2,173,173,173,277
60,14,3,Microfilter,Microfilter,1,218,218,218,277
61,5,1,Filters A,Filters A,2,244,244,244,278
62,6,1,Harvesting tanks B,Harvesting tanks B,4,150,151,151,279
63,7,6,Buffer tanks,Buffer tanks,0,163,253,253,279
64,8,6,Microfilter,Microfilter,3,163,253,253,279
