,Activity,Product,Resource,Check_resource_type,Machine_id,Request moment,Retrieve moment,Start,Finish
0,1,39,Harvesting tanks A,Harvesting tanks A,0,0,0,0,66
1,1,58,Harvesting tanks A,Harvesting tanks A,1,55,55,55,72
2,0,39,Fermenter_1,Fermenter_1,0,0,0,0,91
3,0,7,Fermenter_2,Fermenter_2,0,9,9,9,91
4,2,7,Harvesting tanks B,Harvesting tanks B,4,68,68,68,100
5,0,104,Fermenter_5,Fermenter_5,0,6,6,6,102
6,2,104,Harvesting tanks B,Harvesting tanks B,3,87,87,87,108
7,2,58,Harvesting tanks A,Harvesting tanks A,2,55,55,55,116
8,3,39,Harvesting tanks B,Harvesting tanks B,0,66,66,66,125
9,2,39,Filters A,Filters A,0,95,95,95,125
10,1,2,Harvesting tanks A,Harvesting tanks A,3,102,102,102,126
11,4,58,Harvesting tanks B,Harvesting tanks B,1,55,55,55,128
12,3,58,Filters A,Filters A,1,89,89,89,128
13,0,58,Fermenter_4,Fermenter_4,0,3,3,3,131
14,5,58,Buffer tanks,Buffer tanks,1,126,126,126,131
15,6,58,Microfilter,Microfilter,1,102,102,102,136
16,1,104,Filters A,Filters A,0,96,125,125,137
17,1,7,Filters A,Filters A,1,84,128,128,144
18,8,58,Harvesting tanks B,Harvesting tanks B,2,55,55,55,148
19,7,58,Filters A,Filters A,2,124,124,124,148
20,10,58,Microfilter,Microfilter,2,89,89,89,149
21,9,58,Buffer tanks,Buffer tanks,2,102,102,102,149
22,4,39,Buffer tanks,Buffer tanks,0,95,95,95,150
23,5,39,Microfilter,Microfilter,0,97,97,97,150
24,11,58,Buffer tanks,Buffer tanks,3,89,89,89,159
25,12,58,Microfilter,Microfilter,3,126,126,126,159
26,3,104,Buffer tanks,Buffer tanks,1,96,131,131,160
27,4,104,Microfilter,Microfilter,1,96,136,136,165
28,0,2,Fermenter_3,Fermenter_3,0,12,12,12,171
29,5,2,Harvesting tanks B,Harvesting tanks B,5,102,102,102,172
30,4,2,Filters A,Filters A,0,126,137,137,183
31,3,7,Buffer tanks,Buffer tanks,2,84,149,149,191
32,4,7,Microfilter,Microfilter,2,84,149,149,191
33,0,14,Fermenter_2,Fermenter_2,0,18,91,91,193
34,2,2,Buffer tanks,Buffer tanks,0,126,150,150,194
35,3,2,Microfilter,Microfilter,0,126,150,150,194
