,Activity,Product,Resource,Check_resource_type,Machine_id,Request moment,Retrieve moment,Start,Finish
0,1,2,Harvesting tanks A,Harvesting tanks A,1,58,58,58,75
1,1,24,Harvesting tanks A,Harvesting tanks A,0,44,44,44,98
2,0,0,Fermenter_1,Fermenter_1,0,0,0,0,112
3,2,0,Harvesting tanks B,Harvesting tanks B,0,87,87,87,112
4,1,0,Filters B,Filters B,0,97,97,97,112
5,3,0,Buffer tanks,Buffer tanks,0,97,97,97,116
6,4,0,Microfilter,Microfilter,0,97,97,97,116
7,2,24,Buffer tanks,Buffer tanks,3,116,116,116,117
8,2,2,Harvesting tanks A,Harvesting tanks A,2,58,58,58,119
9,5,0,Buffer tanks,Buffer tanks,1,102,102,102,120
10,6,0,Microfilter,Microfilter,1,102,102,102,120
11,7,0,Buffer tanks,Buffer tanks,2,107,107,107,124
12,8,0,Microfilter,Microfilter,2,107,107,107,124
13,0,24,Fermenter_2,Fermenter_2,0,3,3,3,128
14,4,2,Harvesting tanks B,Harvesting tanks B,2,58,58,58,131
15,3,2,Filters A,Filters A,0,92,92,92,131
16,0,2,Fermenter_4,Fermenter_4,0,6,6,6,134
17,5,2,Buffer tanks,Buffer tanks,2,129,129,129,134
18,4,24,Microfilter,Microfilter,3,116,116,116,144
19,3,24,Buffer tanks,Buffer tanks,0,117,117,117,144
20,6,24,Harvesting tanks B,Harvesting tanks B,1,44,44,44,150
21,0,15,Fermenter_3,Fermenter_3,0,45,45,45,151
22,8,2,Harvesting tanks B,Harvesting tanks B,3,58,58,58,151
23,7,2,Filters A,Filters A,1,127,127,127,151
24,6,2,Microfilter,Microfilter,2,105,124,124,158
25,5,24,Filters B,Filters B,0,98,112,112,164
26,8,24,Microfilter,Microfilter,0,98,116,116,178
27,7,24,Buffer tanks,Buffer tanks,3,98,117,117,179
28,9,2,Buffer tanks,Buffer tanks,2,105,134,134,181
29,9,24,Buffer tanks,Buffer tanks,1,107,120,120,182
30,10,24,Microfilter,Microfilter,1,107,120,120,182
31,2,15,Harvesting tanks B,Harvesting tanks B,4,131,131,131,190
32,1,15,Filters A,Filters A,2,162,162,162,190
33,12,2,Microfilter,Microfilter,2,129,158,158,191
34,0,38,Fermenter_2,Fermenter_2,0,9,128,128,194
35,6,15,Harvesting tanks B,Harvesting tanks B,5,131,131,131,199
36,5,15,Filters A,Filters A,0,162,162,162,199
37,10,2,Microfilter,Microfilter,3,92,144,144,204
38,9,0,Stabilization tanks,Stabilization tanks,0,116,116,116,213
39,2,38,Harvesting tanks B,Harvesting tanks B,1,182,182,182,213
40,1,38,Filters A,Filters A,1,192,192,192,213
41,11,2,Buffer tanks,Buffer tanks,0,92,144,144,214
42,7,15,Microfilter,Microfilter,0,163,178,178,214
43,3,15,Buffer tanks,Buffer tanks,3,162,179,179,216
44,9,15,Buffer tanks,Buffer tanks,1,174,182,182,216
