,Activity,Product,Resource,Check_resource_type,Machine_id,Request moment,Retrieve moment,Start,Finish
0,1,3,Harvesting tanks A,Harvesting tanks A,0,62,62,62,87
1,0,1,Fermenter_3,Fermenter_3,0,3,3,3,109
2,0,24,Fermenter_2,Fermenter_2,0,18,18,18,120
3,2,1,Harvesting tanks B,Harvesting tanks B,2,89,89,89,148
4,1,1,Filters A,Filters A,2,120,120,120,148
5,2,3,Harvesting tanks A,Harvesting tanks A,1,62,62,62,157
6,6,1,Harvesting tanks B,Harvesting tanks B,3,89,89,89,157
7,3,1,Buffer tanks,Buffer tanks,3,120,120,120,157
8,7,1,Microfilter,Microfilter,2,121,121,121,157
9,8,1,Microfilter,Microfilter,3,121,121,121,157
10,0,36,Fermenter_5,Fermenter_5,0,69,69,69,165
11,0,3,Fermenter_1,Fermenter_1,0,0,0,0,169
12,0,12,Fermenter_4,Fermenter_4,0,12,12,12,170
13,1,2,Harvesting tanks A,Harvesting tanks A,2,150,150,150,170
14,2,36,Harvesting tanks B,Harvesting tanks B,2,150,150,150,171
15,4,3,Harvesting tanks B,Harvesting tanks B,0,62,62,62,172
16,3,3,Filters A,Filters A,0,157,157,157,172
17,6,3,Harvesting tanks B,Harvesting tanks B,1,147,147,147,174
18,5,3,Filters A,Filters A,1,163,163,163,174
19,4,24,Harvesting tanks B,Harvesting tanks B,5,89,89,89,176
20,7,3,Buffer tanks,Buffer tanks,0,157,157,157,182
21,8,3,Microfilter,Microfilter,0,157,157,157,182
22,5,1,Filters A,Filters A,2,120,148,148,185
23,9,3,Buffer tanks,Buffer tanks,1,163,163,163,185
24,11,3,Microfilter,Microfilter,1,163,163,163,188
25,10,3,Buffer tanks,Buffer tanks,2,170,170,170,188
26,10,1,Microfilter,Microfilter,2,132,157,157,191
27,4,12,Harvesting tanks B,Harvesting tanks B,4,148,148,148,193
28,12,1,Microfilter,Microfilter,3,132,157,157,193
29,4,1,Buffer tanks,Buffer tanks,3,120,157,157,194
30,1,36,Filters A,Filters A,2,159,185,185,197
31,3,12,Filters A,Filters A,0,163,172,172,202
32,2,2,Harvesting tanks A,Harvesting tanks A,3,150,150,150,204
33,2,12,Microfilter,Microfilter,0,163,182,182,210
34,3,24,Filters A,Filters A,1,135,174,174,215
35,9,1,Buffer tanks,Buffer tanks,0,132,182,182,216
36,1,12,Buffer tanks,Buffer tanks,2,163,188,188,216
37,6,12,Microfilter,Microfilter,1,178,188,188,216
38,2,24,Microfilter,Microfilter,2,137,191,191,220
39,11,1,Buffer tanks,Buffer tanks,1,132,185,185,221
40,6,24,Microfilter,Microfilter,3,150,193,193,221
41,5,12,Buffer tanks,Buffer tanks,3,178,194,194,222
42,0,14,Fermenter_2,Fermenter_2,0,42,120,120,232
43,1,8,Harvesting tanks A,Harvesting tanks A,0,196,196,196,236
44,8,24,Microfilter,Microfilter,0,163,210,210,236
45,0,2,Fermenter_3,Fermenter_3,0,6,109,109,244
46,5,24,Buffer tanks,Buffer tanks,2,150,216,216,244
47,4,36,Microfilter,Microfilter,1,159,216,216,245
48,1,24,Buffer tanks,Buffer tanks,0,135,216,216,247
49,7,24,Buffer tanks,Buffer tanks,1,163,221,221,247
50,3,36,Buffer tanks,Buffer tanks,3,159,222,222,251
51,2,14,Harvesting tanks B,Harvesting tanks B,2,205,205,205,255
52,1,14,Filters A,Filters A,2,214,214,214,255
53,13,1,Stabilization tanks,Stabilization tanks,1,132,132,132,257
54,2,8,Harvesting tanks A,Harvesting tanks A,1,196,196,196,264
55,4,2,Microfilter,Microfilter,2,212,220,220,276
56,12,3,Stabilization tanks,Stabilization tanks,0,182,182,182,277
57,5,36,Stabilization tanks,Stabilization tanks,4,188,188,188,277
58,6,2,Microfilter,Microfilter,3,220,221,221,279
59,7,2,Filters B,Filters B,0,204,204,204,281
60,9,24,Stabilization tanks,Stabilization tanks,3,166,166,166,282
61,8,2,Harvesting tanks B,Harvesting tanks B,3,150,157,157,288
62,0,8,Fermenter_1,Fermenter_1,0,24,169,169,292
63,3,2,Buffer tanks,Buffer tanks,2,220,244,244,292
64,10,2,Microfilter,Microfilter,0,228,236,236,294
65,7,12,Stabilization tanks,Stabilization tanks,2,191,191,191,299
66,1,19,Harvesting tanks A,Harvesting tanks A,2,259,259,259,299
67,9,2,Buffer tanks,Buffer tanks,1,228,247,247,305
68,1,4,Harvesting tanks A,Harvesting tanks A,0,285,285,285,305
69,4,8,Harvesting tanks B,Harvesting tanks B,0,196,196,196,309
70,3,8,Filters A,Filters A,0,286,286,286,309
71,6,8,Harvesting tanks B,Harvesting tanks B,1,277,277,277,317
72,5,8,Filters A,Filters A,1,299,299,299,317
73,5,2,Buffer tanks,Buffer tanks,0,204,247,247,321
74,8,8,Microfilter,Microfilter,3,288,288,288,322
75,2,19,Harvesting tanks A,Harvesting tanks A,3,259,259,259,327
76,0,5,Fermenter_4,Fermenter_4,0,15,170,170,332
77,11,8,Microfilter,Microfilter,0,300,300,300,333
78,11,2,Buffer tanks,Buffer tanks,3,212,251,251,338
79,2,4,Harvesting tanks A,Harvesting tanks A,1,285,285,285,339
80,12,2,Microfilter,Microfilter,1,204,245,245,340
81,4,14,Microfilter,Microfilter,2,214,276,276,341
82,7,8,Buffer tanks,Buffer tanks,1,286,305,305,341
83,9,8,Buffer tanks,Buffer tanks,0,300,321,321,346
84,0,19,Fermenter_2,Fermenter_2,0,57,232,232,354
85,3,14,Buffer tanks,Buffer tanks,2,214,292,292,357
86,13,8,Microfilter,Microfilter,3,301,322,322,357
87,10,8,Buffer tanks,Buffer tanks,3,314,338,338,357
88,1,5,Harvesting tanks B,Harvesting tanks B,5,309,309,309,359
89,4,19,Harvesting tanks B,Harvesting tanks B,2,259,259,259,372
90,5,14,Stabilization tanks,Stabilization tanks,8,279,279,279,372
91,3,19,Filters A,Filters A,2,349,349,349,372
92,6,19,Harvesting tanks B,Harvesting tanks B,3,328,328,328,378
93,12,8,Buffer tanks,Buffer tanks,1,299,341,341,378
94,5,19,Filters A,Filters A,0,361,361,361,378
95,13,2,Stabilization tanks,Stabilization tanks,5,228,228,228,379
96,0,4,Fermenter_3,Fermenter_3,0,9,244,244,379
97,14,2,Stabilization tanks,Stabilization tanks,6,263,263,263,379
98,8,19,Microfilter,Microfilter,2,351,351,351,385
99,3,5,Microfilter,Microfilter,0,324,333,333,391
100,15,2,Stabilization tanks,Stabilization tanks,7,299,299,299,392
101,5,5,Harvesting tanks B,Harvesting tanks B,4,309,309,309,393
102,4,5,Filters B,Filters B,0,324,324,324,393
103,7,19,Buffer tanks,Buffer tanks,3,349,357,357,393
104,11,19,Microfilter,Microfilter,3,363,363,363,396
105,9,19,Buffer tanks,Buffer tanks,1,363,378,378,403
106,2,5,Buffer tanks,Buffer tanks,0,324,346,346,404
107,10,19,Buffer tanks,Buffer tanks,3,375,393,393,414
108,6,5,Buffer tanks,Buffer tanks,2,359,359,359,416
109,7,5,Microfilter,Microfilter,1,359,359,359,416
110,13,19,Microfilter,Microfilter,2,363,385,385,419
111,14,8,Stabilization tanks,Stabilization tanks,9,322,322,322,425
112,1,17,Harvesting tanks B,Harvesting tanks B,5,377,377,377,433
113,0,9,Fermenter_1,Fermenter_1,0,27,292,292,436
114,2,17,Harvesting tanks A,Harvesting tanks A,2,377,377,377,438
115,12,19,Buffer tanks,Buffer tanks,1,361,403,403,439
116,8,4,Harvesting tanks B,Harvesting tanks B,0,285,309,309,440
117,4,4,Microfilter,Microfilter,0,347,391,391,447
118,0,17,Fermenter_4,Fermenter_4,0,51,332,332,449
119,1,18,Harvesting tanks A,Harvesting tanks A,0,395,395,395,449
120,3,4,Buffer tanks,Buffer tanks,0,355,404,404,452
121,6,4,Microfilter,Microfilter,3,355,396,396,454
122,1,0,Harvesting tanks A,Harvesting tanks A,3,379,379,379,460
123,4,17,Harvesting tanks B,Harvesting tanks B,2,377,377,377,465
124,3,17,Filters A,Filters A,2,413,413,413,465
125,2,9,Harvesting tanks B,Harvesting tanks B,1,408,408,408,469
126,1,9,Filters A,Filters A,1,439,439,439,469
127,7,4,Filters B,Filters B,0,339,393,393,470
128,9,4,Buffer tanks,Buffer tanks,2,363,416,416,474
129,10,4,Microfilter,Microfilter,1,363,416,416,474
130,0,0,Fermenter_3,Fermenter_3,0,21,379,379,477
131,0,18,Fermenter_2,Fermenter_2,0,60,354,354,479
132,14,19,Stabilization tanks,Stabilization tanks,1,385,385,385,486
133,5,4,Buffer tanks,Buffer tanks,3,339,414,414,488
134,9,17,Harvesting tanks B,Harvesting tanks B,3,431,431,431,488
135,8,17,Filters A,Filters A,0,449,449,449,488
136,4,9,Microfilter,Microfilter,0,441,447,447,490
137,3,9,Buffer tanks,Buffer tanks,0,439,452,452,497
138,3,0,Harvesting tanks B,Harvesting tanks B,5,460,460,460,497
139,2,0,Filters A,Filters A,2,469,469,469,497
140,6,9,Microfilter,Microfilter,3,455,455,455,498
141,6,18,Harvesting tanks B,Harvesting tanks B,4,395,395,395,501
142,1,10,Harvesting tanks A,Harvesting tanks A,1,463,463,463,503
143,5,0,Harvesting tanks B,Harvesting tanks B,0,460,460,460,506
144,4,0,Filters A,Filters A,1,469,469,469,506
145,7,17,Microfilter,Microfilter,1,448,474,474,508
146,8,5,Stabilization tanks,Stabilization tanks,10,382,382,382,509
147,13,4,Stabilization tanks,Stabilization tanks,0,363,363,363,514
148,14,4,Stabilization tanks,Stabilization tanks,4,398,398,398,514
149,12,4,Microfilter,Microfilter,2,339,419,419,514
150,5,9,Buffer tanks,Buffer tanks,2,455,474,474,517
151,5,18,Filters B,Filters B,0,449,470,470,522
152,11,4,Buffer tanks,Buffer tanks,1,347,439,439,526
153,4,18,Microfilter,Microfilter,3,467,498,498,526
154,15,4,Stabilization tanks,Stabilization tanks,3,434,434,434,527
155,2,18,Buffer tanks,Buffer tanks,1,467,526,526,527
156,6,17,Buffer tanks,Buffer tanks,0,449,497,497,530
