,Activity,Product,Resource,Check_resource_type,Machine_id,Request moment,Retrieve moment,Start,Finish
0,1,2,Harvesting tanks A,Harvesting tanks A,0,52,52,52,69
1,2,2,Harvesting tanks A,Harvesting tanks A,1,52,52,52,113
2,0,233,Fermenter_3,Fermenter_3,0,15,15,15,121
3,4,2,Harvesting tanks B,Harvesting tanks B,0,52,52,52,125
4,3,2,Filters A,Filters A,0,86,86,86,125
5,1,9,Harvesting tanks A,Harvesting tanks A,2,98,98,98,127
6,0,2,Fermenter_4,Fermenter_4,0,0,0,0,128
7,5,2,Buffer tanks,Buffer tanks,0,123,123,123,128
8,6,2,Microfilter,Microfilter,0,99,99,99,133
9,8,2,Harvesting tanks B,Harvesting tanks B,1,52,52,52,145
10,7,2,Filters A,Filters A,1,121,121,121,145
11,10,2,Microfilter,Microfilter,1,86,86,86,146
12,9,2,Buffer tanks,Buffer tanks,1,99,99,99,146
13,11,2,Buffer tanks,Buffer tanks,2,86,86,86,156
14,12,2,Microfilter,Microfilter,2,123,123,123,156
15,2,9,Harvesting tanks A,Harvesting tanks A,3,98,98,98,170
16,1,233,Filters A,Filters A,1,132,145,145,173
17,0,7,Fermenter_1,Fermenter_1,0,12,12,12,174
18,3,9,Harvesting tanks B,Harvesting tanks B,2,98,98,98,176
19,2,233,Harvesting tanks B,Harvesting tanks B,0,101,125,125,184
20,7,233,Microfilter,Microfilter,2,133,156,156,192
21,2,7,Harvesting tanks B,Harvesting tanks B,5,151,151,151,196
22,1,7,Filters B,Filters B,0,166,166,166,196
23,0,9,Fermenter_2,Fermenter_2,0,3,3,3,202
24,2,118,Harvesting tanks B,Harvesting tanks B,2,174,176,176,202
25,0,118,Fermenter_5,Fermenter_5,0,42,42,42,204
26,1,118,Filters B,Filters B,0,189,196,196,207
27,5,233,Filters A,Filters A,1,132,173,173,210
28,5,9,Harvesting tanks B,Harvesting tanks B,3,98,98,98,213
29,6,233,Harvesting tanks B,Harvesting tanks B,1,101,145,145,213
30,4,9,Filters A,Filters A,2,159,159,159,213
31,3,7,Buffer tanks,Buffer tanks,2,166,166,166,219
32,4,7,Microfilter,Microfilter,1,166,166,166,219
33,0,145,Fermenter_3,Fermenter_3,0,27,121,121,227
34,8,233,Microfilter,Microfilter,2,133,192,192,228
35,1,14,Harvesting tanks A,Harvesting tanks A,0,200,200,200,230
36,6,9,Buffer tanks,Buffer tanks,3,195,195,195,231
37,8,9,Harvesting tanks B,Harvesting tanks B,4,137,137,137,242
38,7,9,Filters A,Filters A,0,207,207,207,242
39,13,2,Stabilization tanks,Stabilization tanks,0,107,107,107,245
40,9,9,Buffer tanks,Buffer tanks,0,159,159,159,246
41,10,9,Microfilter,Microfilter,3,205,205,205,246
42,0,19,Fermenter_1,Fermenter_1,0,24,174,174,250
43,10,233,Microfilter,Microfilter,1,144,219,219,253
44,3,233,Buffer tanks,Buffer tanks,2,132,219,219,256
45,12,233,Microfilter,Microfilter,2,144,228,228,264
46,2,145,Harvesting tanks B,Harvesting tanks B,0,207,207,207,266
47,1,145,Filters A,Filters A,1,238,238,238,266
48,4,233,Buffer tanks,Buffer tanks,3,132,231,231,268
49,13,233,Stabilization tanks,Stabilization tanks,3,144,144,144,269
50,2,14,Harvesting tanks A,Harvesting tanks A,1,200,200,200,270
51,12,9,Microfilter,Microfilter,0,161,161,161,273
52,11,9,Buffer tanks,Buffer tanks,1,192,192,192,273
53,6,145,Harvesting tanks B,Harvesting tanks B,5,207,207,207,275
54,5,145,Filters A,Filters A,2,238,238,238,275
55,9,233,Buffer tanks,Buffer tanks,0,144,246,246,280
56,4,118,Microfilter,Microfilter,3,189,246,246,288
57,7,145,Microfilter,Microfilter,1,239,253,253,289
58,11,233,Buffer tanks,Buffer tanks,2,144,256,256,292
59,0,14,Fermenter_4,Fermenter_4,0,9,128,128,295
60,2,19,Harvesting tanks B,Harvesting tanks B,1,226,226,226,295
61,8,145,Microfilter,Microfilter,2,239,264,264,300
62,3,14,Filters A,Filters A,0,276,276,276,303
63,1,19,Filters A,Filters A,2,266,275,275,304
64,4,14,Harvesting tanks B,Harvesting tanks B,2,200,202,202,305
65,10,145,Microfilter,Microfilter,0,250,273,273,307
66,3,118,Buffer tanks,Buffer tanks,3,189,268,268,310
67,3,145,Buffer tanks,Buffer tanks,1,238,273,273,310
68,5,7,Stabilization tanks,Stabilization tanks,2,219,219,219,312
69,4,145,Buffer tanks,Buffer tanks,0,238,280,280,317
70,5,118,Stabilization tanks,Stabilization tanks,4,231,231,231,320
71,12,145,Microfilter,Microfilter,3,250,288,288,324
72,9,145,Buffer tanks,Buffer tanks,2,250,292,292,326
73,0,32,Fermenter_3,Fermenter_3,0,39,227,227,329
74,11,145,Buffer tanks,Buffer tanks,3,250,310,310,346
75,6,14,Microfilter,Microfilter,1,277,289,289,350
76,8,14,Microfilter,Microfilter,2,287,300,300,361
77,13,9,Stabilization tanks,Stabilization tanks,1,205,205,205,362
78,0,0,Fermenter_1,Fermenter_1,0,30,250,250,362
79,2,153,Harvesting tanks B,Harvesting tanks B,0,336,336,336,362
80,2,0,Harvesting tanks B,Harvesting tanks B,2,337,337,337,362
81,1,153,Filters B,Filters B,0,351,351,351,362
82,0,153,Fermenter_5,Fermenter_5,0,54,204,204,366
83,10,14,Microfilter,Microfilter,0,292,307,307,367
84,12,14,Harvesting tanks B,Harvesting tanks B,3,265,265,265,370
85,11,14,Filters A,Filters A,1,286,286,286,370
86,5,14,Buffer tanks,Buffer tanks,1,276,310,310,372
87,0,12,Fermenter_2,Fermenter_2,0,6,202,202,373
88,13,145,Stabilization tanks,Stabilization tanks,5,250,250,250,375
89,9,14,Buffer tanks,Buffer tanks,2,302,326,326,376
90,4,32,Harvesting tanks B,Harvesting tanks B,5,298,298,298,377
91,3,32,Filters A,Filters A,2,344,344,344,377
92,1,0,Filters B,Filters B,0,347,362,362,377
93,7,14,Buffer tanks,Buffer tanks,0,286,317,317,379
94,9,32,Harvesting tanks B,Harvesting tanks B,1,298,298,298,385
95,14,14,Microfilter,Microfilter,3,337,337,337,396
96,4,19,Microfilter,Microfilter,1,269,350,350,400
97,2,12,Harvesting tanks B,Harvesting tanks B,4,349,349,349,410
98,1,12,Filters A,Filters A,0,374,374,374,410
99,8,32,Filters A,Filters A,1,344,370,370,411
100,5,19,Stabilization tanks,Stabilization tanks,7,319,319,319,412
101,4,12,Microfilter,Microfilter,2,374,374,374,418
102,3,12,Buffer tanks,Buffer tanks,2,374,376,376,420
103,3,19,Buffer tanks,Buffer tanks,1,266,372,372,425
104,1,1,Harvesting tanks A,Harvesting tanks A,3,394,394,394,426
105,1,17,Harvesting tanks A,Harvesting tanks A,2,367,367,367,427
106,2,32,Microfilter,Microfilter,1,346,400,400,427
107,0,143,Fermenter_3,Fermenter_3,0,48,329,329,435
108,5,12,Buffer tanks,Buffer tanks,0,392,392,392,436
109,6,12,Microfilter,Microfilter,0,392,392,392,436
110,4,153,Microfilter,Microfilter,3,351,396,396,438
111,6,32,Microfilter,Microfilter,2,358,418,418,443
112,13,14,Buffer tanks,Buffer tanks,3,292,346,346,450
113,0,17,Fermenter_4,Fermenter_4,0,33,295,295,453
114,1,32,Buffer tanks,Buffer tanks,1,344,425,425,454
115,10,32,Microfilter,Microfilter,1,358,427,427,454
116,2,1,Harvesting tanks A,Harvesting tanks A,0,394,394,394,457
117,4,0,Microfilter,Microfilter,3,347,438,438,457
118,5,32,Buffer tanks,Buffer tanks,0,358,436,436,461
119,6,0,Microfilter,Microfilter,2,352,443,443,461
120,0,169,Fermenter_5,Fermenter_5,0,60,366,366,462
121,3,153,Buffer tanks,Buffer tanks,2,351,420,420,462
122,9,0,Stabilization tanks,Stabilization tanks,0,366,366,366,463
123,3,17,Harvesting tanks B,Harvesting tanks B,0,367,367,367,466
124,2,17,Filters A,Filters A,2,445,445,445,466
125,8,0,Microfilter,Microfilter,1,357,454,454,471
126,2,143,Harvesting tanks B,Harvesting tanks B,3,415,415,415,474
127,1,143,Filters A,Filters A,1,446,446,446,474
128,7,32,Buffer tanks,Buffer tanks,3,358,450,450,477
129,3,0,Buffer tanks,Buffer tanks,0,347,461,461,480
130,5,0,Buffer tanks,Buffer tanks,2,352,462,462,480
131,5,153,Stabilization tanks,Stabilization tanks,9,393,393,393,482
132,6,143,Harvesting tanks B,Harvesting tanks B,5,415,415,415,483
133,0,1,Fermenter_1,Fermenter_1,0,57,362,362,487
134,2,169,Harvesting tanks B,Harvesting tanks B,0,447,466,466,487
135,15,14,Stabilization tanks,Stabilization tanks,6,329,329,329,489
136,12,32,Microfilter,Microfilter,0,346,436,436,490
137,13,32,Stabilization tanks,Stabilization tanks,10,358,358,358,493
138,7,0,Buffer tanks,Buffer tanks,3,357,477,477,494
139,6,17,Microfilter,Microfilter,3,447,457,457,495
140,8,17,Harvesting tanks B,Harvesting tanks B,2,430,430,430,498
141,7,17,Filters A,Filters A,0,463,463,463,498
142,5,17,Buffer tanks,Buffer tanks,2,463,480,480,502
143,5,143,Filters A,Filters A,2,446,466,466,503
144,4,1,Harvesting tanks B,Harvesting tanks B,1,394,394,394,505
145,3,1,Filters A,Filters A,1,479,479,479,505
146,7,143,Microfilter,Microfilter,1,447,471,471,507
147,11,32,Buffer tanks,Buffer tanks,1,344,454,454,510
148,10,17,Microfilter,Microfilter,2,477,477,477,510
149,4,17,Buffer tanks,Buffer tanks,0,445,480,480,512
150,6,1,Harvesting tanks B,Harvesting tanks B,4,470,470,470,513
151,1,169,Filters A,Filters A,2,456,503,503,515
152,5,1,Filters A,Filters A,0,494,498,498,517
