,Enzyme name,Fermenter,Enzyme,Stab,MF,Equipment_type,Machine,Start use,End use,Claim time,Release time,Duration use,Duration claim
857,EDP-MF,1,25004,0.0,100.0,UF,UF11/12,16904.817596,16921.473594,16902.800305,16921.473594,16.655997999998363,18.673288999998476
858,EDP-MF,1,25004,0.0,100.0,F+L,V21-22-23,16902.800305,16921.473594,16902.800027,16921.473594,18.673288999998476,18.673566999998002
859,EDP-MF,1,25004,0.0,100.0,UF,UF14/15,16908.753348,16925.409346,16907.60061,16925.409346,16.655998000002,17.808735999999044
860,EDP-MF,1,25004,0.0,100.0,F+L,V25-26-27,16907.60061,16925.409346,16907.600332,16925.409346,17.808735999999044,17.80901399999857
861,EDP-MF,1,25004,0.0,100.0,V300,V301,16916.673289,17013.409338,16916.673289,17014.409338,96.73604900000282,97.73604900000282
889,BGF,2,4564,100.0,0.0,Harvest tank V01,V01F,16908.0,16949.04593,16898.6,16949.04593,41.045930000000226,50.44593000000168
890,BGF,2,4564,100.0,0.0,Fermenter,V140,16814.0,16908.0,16814.0,16926.0,94.0,112.0
891,BGF,2,4564,100.0,0.0,FAM,FAM1,16908.0,16949.04593,16908.0,16949.04593,41.045930000000226,41.045930000000226
892,BGF,2,4564,100.0,0.0,UF,UF8/9,16913.112369,16973.278533,16908.0,16973.278533,60.16616400000203,65.2785330000006
893,BGF,2,4564,100.0,0.0,F+L,V18-19-20,16908.0,16973.278533,16908.0,16973.278533,65.2785330000006,65.2785330000006
894,BGF,2,4564,100.0,0.0,V300,V301,16973.278533,17065.278524,16973.278533,17066.278524,91.99999100000059,92.99999100000059
895,BXN,2,20322,0.0,0.0,Fermenter,V140,16814.0,16867.0,16814.0,16875.0,53.0,61.0
896,BXN,2,20322,0.0,0.0,Harvest tank V01,V01F,16867.0,16913.302534,16861.7,16913.302534,46.30253399999856,51.60253399999783
897,BXN,2,20322,0.0,0.0,FAM,FAM1,16897.999998,16913.302534,16895.799998,16913.302534,15.302535999999236,17.502535999999964
898,BXN,2,20322,0.0,0.0,UF,UF8/9,16899.179163,16917.678589,16897.999998,16917.678589,18.499425999998493,19.67859099999987
899,BXN,2,20322,0.0,0.0,F+L,V18-19-20,16897.999998,16917.678589,16895.799998,16917.678589,19.67859099999987,21.878591000000597
900,BXN,2,20322,0.0,0.0,UF,UF11/12,16906.83057,16925.329996,16905.651405,16925.329996,18.49942600000213,19.67859099999987
901,BXN,2,20322,0.0,0.0,F+L,V21-22-23,16905.651405,16925.329996,16905.651127,16925.329996,19.67859099999987,19.678868999999395
902,BXN,2,20322,0.0,0.0,V300,V301,16917.678589,17013.329987,16917.678589,17014.329987,95.65139800000179,96.65139800000179
903,MAM,2,10998,0.0,0.0,Harvest tank E,E2,16864.0,16872.1,16844.0,16872.1,8.099999999998545,28.099999999998545
904,MAM,2,10998,0.0,0.0,Harvest tank E,E1,16844.0,16916.0,16844.0,16916.0,72.0,72.0
905,MAM,2,10998,0.0,0.0,Fermenter,V140,16814.0,16921.0,16814.0,16936.0,107.0,122.0
906,MAM,2,10998,0.0,0.0,Harvest tank V01,V01F,16916.0,16972.412579,16844.0,16972.412579,56.41257899999982,128.41257899999982
907,MAM,2,10998,0.0,0.0,Harvest tank V01,V01B,16921.0,16966.326756,16910.3,16966.326756,45.32675599999857,56.026755999999295
908,MAM,2,10998,0.0,0.0,FAM,FAM1,16939.999998,16972.412579,16937.599998,16972.412579,32.4125810000005,34.81258099999832
909,MAM,2,10998,0.0,0.0,FAM,FAM2,16944.999999,16966.326756,16942.599999,16966.326756,21.326756999998906,23.72675700000036
910,MAM,2,10998,0.0,0.0,UF,UF8/9,16944.423098,16986.389151,16939.999998,16986.389151,41.9660530000001,46.38915300000008
911,MAM,2,10998,0.0,0.0,F+L,V18-19-20,16939.999998,16986.389151,16937.599998,16986.389151,46.38915300000008,48.789152999997896
912,MAM,2,10998,0.0,0.0,F+L,V25-26-27,16957.061441,16991.063467,16957.061163,16991.063467,34.002025999998295,34.00230400000146
913,MAM,2,10998,0.0,0.0,UF,UF11/12,16949.4231,16991.389154,16944.999999,16991.389154,41.96605400000044,46.389155000000756
914,MAM,2,10998,0.0,0.0,F+L,V21-22-23,16944.999999,16991.389154,16942.599999,16991.389154,46.389155000000756,48.78915500000221
915,MAM,2,10998,0.0,0.0,UF,UF14/15,16959.588927,17001.554981,16957.061441,17001.554981,41.96605400000044,44.493539999999484
916,MAM,2,10998,0.0,0.0,F+L,V28-29-30,16962.061443,17001.554981,16962.061166,17001.554981,39.493538000002445,39.49381500000163
917,MAM,2,10998,0.0,0.0,V300,V301,16986.389151,17089.554976,16986.389151,17090.554976,103.16582500000004,104.16582500000004
918,NBA,2,15015,0.0,0.0,Fermenter,V140,16814.0,16996.4,16814.0,17013.4,182.40000000000146,199.40000000000146
919,NBA,2,15015,0.0,0.0,Harvest tank E,E2,16929.4,16938.5,16909.4,16938.5,9.099999999998545,29.099999999998545
920,NBA,2,15015,0.0,0.0,Harvest tank V01,V01B,16938.4,16987.236387,16909.4,16987.236387,48.83638699999938,77.83638699999938
921,NBA,2,15015,0.0,0.0,Harvest tank E,E1,16909.4,16981.4,16909.4,16981.4,72.0,72.0
922,NBA,2,15015,0.0,0.0,FAM,FAM1,16972.399998,17024.206077,16969.999998,17024.206077,51.806078999998135,54.20607899999959
923,NBA,2,15015,0.0,0.0,Harvest tank V01,V01F,16959.4,17024.206077,16909.4,17024.206077,64.80607699999746,114.80607699999746
924,NBA,2,15015,0.0,0.0,F+L,V18-19-20,16972.399998,17057.441372,16969.999998,17057.441372,85.04137400000036,87.44137400000182
925,NBA,2,15015,0.0,0.0,UF,UF8/9,16976.37727,17084.100037,16972.399998,17084.100037,107.7227669999993,111.70003899999938
926,NBA,2,15015,0.0,0.0,F+L,V21-22-23,17005.399999,17084.100037,17002.999999,17084.100037,78.70003799999904,81.1000380000005
927,NBA,2,15015,0.0,0.0,Harvest tank V01,V01A,16996.4,17052.596915,16948.4,17052.596915,56.19691499999681,104.1969149999968
928,NBA,2,15015,0.0,0.0,FAM,FAM2,17020.399999,17052.596915,17017.999999,17052.596915,32.196915999997145,34.5969159999986
929,NBA,2,15015,0.0,0.0,F+L,V25-26-27,17006.430607,17042.207849,17006.430329,17042.207849,35.777242000000115,35.77751999999964
930,NBA,2,15015,0.0,0.0,UF,UF11/12,17015.549184,17057.441372,17015.549184,17057.441372,41.892188000001624,41.892188000001624
931,NBA,2,15015,0.0,0.0,V300,V301,17015.549184,17172.100034,17015.549184,17173.100034,156.55084999999963,157.55084999999963
932,PEC KPO,2,4762,100.0,0.0,Harvest tank E,E2,16908.0,16913.1,16898.0,16913.1,5.099999999998545,15.099999999998545
933,PEC KPO,2,4762,100.0,0.0,Harvest tank E,E1,16898.0,16983.0,16898.0,16983.0,85.0,85.0
934,PEC KPO,2,4762,100.0,0.0,Harvest tank V01,V01F,16983.0,17015.17332,16898.0,17015.17332,32.173320000001695,117.1733200000017
935,PEC KPO,2,4762,100.0,0.0,Fermenter,V140,16814.0,16991.0,16814.0,17001.0,177.0,187.0
936,PEC KPO,2,4762,100.0,0.0,Harvest tank V01,V01A,16991.0,17015.487387,16973.3,17015.487387,24.487387000001036,42.18738700000176
937,PEC KPO,2,4762,100.0,0.0,FAM,FAM1,16996.999998,17015.17332,16995.599999,17015.17332,18.173322000002372,19.57332100000349
938,PEC KPO,2,4762,100.0,0.0,FAM,FAM2,17004.999999,17015.487387,17003.599999,17015.487387,10.487388000001374,11.88738800000283
939,PEC KPO,2,4762,100.0,0.0,UF,UF8/9,16998.79338,17023.760484,16996.999998,17023.760484,24.96710399999938,26.76048599999922
940,PEC KPO,2,4762,100.0,0.0,F+L,V18-19-20,16996.999998,17023.760484,16995.599999,17023.760484,26.76048599999922,28.160485000000335
941,PEC KPO,2,4762,100.0,0.0,F+L,V21-22-23,17004.999999,17026.584378,17003.599999,17026.584378,21.5843789999999,22.984379000001354
942,PEC KPO,2,4762,100.0,0.0,UF,UF11/12,17006.793381,17031.760486,17004.999999,17031.760486,24.96710499999972,26.760486999999557
943,PEC KPO,2,4762,100.0,0.0,F+L,V25-26-27,17012.663771,17031.760486,17012.663493,17031.760486,19.096714999999676,19.096992999999202
944,PEC KPO,2,4762,100.0,0.0,V300,V301,17023.760484,17119.760481,17023.760484,17120.760481,95.99999700000262,96.99999700000262
945,XYL,2,4635,100.0,0.0,Harvest tank V01,V01F,16880.0,16905.250026,16873.4,16905.250026,25.250026000001526,31.85002600000007
946,XYL,2,4635,100.0,0.0,Fermenter,V140,16814.0,16880.0,16814.0,16896.0,66.0,82.0
947,XYL,2,4635,100.0,0.0,FAM,FAM1,16889.0,16905.250026,16888.6,16905.250026,16.250026000001526,16.65002600000298
948,XYL,2,4635,100.0,0.0,UF,UF8/9,16892.902347,16930.936165,16889.0,16930.936165,38.03381799999988,41.936164999999164
949,XYL,2,4635,100.0,0.0,F+L,V18-19-20,16889.0,16930.936165,16888.6,16930.936165,41.936164999999164,42.33616500000062
950,XYL,2,4635,100.0,0.0,V300,V301,16930.936165,17022.936155,16930.936165,17023.936155,91.99999000000025,92.99999000000025
994,GOX,3,4589,0.0,0.0,Harvest tank V01,V01A,17019.0,17079.315705,17009.0,17079.315705,60.31570500000089,70.31570500000089
995,GOX,3,4589,0.0,0.0,Harvest tank E,E1,17009.0,17033.0,17009.0,17033.0,24.0,24.0
996,GOX,3,4589,0.0,0.0,FAM,FAM1,17033.0,17079.315705,17033.0,17079.315705,46.31570500000089,46.31570500000089
997,GOX,3,4589,0.0,0.0,F+L,V18-19-20,17033.0,17076.994811,17033.0,17076.994811,43.99481100000048,43.99481100000048
998,GOX,3,4589,0.0,0.0,UF,UF8/9,17036.997039,17076.994811,17033.0,17076.994811,39.997771999998804,43.99481100000048
999,GOX,3,4589,0.0,0.0,Fermenter,V200,16919.0,17055.0,16919.0,17078.0,136.0,159.0
1000,GOX,3,4589,0.0,0.0,UF,UF11/12,17067.233197,17102.371703,17063.236157,17102.371703,35.138505999999325,39.13554600000134
1001,GOX,3,4589,0.0,0.0,F+L,V21-22-23,17063.236157,17102.371703,17063.235879,17102.371703,39.13554600000134,39.135824000000866
1002,GOX,3,4589,0.0,0.0,V300,V301,17054.137773,17190.371699,17054.137773,17191.371699,136.2339260000008,137.2339260000008
1031,INV,3,10244,0.0,0.0,Harvest tank E,E1,16919.0,17000.0,16919.0,17000.0,81.0,81.0
1032,INV,3,10244,0.0,0.0,Harvest tank V01,V01A,17009.0,17045.681261,17000.0,17045.681261,36.68126100000154,45.68126100000154
1033,INV,3,10244,0.0,0.0,Harvest tank V01,V01B,17009.0,17036.873617,17000.0,17036.873617,27.873617000001104,36.873617000001104
1034,INV,3,10244,0.0,0.0,Fermenter,V200,16919.0,17009.0,16919.0,17017.0,90.0,98.0
1035,INV,3,10244,0.0,0.0,FAM,FAM2,17009.0,17036.873617,17009.0,17036.873617,27.873617000001104,27.873617000001104
1036,INV,3,10244,0.0,0.0,FAM,FAM1,17009.0,17045.681261,17009.0,17045.681261,36.68126100000154,36.68126100000154
1037,INV,3,10244,0.0,0.0,F+L,V21-22-23,17009.0,17056.942396,17009.0,17056.942396,47.94239599999855,47.94239599999855
1038,INV,3,10244,0.0,0.0,UF,UF8/9,17012.558299,17062.691629,17009.0,17062.691629,50.13333000000057,53.69162900000083
1039,INV,3,10244,0.0,0.0,F+L,V18-19-20,17009.0,17062.691629,17009.0,17062.691629,53.69162900000083,53.69162900000083
1040,INV,3,10244,0.0,0.0,UF,UF11/12,17012.558299,17062.691631,17009.0,17062.691631,50.133332000001246,53.69163100000151
1041,INV,3,10244,0.0,0.0,F+L,V25-26-27,17042.62313,17062.691631,17042.622852,17062.691631,20.06850100000156,20.068779000001086
1042,INV,3,10244,0.0,0.0,V300,V301,17056.942396,17150.691622,17056.942396,17151.691622,93.74922599999991,94.74922599999991
1085,ASG,4,14469,100.0,100.0,Harvest tank V01,V01A,17092.0,17126.70752,17076.6,17126.70752,34.70751999999993,50.10752000000139
1086,ASG,4,14469,100.0,100.0,Harvest tank V01,V01B,17092.0,17161.415068,17076.6,17161.415068,69.41506799999843,84.81506799999988
1087,ASG,4,14469,100.0,100.0,Fermenter,V218,16938.0,17092.0,16938.0,17100.0,154.0,162.0
1088,ASG,4,14469,100.0,100.0,MF,MF1,17092.0,17161.415068,17092.0,17161.415068,69.41506799999843,69.41506799999843
1089,ASG,4,14469,100.0,100.0,UF,UF8/9,17094.974341,17149.533577,17092.0,17149.533577,54.55923599999733,57.53357699999833
1090,ASG,4,14469,100.0,100.0,F+L,V18-19-20,17092.0,17149.533577,17092.0,17149.533577,57.53357699999833,57.53357699999833
1091,ASG,4,14469,100.0,100.0,UF,UF11/12,17129.681889,17184.241126,17126.707548,17184.241126,54.5592370000013,57.53357800000231
1092,ASG,4,14469,100.0,100.0,F+L,V21-22-23,17126.707548,17184.241126,17126.707548,17184.241126,57.53357800000231,57.53357800000231
1093,ASG,4,14469,100.0,100.0,V300,V301,17149.533577,17276.241117,17149.533577,17277.241117,126.70754000000306,127.70754000000306
1110,LYX,4,4611,0.0,0.0,Harvest tank E,E1,17010.0,17070.0,17010.0,17070.0,60.0,60.0
1111,LYX,4,4611,0.0,0.0,Harvest tank V01,V01A,17020.0,17108.924713,17010.0,17108.924713,88.92471300000034,98.92471300000034
1112,LYX,4,4611,0.0,0.0,Fermenter,V218,16938.0,17088.0,16938.0,17096.0,150.0,158.0
1113,LYX,4,4611,0.0,0.0,Harvest tank V01,V01B,17088.0,17141.38639,17073.0,17141.38639,53.386389999999665,68.38638999999966
1114,LYX,4,4611,0.0,0.0,FAM,FAM1,17089.999998,17108.924713,17087.999998,17108.924713,18.924715000001015,20.924715000001015
1115,LYX,4,4611,0.0,0.0,FAM,FAM2,17107.999999,17141.38639,17105.999999,17141.38639,33.386391,35.386391
1116,LYX,4,4611,0.0,0.0,F+L,V18-19-20,17089.999998,17119.977201,17087.999998,17119.977201,29.97720300000219,31.97720300000219
1117,LYX,4,4611,0.0,0.0,UF,UF8/9,17095.185859,17128.240982,17089.999998,17128.240982,33.055122999998275,38.240984000000026
1118,LYX,4,4611,0.0,0.0,F+L,V21-22-23,17107.999999,17128.240982,17105.999999,17128.240982,20.240982999999687,22.240982999999687
1119,LYX,4,4611,0.0,0.0,UF,UF11/12,17119.977201,17153.032324,17119.977201,17153.032324,33.055122999998275,33.055122999998275
1120,LYX,4,4611,0.0,0.0,F+L,V25-26-27,17114.308534,17153.032324,17114.308256,17153.032324,38.72379000000001,38.724067999999534
1121,LYX,4,4611,0.0,0.0,V300,V301,17119.977201,17241.03232,17119.977201,17242.03232,121.05511899999692,122.05511899999692
1122,MXB,4,13106,100.0,0.0,Harvest tank V01,V01A,17089.0,17118.536974,17073.9,17118.536974,29.536973999998736,44.63697399999728
1123,MXB,4,13106,100.0,0.0,Fermenter,V218,16938.0,17089.0,16938.0,17096.0,151.0,158.0
1124,MXB,4,13106,100.0,0.0,FAM,FAM1,17089.0,17118.536974,17089.0,17118.536974,29.536973999998736,29.536973999998736
1125,MXB,4,13106,100.0,0.0,UF,UF8/9,17092.96389,17117.036253,17089.0,17117.036253,24.072362999999314,28.036252999998396
1126,MXB,4,13106,100.0,0.0,F+L,V18-19-20,17089.0,17117.036253,17089.0,17117.036253,28.036252999998396,28.036252999998396
1127,MXB,4,13106,100.0,0.0,UF,UF11/12,17107.732516,17131.804879,17103.768626,17131.804879,24.072362999999314,28.036252999998396
1128,MXB,4,13106,100.0,0.0,F+L,V21-22-23,17103.768626,17131.804879,17103.768348,17131.804879,28.036252999998396,28.03653099999792
1129,MXB,4,13106,100.0,0.0,V300,V301,17117.036253,17223.80487,17117.036253,17224.80487,106.76861700000154,107.76861700000154
1130,PLA,4,4778,0.0,0.0,Harvest tank E,E2,17036.0,17054.1,17013.0,17054.1,18.099999999998545,41.099999999998545
1131,PLA,4,4778,0.0,0.0,Harvest tank E,E1,17013.0,17094.0,17013.0,17094.0,81.0,81.0
1132,PLA,4,4778,0.0,0.0,Harvest tank V01,V01A,17094.0,17129.922761,17013.0,17129.922761,35.92276100000163,116.92276100000163
1133,PLA,4,4778,0.0,0.0,Fermenter,V218,16938.0,17110.0,16938.0,17118.0,172.0,180.0
1134,PLA,4,4778,0.0,0.0,Harvest tank V01,V01B,17110.0,17182.097897,17092.8,17182.097897,72.09789699999965,89.29789700000038
1135,PLA,4,4778,0.0,0.0,Harvest tank V01,V01C,17110.0,17163.035744,17092.8,17163.035744,53.035744000000705,70.23574400000143
1136,PLA,4,4778,0.0,0.0,FAM,FAM1,17107.999998,17129.922761,17106.599999,17129.922761,21.922763000002305,23.322762000003422
1137,PLA,4,4778,0.0,0.0,FAM,FAM2,17123.999999,17182.097897,17122.599999,17182.097897,58.09789799999999,59.49789800000144
1138,PLA,4,4778,0.0,0.0,F+L,V18-19-20,17107.999998,17142.845809,17106.599999,17142.845809,34.84581099999923,36.24581000000035
1139,PLA,4,4778,0.0,0.0,UF,UF8/9,17110.875348,17154.435101,17107.999998,17154.435101,43.55975299999773,46.4351029999998
1140,PLA,4,4778,0.0,0.0,F+L,V21-22-23,17123.999999,17154.435101,17122.599999,17154.435101,30.43510199999946,31.835102000000916
1141,PLA,4,4778,0.0,0.0,FAM,FAM3,17123.999999,17163.035744,17122.599999,17163.035744,39.03574500000104,40.4357450000025
1142,PLA,4,4778,0.0,0.0,F+L,V25-26-27,17123.999999,17170.420331,17122.599999,17170.420331,46.42033200000151,47.82033200000296
1143,PLA,4,4778,0.0,0.0,UF,UF11/12,17142.845809,17186.405562,17142.845809,17186.405562,43.559753000001365,43.559753000001365
1144,PLA,4,4778,0.0,0.0,F+L,V28-29-30,17131.736065,17186.405562,17131.735787,17186.405562,54.669496999998955,54.66977499999848
1145,PLA,4,4778,0.0,0.0,V300,V301,17142.845809,17274.405559,17142.845809,17275.405559,131.55975000000035,132.55975000000035
1146,PIC,1,20348,100.0,0.0,Fermenter,V100,16801.0,16859.0,16801.0,16877.0,58.0,76.0
1147,PIC,1,20348,100.0,0.0,Harvest tank V01,V01F,16859.0,16921.779258,16853.2,16921.779258,62.77925799999866,68.57925799999794
1148,PIC,1,20348,100.0,0.0,FAM,FAM1,16895.999997,16921.779258,16892.599997,16921.779258,25.77926099999968,29.179260999997496
1149,PIC,1,20348,100.0,0.0,UF,UF8/9,16900.68713,16945.80079,16895.999997,16945.80079,45.11366000000271,49.80079300000216
1150,PIC,1,20348,100.0,0.0,F+L,V18-19-20,16895.999997,16945.80079,16892.599997,16945.80079,49.80079300000216,53.200792999999976
1151,PIC,1,20348,100.0,0.0,V300,V301,16945.80079,17037.800781,16945.80079,17038.800781,91.99999100000059,92.99999100000059
1152,ARO,1,4558,0.0,0.0,Harvest tank E,E2,16883.0,16888.1,16863.0,16888.1,5.099999999998545,25.099999999998545
1153,ARO,1,4558,0.0,0.0,Harvest tank V01,V01F,16958.0,16973.046153,16863.0,16973.046153,15.046152999999322,110.04615299999932
1154,ARO,1,4558,0.0,0.0,Harvest tank E,E1,16863.0,16958.0,16863.0,16958.0,95.0,95.0
1155,ARO,1,4558,0.0,0.0,Harvest tank V01,V01A,16964.0,16975.284393,16947.7,16975.284393,11.284393000001728,27.584393000001
1156,ARO,1,4558,0.0,0.0,FAM,FAM1,16958.0,16973.046153,16958.0,16973.046153,15.046152999999322,15.046152999999322
1157,ARO,1,4558,0.0,0.0,Fermenter,V100,16801.0,16964.0,16801.0,16970.0,163.0,169.0
1158,ARO,1,4558,0.0,0.0,FAM,FAM2,16964.0,16975.284393,16964.0,16975.284393,11.284393000001728,11.284393000001728
1159,ARO,1,4558,0.0,0.0,UF,UF8/9,16960.799594,16983.311903,16958.0,16983.311903,22.51230900000155,25.31190300000162
1160,ARO,1,4558,0.0,0.0,F+L,V18-19-20,16958.0,16983.311903,16958.0,16983.311903,25.31190300000162,25.31190300000162
1161,ARO,1,4558,0.0,0.0,F+L,V21-22-23,16964.0,16986.09586,16964.0,16986.09586,22.095860000001267,22.095860000001267
1162,ARO,1,4558,0.0,0.0,UF,UF11/12,16966.799594,16989.311904,16964.0,16989.311904,22.51230999999825,25.31190399999832
1163,ARO,1,4558,0.0,0.0,F+L,V25-26-27,16971.165398,16989.311904,16971.16512,16989.311904,18.146505999997316,18.146783999996842
1164,ARO,1,4558,0.0,0.0,V300,V301,16983.311903,17077.3119,16983.311903,17078.3119,93.99999699999898,94.99999699999898
1165,FUR,1,10996,0.0,0.0,Fermenter,V100,16801.0,16877.0,16801.0,16894.0,76.0,93.0
1166,FUR,1,10996,0.0,0.0,Harvest tank V01,V01F,16877.0,16951.842149,16869.4,16951.842149,74.84214900000006,82.44214899999861
1167,FUR,1,10996,0.0,0.0,FAM,FAM1,16916.999998,16951.842149,16914.999998,16951.842149,34.84215100000074,36.84215100000074
1168,FUR,1,10996,0.0,0.0,UF,UF8/9,16921.624733,16986.032935,16916.999998,16986.032935,64.40820199999871,69.03293699999995
1169,FUR,1,10996,0.0,0.0,F+L,V18-19-20,16916.999998,16986.032935,16914.999998,16986.032935,69.03293699999995,71.03293699999995
1170,FUR,1,10996,0.0,0.0,V300,V301,16986.032935,17074.032926,16986.032935,17075.032926,87.99999100000059,88.99999100000059
1171,ROM,1,24455,0.0,0.0,Harvest tank E,E2,16857.0,16865.1,16833.0,16865.1,8.099999999998545,32.099999999998545
1172,ROM,1,24455,0.0,0.0,Harvest tank E,E1,16833.0,16896.0,16833.0,16896.0,63.0,63.0
1173,ROM,1,24455,0.0,0.0,Harvest tank V01,V01F,16865.1,16944.000328,16833.0,16944.000328,78.90032799999972,111.00032799999826
1174,ROM,1,24455,0.0,0.0,Fermenter,V100,16801.0,16911.0,16801.0,16926.0,110.0,125.0
1175,ROM,1,24455,0.0,0.0,FAM,FAM1,16919.999998,16944.000328,16917.599998,16944.000328,24.00032999999894,26.400329999996757
1176,ROM,1,24455,0.0,0.0,Harvest tank V01,V01B,16911.0,16951.800331,16909.4,16951.800331,40.80033099999855,42.400330999997095
1177,ROM,1,24455,0.0,0.0,FAM,FAM2,16934.999999,16951.800331,16932.599999,16951.800331,16.80033199999889,19.200332000000344
1178,ROM,1,24455,0.0,0.0,UF,UF8/9,16925.602238,16955.593764,16919.999998,16955.593764,29.991526000001613,35.59376600000178
1179,ROM,1,24455,0.0,0.0,F+L,V18-19-20,16919.999998,16955.593764,16917.599998,16955.593764,35.59376600000178,37.993765999999596
1180,ROM,1,24455,0.0,0.0,F+L,V25-26-27,16933.600302,16959.736279,16933.600024,16959.736279,26.13597700000173,26.136255000001256
1181,ROM,1,24455,0.0,0.0,UF,UF11/12,16936.801582,16966.793109,16933.600302,16966.793109,29.991526999998314,33.19280699999945
1182,ROM,1,24455,0.0,0.0,F+L,V28-29-30,16948.600304,16966.793109,16948.600026,16966.793109,18.19280499999877,18.193082999998296
1183,ROM,1,24455,0.0,0.0,UF,UF14/15,16940.602239,16970.593767,16934.999999,16970.593767,29.991527999998652,35.59376799999882
1184,ROM,1,24455,0.0,0.0,F+L,V21-22-23,16934.999999,16970.593767,16932.599999,16970.593767,35.59376799999882,37.99376800000027
1185,ROM,1,24455,0.0,0.0,V300,V301,16955.593764,17058.593762,16955.593764,17059.593762,102.99999799999932,103.99999799999932
1186,GOP,1,17272,0.0,0.0,Harvest tank E,E1,16801.0,16866.7,16801.0,16866.7,65.70000000000073,65.70000000000073
1187,GOP,1,17272,0.0,0.0,Fermenter,V100,16801.0,16874.0,16801.0,16892.0,73.0,91.0
1188,GOP,1,17272,0.0,0.0,Harvest tank V01,V01F,16874.0,16925.598919,16866.7,16925.598919,51.59891900000002,58.898918999999296
1189,GOP,1,17272,0.0,0.0,FAM,FAM1,16897.999998,16925.598919,16895.599998,16925.598919,27.5989210000007,29.998920999998518
1190,GOP,1,17272,0.0,0.0,UF,UF8/9,16904.426886,16950.517039,16897.999998,16950.517039,46.09015299999737,52.51704099999915
1191,GOP,1,17272,0.0,0.0,F+L,V18-19-20,16897.999998,16950.517039,16895.599998,16950.517039,52.51704099999915,54.91704099999697
1192,GOP,1,17272,0.0,0.0,V300,V301,16950.517039,17038.517031,16950.517039,17039.517031,87.99999200000093,88.99999200000093
1193,GPP FLW,2,21132,0.0,0.0,Fermenter,V140,16814.0,16893.0,16814.0,16916.0,79.0,102.0
1194,GPP FLW,2,21132,0.0,0.0,Harvest tank V01,V01F,16893.0,17005.807926,16885.1,17005.807926,112.80792600000132,120.70792600000277
1195,GPP FLW,2,21132,0.0,0.0,FAM,FAM1,16944.999997,17005.807926,16942.499998,17005.807926,60.80792900000233,63.30792800000199
1196,GPP FLW,2,21132,0.0,0.0,UF,UF8/9,16954.611024,16999.692455,16944.999997,16999.692455,45.0814309999987,54.69245800000135
1197,GPP FLW,2,21132,0.0,0.0,F+L,V18-19-20,16944.999997,16999.692455,16942.499998,16999.692455,54.69245800000135,57.19245700000101
1198,GPP FLW,2,21132,0.0,0.0,UF,UF11/12,16985.015127,17030.096558,16975.4041,17030.096558,45.08143100000234,54.69245800000135
1199,GPP FLW,2,21132,0.0,0.0,F+L,V21-22-23,16975.4041,17030.096558,16975.403823,17030.096558,54.69245800000135,54.69273500000054
1200,GPP FLW,2,21132,0.0,0.0,V300,V301,16999.692455,17118.096549,16999.692455,17119.096549,118.40409400000135,119.40409400000135
1201,MAM0,2,109980,0.0,0.0,Harvest tank E,E2,16876.0,16881.1,16841.0,16881.1,5.099999999998545,40.099999999998545
1202,MAM0,2,109980,0.0,0.0,Harvest tank E,E1,16841.0,16909.0,16841.0,16909.0,68.0,68.0
1203,MAM0,2,109980,0.0,0.0,Harvest tank V01,V01F,16881.1,16954.092397,16841.0,16954.092397,72.9923970000018,113.09239700000035
1204,MAM0,2,109980,0.0,0.0,Fermenter,V140,16814.0,16921.0,16814.0,16936.0,107.0,122.0
1205,MAM0,2,109980,0.0,0.0,Harvest tank V01,V01B,16921.0,16960.467848,16910.3,16960.467848,39.46784800000023,50.16784800000096
1206,MAM0,2,109980,0.0,0.0,FAM,FAM1,16932.999998,16954.092397,16930.599998,16954.092397,21.092399000001024,23.49239899999884
1207,MAM0,2,109980,0.0,0.0,FAM,FAM2,16944.999999,16960.467848,16942.599999,16960.467848,15.46784900000057,17.867849000002025
1208,MAM0,2,109980,0.0,0.0,UF,UF8/9,16937.423098,16967.39885,16932.999998,16967.39885,29.975752000002103,34.39885200000208
1209,MAM0,2,109980,0.0,0.0,F+L,V18-19-20,16932.999998,16967.39885,16930.599998,16967.39885,34.39885200000208,36.7988519999999
1210,MAM0,2,109980,0.0,0.0,F+L,V25-26-27,16945.18683,16969.619674,16945.186553,16969.619674,24.43284400000266,24.433121000001847
1211,MAM0,2,109980,0.0,0.0,UF,UF14/15,16947.714317,16977.690069,16945.18683,16977.690069,29.975751999998465,32.503239000001486
1212,MAM0,2,109980,0.0,0.0,F+L,V28-29-30,16957.186832,16977.690069,16957.186554,16977.690069,20.50323700000081,20.503515000000334
1213,MAM0,2,109980,0.0,0.0,UF,UF11/12,16949.4231,16979.398852,16944.999999,16979.398852,29.975751999998465,34.39885299999878
1214,MAM0,2,109980,0.0,0.0,F+L,V21-22-23,16944.999999,16979.398852,16942.599999,16979.398852,34.39885299999878,36.798853000000236
1215,MAM0,2,109980,0.0,0.0,V300,V301,16967.39885,17067.398848,16967.39885,17068.398848,99.99999799999932,100.99999799999932
1216,MAX,2,4631,100.0,100.0,Harvest tank V01,V01F,16875.1,16961.210085,16855.0,16961.210085,86.11008500000025,106.2100849999988
1217,MAX,2,4631,100.0,100.0,Harvest tank E,E1,16855.0,16909.0,16855.0,16909.0,54.0,54.0
1218,MAX,2,4631,100.0,100.0,MF,MF1,16909.0,16961.210085,16909.0,16961.210085,52.2100849999988,52.2100849999988
